LotArea,BedroomAbvGr,GarageArea,OverallCond,SalePrice
7910,4,404,5,127000
18890,4,600,5,190000
7728,3,540,6,132500
9842,2,462,5,101800
12160,3,531,5,142000
13132,4,180,5,138887
2628,2,474,5,175500
12393,4,434,5,195000
13072,3,484,5,142500
9037,2,472,5,265900
8158,3,543,5,224900
9849,3,954,6,248328
10625,3,528,6,170000
13891,2,850,5,465000
11435,3,400,7,230000
12090,3,477,7,178000
8125,3,615,5,186500
12328,3,888,5,169900
9600,3,396,5,129500
7200,3,276,7,119000
11160,3,522,5,244000
3136,2,478,5,171750
9858,3,288,6,130000
17542,3,518,7,294000
6931,3,397,5,165400
6240,3,560,6,127500
14303,2,691,5,301500
9587,2,400,5,190000
9750,3,460,8,151000
24682,3,502,5,181000
9600,2,338,6,128900
11250,5,304,5,161500
13515,3,520,6,180500
4060,2,511,5,181000
3735,3,506,5,183900
10120,4,308,4,122000
13214,3,746,5,378500
14100,4,1014,9,381000
11344,3,315,5,144000
23595,0,586,6,260000
9156,3,462,7,185750
13526,3,288,6,137000
11512,2,312,7,177000
5362,3,552,6,139000
11345,4,400,5,137000
12936,3,497,6,162000
17871,3,480,5,197900
9473,3,577,5,237000
7500,2,528,4,68400
9808,3,544,5,227000
8049,2,484,5,180000
8800,3,484,7,150500
9638,4,336,7,169000
6000,4,280,6,132500
9790,3,528,5,143000
36500,4,390,5,190000
5664,2,499,5,278000
11065,3,753,5,281000
14112,3,484,7,180500
1680,3,264,7,119500
6600,4,432,4,107500
10140,4,528,5,162900
8172,2,572,7,115000
8400,3,288,5,138500
8700,3,525,6,155000
3675,2,525,5,140000
63887,3,1418,5,160000
7500,3,305,7,154000
10762,3,490,5,225000
7500,3,213,7,177500
10120,4,844,5,290000
8688,3,834,5,232000
3363,3,380,5,130000
13173,2,840,5,325000
6955,2,474,5,202500
8072,3,480,5,138000
12000,2,528,7,147000
7153,3,496,5,179200
17500,3,567,8,335000
8814,3,508,5,203000
9572,4,750,5,302000
14774,4,779,5,333168
8190,3,280,6,119000
11075,4,576,5,206900
10226,3,860,5,295493
4230,2,466,5,208900
14781,3,748,5,275000
10215,3,248,5,111000
8400,3,442,3,156500
6627,2,287,6,72500
10186,3,564,5,190000
9986,2,895,5,147000
6600,3,264,9,130500
10440,5,520,7,256000
9084,3,462,5,176500
10000,3,825,5,227000
10780,3,576,5,132500
8877,2,288,6,100000
7200,2,297,6,125500
2368,3,440,6,125000
9650,2,630,5,167900
9246,4,506,5,135000
13450,3,492,5,200000
9560,3,288,7,128500
8294,3,480,5,123000
13695,3,576,5,155000
9375,3,647,5,228500
7558,3,342,6,177000
11103,3,440,5,155835
6000,2,308,4,108500
20781,3,508,7,262500
15306,3,712,5,283463
16196,3,514,5,215000
11643,6,968,5,200000
9247,4,490,6,171000
6000,2,624,9,134900
14720,4,666,5,410000
10316,3,839,5,235000
10192,4,487,6,170000
9477,3,264,5,110000
12537,3,500,6,149900
2117,3,440,5,177500
16737,3,770,5,315000
9842,4,621,6,189000
16158,3,430,5,260000
12513,4,368,4,104900
8499,3,432,5,156932
3180,2,480,5,144152
7500,3,663,5,216000
9179,3,588,5,193000
2665,4,336,6,127000
4435,1,420,5,144000
10635,3,502,5,232000
5400,2,338,6,105000
9600,3,377,6,165500
9750,3,583,6,274300
11400,2,804,5,466500
10625,3,936,5,250000
10991,3,722,5,239000
6292,2,160,5,91000
10998,3,660,5,117000
1953,2,264,5,83000
9735,3,400,5,167500
8212,2,200,3,58500
12925,4,550,7,237500
7200,4,576,7,157000
25339,3,576,7,112000
9060,2,280,5,105000
5436,3,240,8,125500
16692,5,564,5,250000
8520,5,216,7,136000
14892,3,758,5,377500
6000,3,440,6,131000
9100,3,541,5,235000
8944,4,792,5,124000
7838,3,288,5,123000
10800,3,672,7,163000
4045,2,648,5,246578
12665,4,642,5,281213
57200,3,572,5,160000
6120,4,180,8,137500
7200,3,240,4,138000
6171,3,216,6,137450
6000,3,208,7,120000
7415,3,398,5,193000
6762,2,662,5,193879
15256,3,754,5,282922
10410,3,936,4,105000
3842,2,482,5,275000
8445,2,396,7,133000
7740,3,528,7,125500
20544,3,542,6,215000
12420,3,622,5,230000
9600,3,271,8,140000
7200,2,420,5,90000
10994,2,620,5,257000
13053,4,370,7,207000
3635,1,660,5,175900
11340,4,560,6,122500
16545,3,1069,5,340000
9204,3,336,5,124000
16381,3,540,5,223000
11700,3,776,6,179900
4043,2,440,5,127500
4435,1,420,5,136500
19690,4,432,7,274970
9503,2,484,5,144000
10721,3,528,6,142000
10944,3,525,5,271000
10930,3,288,6,140000
7200,2,240,7,119000
12546,3,467,7,182900
21930,4,372,5,192140
4928,2,440,6,143750
10800,4,216,6,64500
10261,3,451,5,186500
17400,3,484,5,160000
8400,3,462,9,174000
9000,3,528,6,120500
12444,2,774,5,394617
7407,2,923,7,149700
11584,3,550,6,197000
11526,3,672,7,191000
4426,1,420,5,149300
11003,3,812,5,310000
8854,2,192,6,121000
8500,3,626,5,179600
8400,3,240,5,129000
26142,3,312,7,157900
10000,3,556,5,240000
11767,2,384,7,112000
9262,3,840,5,287090
3675,2,525,5,145000
7500,2,400,5,185000
7917,3,460,5,175000
13175,3,500,6,210000
9042,4,252,9,266500
9717,2,240,6,142125
9937,3,276,6,147500
