Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
409,60,3,109.0,14154,1,1,3,3,0,0,0,16,2,2,0,5,7,5,2006,2006,1,1,12,13,1,350.0,2,4,2,0,1,4,6,0,6,0,1063,1063,1,0,1,5,1071,1101,0,2172,0,0,2,1,3,1,2,9,6,1,2,1,2006.0,2,3,947,5,5,2,192,62,0,0,0,0,3,4,1,0,8,2007,6,5,280000
410,60,1,85.0,10800,1,1,3,3,0,4,0,21,2,2,0,5,8,5,2007,2008,1,1,12,13,4,100.0,2,4,2,0,4,4,2,789,6,0,245,1034,1,0,1,5,1050,1028,0,2078,1,0,2,1,3,1,0,8,6,1,2,1,2008.0,0,3,836,5,5,2,0,102,0,0,0,0,3,4,1,0,4,2008,6,5,339750
411,20,3,68.0,9571,1,1,3,3,0,4,0,7,2,2,0,2,5,3,1958,1958,1,1,2,2,3,0.0,3,1,1,4,0,4,6,0,6,0,1276,1276,1,4,1,0,1276,0,0,1276,0,0,1,0,3,1,3,5,4,0,3,1,1958.0,3,1,350,5,5,2,0,0,0,0,0,0,3,4,1,0,6,2009,0,0,60000
412,190,3,100.0,34650,1,1,3,0,0,4,0,8,2,2,1,2,5,5,1955,1955,3,1,13,14,3,0.0,3,4,1,4,4,2,5,1056,6,0,0,1056,1,4,0,5,1056,0,0,1056,1,0,1,0,3,1,3,5,6,0,3,1,1955.0,0,2,572,5,5,2,264,0,0,0,0,0,3,4,1,0,1,2006,8,4,145000
413,20,1,0.0,4403,1,1,1,3,0,4,0,21,2,2,0,2,7,5,2009,2009,1,1,8,8,4,432.0,0,4,2,0,4,0,2,578,6,0,892,1470,1,0,1,5,1478,0,0,1478,1,0,2,1,2,1,2,7,6,1,2,1,2009.0,0,2,484,5,5,2,0,144,0,0,0,0,3,4,1,0,6,2010,6,5,222000
414,30,4,56.0,8960,1,0,3,3,0,4,0,17,0,2,0,2,5,6,1927,1950,1,1,14,15,3,0.0,3,4,1,4,4,4,6,0,6,0,1008,1008,1,2,1,0,1028,0,0,1028,0,0,1,0,2,1,3,5,6,1,2,5,1927.0,3,2,360,5,5,2,0,0,130,0,0,0,3,4,1,0,3,2010,8,4,115000
415,60,3,59.0,11228,1,1,1,3,0,1,0,20,2,2,0,5,7,5,1993,1993,1,1,12,13,3,0.0,2,4,2,2,4,4,1,50,2,531,499,1080,1,0,1,5,1080,1017,0,2097,0,1,2,1,3,1,2,9,6,1,5,1,1993.0,3,3,678,5,5,2,196,187,0,0,0,0,3,4,1,0,12,2008,8,4,228000
416,20,3,73.0,8899,1,1,0,3,0,4,0,8,2,2,0,2,7,5,2007,2007,1,1,12,13,3,0.0,2,4,2,2,4,0,2,24,6,0,1316,1340,1,0,1,5,1340,0,0,1340,0,0,2,0,3,1,2,6,6,0,3,1,2007.0,0,2,396,5,5,2,100,30,0,0,0,0,3,4,1,0,8,2007,6,5,181134
417,60,3,74.0,7844,1,1,3,3,0,4,0,19,2,2,0,5,6,7,1978,1978,3,1,6,6,1,203.0,3,4,1,4,4,4,0,209,6,0,463,672,1,4,1,5,672,728,0,1400,0,0,1,1,3,1,3,6,6,1,5,1,1978.0,0,2,440,5,5,2,0,0,0,0,0,0,3,4,1,0,3,2006,8,4,149500
418,70,3,86.0,22420,1,1,0,3,0,4,0,6,1,2,0,5,6,6,1918,1950,3,1,13,12,3,0.0,3,4,0,2,4,4,1,1128,6,0,242,1370,2,4,0,0,1370,1254,0,2624,1,0,2,1,4,1,3,10,6,1,2,5,1918.0,3,3,864,5,5,0,0,0,0,0,0,0,3,4,1,0,11,2007,8,4,239000
419,50,3,60.0,8160,1,1,3,3,0,4,0,7,2,2,0,0,5,6,1940,1950,1,1,8,8,3,0.0,3,4,0,4,4,4,0,312,6,0,444,756,1,1,0,1,756,378,0,1134,1,0,1,1,3,1,3,7,6,0,3,5,1940.0,3,1,240,5,5,1,0,0,0,0,0,0,3,4,1,0,4,2007,8,1,126000
420,20,3,65.0,8450,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1968,1968,1,1,12,13,3,0.0,3,4,1,4,4,4,1,775,6,0,281,1056,1,0,1,5,1056,0,0,1056,1,0,1,0,3,1,3,6,6,1,1,1,1968.0,3,1,304,5,5,2,0,85,184,0,0,0,3,4,1,0,7,2010,8,4,142000
421,90,4,78.0,7060,1,1,3,3,0,4,0,11,2,2,2,6,7,5,1997,1998,1,1,12,13,1,200.0,3,2,2,2,1,1,2,1309,6,0,35,1344,1,0,1,5,1344,0,0,1344,2,0,2,0,2,2,3,8,6,0,3,1,1997.0,0,4,784,5,5,2,0,0,0,0,0,0,3,4,1,0,11,2008,8,2,206300
422,20,3,0.0,16635,1,1,0,3,0,2,0,14,2,2,0,2,6,7,1977,2000,1,1,5,5,4,126.0,2,4,1,2,4,4,0,1246,6,0,356,1602,1,2,1,5,1602,0,0,1602,0,1,2,0,3,1,2,8,6,1,5,1,1977.0,0,2,529,5,5,2,240,0,0,0,0,0,3,4,1,0,6,2009,8,4,215000
423,20,3,100.0,21750,1,1,3,1,0,4,1,11,0,2,0,2,5,5,1954,1954,3,1,6,6,3,0.0,3,4,1,4,4,4,6,0,6,0,988,988,1,0,1,0,988,0,0,988,0,0,1,0,2,1,3,4,6,0,3,1,1954.0,2,2,520,5,5,0,0,0,0,0,0,0,3,4,1,0,2,2008,8,4,113000
424,60,3,80.0,9200,1,1,3,3,0,4,0,15,2,2,0,5,8,5,1998,1998,1,1,12,13,1,473.0,2,4,2,2,4,4,2,986,6,0,484,1470,1,2,1,5,1470,1160,0,2630,1,0,2,1,4,1,2,8,6,1,5,1,1998.0,0,3,696,5,5,2,0,66,0,0,0,0,3,4,1,0,6,2008,8,4,315000
425,20,3,72.0,9000,1,1,3,3,0,4,0,12,2,2,0,2,6,5,1956,1956,1,1,13,14,1,74.0,3,4,1,2,4,4,3,616,6,0,580,1196,1,2,1,0,1196,0,0,1196,1,0,1,0,2,1,3,6,6,1,2,1,1956.0,2,1,297,5,5,2,0,44,0,0,0,0,3,4,1,0,5,2008,8,4,139000
426,60,4,60.0,3378,1,0,3,1,0,4,0,17,2,2,0,5,7,8,1946,1992,1,1,6,6,3,0.0,3,2,1,4,4,4,6,0,6,0,651,651,1,2,1,5,707,682,0,1389,0,0,1,1,3,1,3,6,6,2,2,5,1947.0,3,1,240,5,5,1,0,0,126,0,0,0,3,4,1,0,9,2009,8,4,135000
427,80,3,0.0,12800,1,1,3,2,0,4,1,20,2,2,0,7,7,5,1989,1989,1,1,13,14,1,145.0,2,4,2,2,4,1,2,1518,6,0,0,1518,1,2,1,5,1644,0,0,1644,1,1,2,0,2,1,2,5,6,1,5,1,1989.0,0,2,569,5,5,2,80,0,0,0,396,0,3,4,1,0,8,2009,8,4,275000
428,20,3,77.0,8593,1,1,0,3,0,4,0,12,2,2,0,2,4,6,1957,1957,3,1,8,8,3,0.0,3,4,1,4,4,4,5,288,6,0,619,907,1,0,1,5,907,0,0,907,0,0,1,0,3,1,3,5,6,0,3,5,1964.0,3,1,352,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2008,8,4,109008
429,20,3,64.0,6762,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2007,2007,1,1,12,13,1,108.0,2,4,2,2,4,4,2,664,6,0,544,1208,1,0,1,5,1208,0,0,1208,1,0,2,0,2,1,2,6,6,0,3,1,2007.0,2,2,628,5,5,2,105,54,0,0,0,0,3,4,1,0,9,2007,6,5,195400
430,20,3,130.0,11457,1,1,0,3,0,0,0,23,2,2,0,2,6,5,1988,1988,1,1,6,6,3,0.0,3,4,1,2,4,2,2,1005,6,0,387,1392,1,4,1,5,1412,0,0,1412,1,0,2,0,3,1,2,6,6,1,5,1,1988.0,3,2,576,5,5,2,0,0,169,0,0,0,3,4,1,0,3,2009,8,4,175000
431,160,4,21.0,1680,1,1,3,3,0,4,0,2,2,2,3,5,6,5,1971,1971,1,1,6,6,1,232.0,3,4,1,4,4,4,0,387,6,0,96,483,1,4,1,5,483,504,0,987,0,0,1,1,2,1,3,4,6,0,3,5,1971.0,3,1,264,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2008,0,0,85400
432,50,4,60.0,5586,1,1,0,0,0,4,0,17,1,2,0,0,6,7,1920,1998,1,1,8,8,3,0.0,3,4,0,4,4,4,6,0,6,0,901,901,1,2,1,5,1088,110,0,1198,0,0,1,0,4,1,3,7,6,0,3,6,0.0,1,0,0,3,3,0,0,98,0,0,0,0,3,2,1,0,9,2008,3,0,79900
433,160,4,24.0,1920,1,1,3,3,0,4,0,2,2,2,4,5,5,5,1971,1971,1,1,6,6,1,376.0,3,4,1,4,4,4,0,471,6,0,294,765,1,0,1,5,765,600,0,1365,1,0,1,1,2,1,3,6,2,0,3,5,1971.0,3,2,440,5,5,2,240,36,0,0,0,0,3,4,1,0,8,2007,8,4,122500
434,60,3,100.0,10839,1,1,0,3,0,0,0,8,2,2,0,5,6,5,1997,1998,1,1,12,13,3,0.0,3,4,2,2,4,4,6,0,6,0,926,926,1,0,1,5,926,678,0,1604,0,0,2,1,3,1,3,7,6,1,5,1,1997.0,0,2,470,5,5,2,0,36,0,0,0,0,3,4,1,0,7,2008,8,4,181000
435,180,4,21.0,1890,1,1,3,3,0,4,0,10,2,2,3,6,4,7,1972,1972,1,1,5,5,3,0.0,3,2,1,2,4,0,0,495,6,0,135,630,1,2,1,5,630,0,0,630,1,0,1,0,1,1,3,3,6,0,3,6,0.0,1,0,0,3,3,2,88,0,0,0,0,0,3,4,1,0,6,2008,8,4,81000
436,60,3,43.0,10667,1,1,1,3,0,1,0,5,4,2,0,5,7,6,1996,1996,1,1,12,13,3,0.0,2,4,2,2,4,0,2,385,0,344,70,799,1,0,1,5,827,834,0,1661,1,0,2,1,3,1,2,6,6,1,5,1,1996.0,2,2,550,5,5,2,158,61,0,0,0,0,3,4,1,0,4,2009,5,4,212000
437,50,4,40.0,4400,1,1,3,3,0,4,0,17,2,2,0,0,6,8,1920,1950,1,1,11,12,3,0.0,3,4,0,1,4,4,6,0,6,0,648,648,1,4,1,0,734,384,0,1118,0,0,1,0,2,1,3,6,6,0,3,5,1990.0,3,2,440,5,5,2,0,0,0,0,0,0,3,4,1,0,10,2006,8,4,116000
438,45,4,50.0,6000,1,1,3,3,0,4,0,3,2,2,0,1,6,7,1926,2004,1,1,13,14,3,0.0,2,4,2,4,4,4,6,0,6,0,884,884,1,2,1,5,904,0,0,904,0,0,1,0,2,1,3,4,6,0,3,5,1926.0,3,1,180,5,5,2,0,0,105,0,0,0,3,4,1,0,1,2009,8,4,119000
439,30,3,40.0,4280,1,1,3,3,0,4,0,6,2,2,0,2,5,6,1913,2002,1,1,14,12,3,0.0,3,4,2,4,4,4,3,365,6,0,75,440,1,4,0,5,694,0,0,694,0,0,1,0,2,1,2,4,6,1,2,5,1990.0,3,1,352,2,5,1,0,0,34,0,0,0,3,2,1,0,3,2007,8,4,90350
440,50,3,67.0,12354,1,0,3,3,0,0,0,7,2,2,0,0,6,8,1920,2000,1,1,13,14,3,0.0,3,4,0,4,0,2,6,0,6,0,684,684,1,2,1,5,684,512,0,1196,0,0,1,0,3,1,2,7,6,0,3,5,2005.0,3,2,528,5,5,2,0,46,0,0,0,0,3,0,3,800,8,2009,4,4,110000
441,20,3,105.0,15431,1,1,3,3,0,4,0,16,2,2,0,2,10,5,2008,2008,3,1,12,13,4,200.0,0,4,2,0,4,1,2,1767,0,539,788,3094,1,0,1,5,2402,0,0,2402,1,0,2,0,2,1,0,10,6,2,2,1,2008.0,0,3,672,5,5,2,0,72,0,0,170,0,3,4,1,0,4,2009,8,4,555000
442,90,3,92.0,12108,1,1,3,3,0,4,0,7,2,2,2,2,4,4,1955,1955,1,1,12,13,1,270.0,3,4,1,4,4,4,0,133,6,0,1307,1440,1,4,0,1,1440,0,0,1440,0,0,2,0,4,2,1,8,6,0,3,6,0.0,1,0,0,3,3,2,0,0,0,0,0,0,3,4,1,0,9,2008,8,4,118000
443,50,4,52.0,6240,1,1,3,3,0,4,0,3,2,2,0,0,5,7,1930,1992,1,1,8,8,3,0.0,3,4,2,4,4,4,6,0,6,0,1078,1078,1,4,1,5,1128,445,0,1573,0,0,2,0,3,1,3,8,6,1,2,5,1930.0,3,2,360,5,5,1,0,0,0,0,0,0,3,4,1,0,6,2008,8,4,162900
444,120,3,53.0,3922,1,1,3,3,0,4,0,0,2,2,4,2,7,5,2006,2007,1,1,14,15,1,72.0,2,4,2,0,4,0,6,0,6,0,1258,1258,1,0,1,5,1258,0,0,1258,0,0,2,0,2,1,2,6,6,1,2,1,2007.0,0,3,648,5,5,2,144,16,0,0,0,0,3,4,1,0,6,2007,6,5,172500
445,60,3,70.0,8750,1,1,3,3,0,4,0,5,2,2,0,5,7,5,1994,1995,1,1,12,13,3,0.0,2,2,2,2,4,4,2,642,6,0,273,915,1,0,1,5,933,975,0,1908,1,0,2,1,4,1,2,8,6,1,5,1,1994.0,3,2,493,5,5,2,144,133,0,0,0,0,3,4,1,0,7,2008,8,4,210000
446,20,3,73.0,9855,1,1,3,3,0,0,0,7,2,2,0,2,6,5,1956,1956,3,1,13,14,3,0.0,3,4,1,4,4,4,6,0,6,0,1436,1436,1,1,1,5,1689,0,0,1689,0,0,1,0,3,1,3,7,6,1,2,1,1956.0,3,2,480,5,5,2,0,0,0,0,0,0,3,2,1,0,11,2009,0,4,127500
447,20,3,137.0,16492,1,1,0,3,0,0,0,12,3,2,0,2,6,6,1966,2002,1,1,3,10,3,0.0,2,4,1,4,4,4,0,247,5,713,557,1517,1,0,1,5,1888,0,0,1888,0,0,2,1,2,1,2,6,4,1,2,1,1966.0,0,2,578,5,5,2,0,0,0,0,0,0,3,4,1,0,6,2010,8,4,190000
448,60,3,0.0,11214,1,1,0,3,0,0,0,8,2,2,0,5,7,5,1998,1999,1,1,12,13,3,0.0,2,4,2,2,4,4,6,0,6,0,930,930,1,2,1,5,956,930,0,1886,0,0,2,1,4,1,2,10,6,1,5,1,1998.0,0,2,431,5,5,2,89,0,0,0,0,0,3,4,1,0,7,2006,8,4,199900
449,50,4,50.0,8600,1,1,3,0,0,4,0,9,2,2,0,0,6,6,1937,1950,1,1,8,8,3,0.0,3,4,0,4,4,4,6,0,6,0,780,780,1,4,1,5,780,596,0,1376,0,0,2,0,3,1,3,7,6,1,2,5,1937.0,3,1,198,5,5,0,0,0,0,0,0,0,3,4,1,0,6,2006,8,4,119500
450,50,4,50.0,6000,1,1,3,3,0,4,0,17,2,2,0,0,3,7,1948,2002,1,1,8,8,3,0.0,3,2,1,4,4,4,0,331,6,0,318,649,1,0,1,5,679,504,0,1183,0,0,1,1,2,1,3,6,6,0,3,5,1981.0,3,1,308,5,5,2,0,176,0,0,0,0,3,4,1,0,6,2007,8,4,120000
451,30,4,70.0,5684,1,1,3,3,0,4,0,17,2,2,0,2,6,8,1930,2005,3,1,13,14,3,0.0,3,4,0,4,4,4,6,0,6,0,813,813,1,0,1,0,813,0,0,813,0,0,1,0,2,1,2,5,6,0,3,5,1932.0,3,1,270,1,1,0,0,113,0,0,0,0,3,4,1,0,6,2006,8,4,110000
452,20,3,62.0,70761,1,1,0,2,0,4,1,4,2,2,0,2,7,5,1975,1975,1,7,9,10,3,0.0,3,4,1,2,4,1,0,655,6,0,878,1533,1,4,1,5,1533,0,0,1533,1,0,2,0,2,1,2,5,6,2,5,1,1975.0,3,2,576,5,5,2,200,54,0,0,0,0,3,4,1,0,12,2006,8,4,280000
453,60,3,0.0,9303,1,1,0,3,0,0,0,23,2,2,0,5,6,5,1996,1997,3,1,12,13,1,42.0,2,4,2,0,4,4,0,742,6,0,130,872,1,0,1,5,888,868,0,1756,1,0,2,1,3,1,3,7,6,0,3,1,1996.0,0,2,422,5,5,2,144,122,0,0,0,0,3,4,1,0,7,2007,8,4,204000
454,60,1,75.0,9000,1,1,3,3,0,4,0,21,2,2,0,5,8,5,2008,2008,1,1,12,13,3,0.0,2,4,2,2,4,4,6,0,6,0,768,768,1,0,1,5,786,804,0,1590,0,0,2,1,3,1,2,6,6,0,3,1,2008.0,2,2,676,5,5,2,0,30,0,0,0,0,3,4,1,0,6,2009,8,4,210000
455,90,3,63.0,9297,1,1,3,3,0,4,0,11,2,2,2,2,5,5,1976,1976,1,1,9,10,3,0.0,3,4,1,4,4,4,0,1606,6,0,122,1728,1,4,1,5,1728,0,0,1728,2,0,2,0,4,2,3,8,6,0,3,5,1976.0,3,2,560,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2006,8,3,188000
456,20,3,80.0,9600,1,1,3,3,0,4,0,14,2,2,0,2,7,6,1973,1973,3,1,6,6,1,320.0,3,4,1,4,4,4,0,916,6,0,326,1242,1,1,1,5,1242,0,0,1242,0,0,1,1,3,1,3,6,6,1,5,1,1973.0,3,2,528,5,5,2,0,0,0,0,0,0,3,4,1,0,9,2007,8,4,175500
457,70,4,34.0,4571,1,0,3,3,0,4,0,17,2,2,0,5,5,5,1916,1950,1,1,0,0,3,0.0,3,4,0,4,4,4,6,0,6,0,624,624,1,1,0,5,624,720,0,1344,0,0,1,0,4,1,3,7,6,0,3,5,1916.0,3,3,513,1,1,2,0,0,96,0,0,0,3,4,1,0,5,2008,0,0,98000
458,20,3,0.0,53227,1,1,0,2,0,1,1,4,2,2,0,2,4,6,1954,1994,0,5,9,10,3,0.0,3,4,1,2,4,1,1,1116,6,0,248,1364,1,0,1,5,1663,0,0,1663,1,0,1,0,2,1,2,6,2,2,2,1,1954.0,0,2,529,5,5,2,224,137,0,0,0,0,3,4,1,0,3,2008,8,4,256000
459,70,4,0.0,5100,1,0,3,3,0,4,0,17,2,2,0,5,8,7,1925,1996,3,1,11,15,3,0.0,3,2,2,4,4,4,6,0,6,0,588,588,1,1,1,5,833,833,0,1666,0,0,1,0,3,1,2,7,6,1,2,5,1925.0,3,1,228,5,5,2,192,63,0,0,0,0,3,2,1,0,6,2008,8,4,161000
460,50,3,0.0,7015,1,1,0,0,0,0,0,3,2,2,0,0,5,4,1950,1950,1,1,8,8,0,161.0,3,4,1,4,4,4,3,185,6,0,524,709,1,4,1,5,979,224,0,1203,1,0,1,0,3,1,2,5,6,1,5,5,1950.0,3,1,352,5,5,2,0,0,248,0,0,0,3,4,1,0,7,2009,8,4,110000
461,60,1,75.0,8004,1,1,0,3,0,4,0,21,6,2,0,5,8,5,2009,2009,1,1,12,13,4,110.0,2,4,2,2,4,4,2,544,6,0,288,832,1,0,1,5,832,1103,0,1935,1,0,2,1,3,1,3,8,6,0,3,3,2009.0,0,2,552,5,5,2,0,150,0,0,0,0,3,4,1,0,12,2009,6,5,263435
462,70,3,60.0,7200,1,1,3,3,0,4,0,18,1,2,0,5,7,9,1936,2007,1,1,13,14,3,0.0,2,2,2,2,1,4,0,350,1,210,0,560,1,0,1,5,575,560,0,1135,1,0,1,0,3,1,2,6,6,0,3,5,1971.0,2,2,576,5,5,2,256,0,0,0,0,0,3,2,1,0,4,2009,8,4,155000
463,20,3,60.0,8281,1,1,0,3,0,4,0,19,2,2,0,2,5,5,1965,1965,1,1,8,8,3,0.0,3,4,1,4,4,4,5,553,1,311,0,864,1,2,1,5,864,0,0,864,0,0,1,0,3,1,3,5,6,1,4,5,1965.0,3,1,360,5,5,2,0,0,236,0,0,0,3,1,1,0,12,2009,8,4,62383
464,70,3,74.0,11988,1,1,0,1,0,4,1,6,2,2,0,5,6,7,1934,1995,3,1,11,12,3,0.0,3,4,1,4,4,4,3,326,6,0,389,715,1,1,1,0,849,811,0,1660,0,0,1,1,3,1,3,6,6,1,2,5,1939.0,3,1,240,5,5,2,0,0,0,0,0,0,3,4,1,0,8,2008,8,4,188700
465,20,3,60.0,8430,1,1,3,1,0,4,1,5,2,2,0,2,5,5,1978,1978,1,1,6,6,1,136.0,3,4,1,2,4,4,5,616,6,0,424,1040,1,4,1,5,1040,0,0,1040,0,0,2,0,3,1,3,5,6,0,3,6,0.0,1,0,0,3,3,2,0,0,0,0,0,0,3,4,1,0,8,2009,8,4,124000
466,120,4,0.0,3072,1,1,3,3,0,4,0,0,2,2,4,2,7,5,2004,2004,3,1,12,13,1,18.0,2,4,2,2,4,4,6,0,6,0,1375,1375,1,0,1,5,1414,0,0,1414,0,0,2,0,2,1,2,6,6,1,5,1,2004.0,0,2,398,5,5,2,144,20,0,0,0,0,3,4,1,0,5,2006,8,4,178740
467,20,3,85.0,10628,1,1,3,3,0,4,0,12,2,2,0,2,7,5,1970,1970,0,5,9,10,3,0.0,3,2,1,4,1,1,2,778,6,0,499,1277,1,4,1,5,1277,0,0,1277,1,0,1,0,2,1,3,5,6,1,4,1,1970.0,3,2,526,5,5,2,0,0,0,0,176,0,3,1,1,0,4,2007,8,4,167000
468,70,3,79.0,9480,1,1,3,3,0,4,0,12,0,2,0,5,5,7,1942,1995,1,1,8,8,4,224.0,3,4,1,4,4,4,3,386,6,0,342,728,1,0,1,5,888,756,0,1644,0,0,1,1,3,1,2,7,6,2,2,1,1942.0,3,1,312,5,5,2,168,0,0,0,0,0,3,4,1,0,6,2007,8,4,146500
469,20,3,98.0,11428,1,1,0,3,0,4,0,16,2,2,0,2,8,5,2006,2006,1,1,12,13,4,248.0,2,4,2,2,4,4,6,0,6,0,1626,1626,1,0,1,5,1634,0,0,1634,0,0,2,0,3,1,2,7,6,1,2,1,2006.0,2,3,866,5,5,2,0,44,0,0,0,0,3,4,1,0,5,2007,8,4,250000
470,60,3,76.0,9291,1,1,0,3,0,0,0,20,7,2,0,5,6,5,1993,1993,1,1,6,6,1,120.0,2,4,2,2,4,4,2,426,6,0,406,832,1,0,1,5,832,878,0,1710,0,0,2,1,3,1,2,7,6,0,3,1,1993.0,2,2,506,5,5,2,144,70,0,0,0,0,3,4,1,0,6,2008,8,4,187000
471,120,3,0.0,6820,1,1,0,3,0,0,0,22,2,2,4,2,8,5,1985,1985,1,1,6,6,3,0.0,2,4,2,2,4,0,2,368,1,1120,0,1488,1,4,1,5,1502,0,0,1502,1,0,1,1,1,1,2,4,6,0,3,1,1985.0,2,2,528,5,5,2,0,54,0,0,140,0,3,4,1,0,6,2010,8,4,212000
472,60,3,92.0,11952,1,1,3,3,0,4,0,14,3,2,0,5,7,6,1977,1977,4,6,14,10,3,0.0,3,4,1,2,4,4,6,0,6,0,808,808,1,4,1,5,1161,808,0,1969,0,0,2,1,3,1,3,8,6,1,2,1,1977.0,2,2,534,5,5,2,0,0,0,0,276,0,3,4,1,0,11,2007,8,4,190000
473,180,4,35.0,3675,1,1,3,3,0,4,0,7,2,2,4,7,6,5,2005,2005,1,1,12,13,1,80.0,3,4,2,2,4,1,2,459,6,0,88,547,1,0,1,5,1072,0,0,1072,1,0,1,0,2,1,3,5,6,0,3,2,2005.0,2,2,525,5,5,2,0,28,0,0,0,0,3,4,1,0,6,2008,8,4,148000
474,20,3,110.0,14977,1,1,0,3,0,4,0,16,2,2,0,2,8,5,2006,2007,1,1,12,13,1,304.0,2,4,2,0,4,1,2,1350,6,0,626,1976,1,0,1,5,1976,0,0,1976,1,0,2,0,2,1,2,7,6,1,0,1,2006.0,2,3,908,5,5,2,250,63,0,0,0,0,3,4,1,0,7,2007,6,5,440000
475,120,3,41.0,5330,1,1,3,3,0,4,0,22,2,2,4,2,8,5,2000,2000,1,1,5,5,3,0.0,2,4,2,2,4,0,2,1196,6,0,298,1494,1,0,1,5,1652,0,0,1652,1,0,2,0,2,1,0,6,6,0,3,1,2000.0,2,2,499,5,5,2,96,48,0,0,0,0,3,4,1,0,8,2007,8,4,251000
476,20,3,80.0,8480,1,1,3,3,0,0,0,19,2,2,0,2,5,6,1963,1963,3,1,6,6,3,0.0,3,4,1,4,4,4,2,630,6,0,340,970,1,4,1,5,970,0,0,970,1,0,1,0,2,1,3,5,6,0,3,5,1996.0,3,2,624,5,5,2,0,24,0,0,192,0,3,4,1,0,7,2007,8,4,132500
477,20,3,75.0,13125,1,1,3,3,0,4,1,5,2,2,0,2,6,5,1997,1998,1,1,12,13,1,215.0,3,4,2,2,4,1,2,994,6,0,484,1478,1,0,1,5,1493,0,0,1493,1,0,2,0,3,1,2,7,6,1,5,1,1997.0,0,2,508,5,5,2,140,39,0,0,0,0,3,4,1,0,4,2008,8,4,208900
478,60,3,105.0,13693,1,1,3,3,0,4,0,16,2,2,0,5,9,5,2006,2006,3,1,12,13,1,772.0,0,4,2,2,4,0,6,0,6,0,2153,2153,1,0,1,5,2069,574,0,2643,0,0,2,1,3,1,0,9,6,1,2,3,2006.0,0,3,694,5,5,2,414,84,0,0,0,0,3,4,1,0,3,2007,8,4,380000
479,20,3,79.0,10637,1,1,3,3,0,4,0,5,2,2,0,2,8,5,2007,2008,3,1,12,13,4,336.0,2,4,2,0,4,1,2,1288,6,0,417,1705,1,0,1,5,1718,0,0,1718,1,0,2,0,3,1,2,7,6,1,2,1,2007.0,2,3,826,5,5,2,208,44,0,0,0,0,3,4,1,0,9,2009,8,4,297000
480,30,4,50.0,5925,1,1,3,0,0,4,0,17,2,2,0,2,4,7,1937,2000,3,1,11,12,0,435.0,3,4,0,1,4,4,5,168,6,0,739,907,1,4,1,5,1131,0,0,1131,0,0,1,0,2,1,3,7,6,0,3,5,1995.0,3,2,672,5,5,2,0,72,0,0,0,0,3,2,1,0,3,2007,8,2,89471
481,20,3,98.0,16033,1,1,0,3,0,2,0,16,2,2,0,2,9,5,2004,2005,3,1,12,13,1,378.0,2,4,2,0,4,1,2,1261,6,0,572,1833,1,0,1,5,1850,0,0,1850,1,0,2,0,3,1,2,8,6,1,2,1,2004.0,0,3,772,5,5,2,519,112,0,0,0,0,3,4,1,0,3,2006,8,4,326000
482,20,3,72.0,11846,1,1,0,1,0,4,0,16,2,2,0,2,9,5,2003,2004,3,1,12,13,1,562.0,2,4,2,0,4,1,2,1567,6,0,225,1792,1,0,1,5,1792,0,0,1792,1,0,2,0,2,1,0,6,6,1,2,1,2003.0,0,3,874,5,5,2,206,49,0,0,0,0,3,4,1,0,8,2006,8,4,374000
483,70,4,50.0,2500,1,2,3,3,0,0,0,17,2,2,0,5,7,8,1915,2005,1,1,11,12,3,0.0,2,4,2,4,4,4,0,299,6,0,611,910,1,0,1,5,916,910,0,1826,1,0,1,1,4,1,0,7,3,1,2,1,1915.0,3,1,164,1,1,2,0,0,0,0,0,0,3,4,1,0,6,2009,8,4,155000
484,120,4,32.0,4500,1,1,3,3,0,2,0,11,2,2,3,2,6,5,1998,1998,3,1,12,13,1,116.0,3,4,2,0,4,4,2,897,6,0,319,1216,1,0,1,5,1216,0,0,1216,1,0,2,0,2,1,3,5,6,0,3,1,1998.0,3,2,402,5,5,2,0,125,0,0,0,0,3,4,1,0,5,2006,8,4,164000
