ID,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG
574513469,0,55,0,16,"$97,890",No,"$325,876",Yes,M,Masters,Lawyer,10,Private,"$25,040",4,Minivan,yes,$0,0,No,0,$0,18,0
58776949,1,38,3,6,"$9,173",No,"$118,100",Yes,M,<High School,Clerical,14,Private,"$6,220",6,Pickup,no,$0,0,No,0,$0,1,0
161544930,0,31,3,13,"$71,738",No,"$223,313",Yes,z_F,Bachelors,z_Blue Collar,93,Commercial,"$5,750",1,Sports Car,no,$0,0,No,0,$0,10,0
592690820,0,48,0,3,,No,$0,z_No,z_F,Masters,Lawyer,47,Private,"$20,860",1,z_SUV,no,"$6,038",1,No,8,"$4,751",12,1
621496694,0,30,1,11,"$88,305",No,"$278,236",Yes,z_F,Masters,Professional,5,Private,"$19,710",3,z_SUV,no,$0,0,No,0,$0,20,0
398984508,0,46,0,6,"$90,232",No,"$260,661",z_No,z_F,Bachelors,Professional,42,Private,"$15,780",1,z_SUV,no,$0,0,No,1,$0,14,0
57346072,0,42,0,10,"$101,636",No,$0,z_No,z_F,Masters,,36,Commercial,"$24,890",14,Pickup,no,"$1,452",2,No,7,"$7,311",11,1
74322645,1,44,1,16,"$173,412",No,"$431,274",Yes,M,PhD,Professional,16,Commercial,"$41,710",6,Panel Truck,no,$0,0,No,0,$0,14,0
30585255,0,36,3,14,"$167,971",No,"$441,721",Yes,M,Bachelors,Professional,33,Private,"$5,100",6,Pickup,yes,"$2,769",1,No,0,"$5,396",13,1
23615805,0,43,0,12,"$61,949",No,"$245,454",Yes,M,z_High School,z_Blue Collar,17,Private,"$11,990",4,Minivan,no,$0,0,No,2,$0,10,0
698414529,0,53,0,0,$0,No,"$84,982",Yes,M,Masters,Professional,45,Private,"$6,800",6,Minivan,no,$0,0,No,3,$0,24,0
142342235,0,45,3,11,"$207,123",Yes,"$488,301",z_No,z_F,PhD,,42,Commercial,"$34,320",1,Pickup,no,$583,4,No,3,$0,5,0
898038749,0,41,0,9,"$21,651",No,"$142,293",z_No,z_F,<High School,Clerical,24,Commercial,"$25,640",1,Pickup,no,$0,0,No,1,"$4,720",1,1
195066900,0,46,0,5,"$75,983",No,"$252,802",Yes,M,Masters,,17,Commercial,"$22,100",4,Van,yes,$0,0,No,0,$0,14,0
101731472,0,35,2,14,"$29,250",No,"$159,239",Yes,z_F,z_High School,z_Blue Collar,45,Commercial,"$23,380",1,Pickup,no,$0,0,No,1,$0,7,0
813953295,0,43,0,6,"$70,352",No,"$205,650",Yes,M,Bachelors,Professional,43,Private,"$17,380",10,Van,yes,$0,0,No,0,$0,,0
845473829,0,43,0,11,"$24,382",No,"$168,092",Yes,M,<High School,z_Blue Collar,31,Commercial,"$8,240",1,Pickup,yes,$0,0,No,0,$0,1,0
667069495,0,41,3,15,,No,"$177,209",Yes,z_F,z_High School,Professional,38,Private,"$11,510",17,z_SUV,no,"$7,383",1,No,2,$0,6,0
363208227,0,47,0,8,,No,"$186,797",Yes,z_F,z_High School,z_Blue Collar,17,Commercial,"$18,400",9,z_SUV,no,$0,0,No,1,"$2,601",9,1
717945707,0,49,1,12,"$98,175",No,"$321,272",Yes,z_F,Masters,Lawyer,27,Private,"$16,220",3,Minivan,no,$0,0,No,0,$0,15,0
901710077,0,40,1,5,"$89,348",No,"$230,106",Yes,z_F,Masters,Professional,48,Private,"$18,150",6,Pickup,no,$0,0,No,2,$0,14,0
277764598,0,38,0,9,"$2,726",No,$0,Yes,M,<High School,Student,51,Private,"$1,770",1,Minivan,no,$0,0,No,0,"$7,534",1,1
166240500,0,45,0,9,"$26,237",No,$0,z_No,z_F,z_High School,Home Maker,26,Private,"$29,420",6,Pickup,no,$0,0,No,2,$0,1,0
62746989,0,39,0,9,"$51,814",No,$0,z_No,z_F,Masters,Manager,28,Private,"$15,170",10,Sports Car,no,"$5,446",1,No,0,$0,15,0
525535873,0,52,0,12,"$112,512",No,$0,z_No,M,PhD,,33,Commercial,"$37,550",3,Panel Truck,yes,$0,0,No,2,"$19,867",14,1
619949605,1,37,1,9,"$65,402",No,"$202,381",Yes,z_F,z_High School,z_Blue Collar,62,Private,"$11,740",1,Sports Car,no,$0,0,No,0,$0,7,0
157518199,2,44,2,7,"$78,850",No,"$294,899",Yes,M,Masters,,40,Commercial,"$24,730",4,Panel Truck,no,$0,0,No,0,"$3,929",12,1
371698337,0,57,0,13,"$151,528",No,$0,z_No,M,PhD,Doctor,31,Private,"$14,280",6,Minivan,yes,"$29,378",2,No,0,$0,9,0
169244879,0,51,0,14,"$45,771",No,"$200,101",Yes,M,z_High School,Professional,61,Private,"$13,760",6,Minivan,yes,$0,0,No,0,$0,1,0
430441105,0,49,0,13,"$43,560",No,"$174,690",Yes,M,Bachelors,Clerical,35,Commercial,"$10,760",4,Pickup,yes,$0,0,No,0,$0,7,0
605237938,0,40,0,2,"$164,028",No,$0,z_No,M,Masters,Lawyer,5,Private,"$14,800",1,Minivan,no,$0,0,No,0,$0,10,0
186788748,0,48,0,0,$0,No,"$105,542",Yes,z_F,z_High School,Home Maker,24,Private,"$19,250",13,Sports Car,no,"$5,245",2,No,2,$0,1,0
417937551,0,33,3,15,"$39,662",No,,Yes,z_F,z_High School,Clerical,27,Private,"$11,470",3,z_SUV,no,"$2,248",3,No,8,"$45,338",8,1
471663062,0,46,0,11,"$82,398",No,"$235,439",Yes,M,Bachelors,Manager,19,Private,"$19,240",4,Van,no,$0,0,Yes,0,$0,15,0
103293644,0,32,1,11,"$36,179",Yes,"$106,892",z_No,z_F,<High School,Clerical,12,Private,"$13,030",1,Sports Car,no,$0,0,No,0,"$4,307",6,1
294816298,2,36,2,12,"$130,540",Yes,"$344,195",z_No,z_F,Bachelors,z_Blue Collar,5,Commercial,"$35,990",1,Van,no,$0,0,Yes,0,$0,9,0
292071650,1,39,2,14,"$24,546",No,"$147,125",Yes,z_F,z_High School,z_Blue Collar,5,Commercial,"$3,950",4,z_SUV,no,"$4,227",2,No,0,$0,10,0
933243471,0,53,0,,,No,"$203,230",z_No,M,<High School,z_Blue Collar,24,Commercial,"$17,570",6,Minivan,yes,"$6,616",2,No,7,$0,,0
314595556,0,46,0,10,"$123,289",No,,Yes,M,PhD,,24,Commercial,"$18,430",5,Van,no,$0,0,No,0,$0,12,0
379401970,0,63,0,12,"$52,739",No,"$265,690",Yes,M,Bachelors,Manager,36,Private,"$13,670",9,z_SUV,yes,"$2,085",3,No,0,$0,1,0
375087720,0,47,0,13,"$80,431",No,"$243,919",Yes,M,Bachelors,Clerical,22,Commercial,"$25,630",1,Panel Truck,yes,$0,0,No,0,$0,13,0
694267964,0,43,1,8,"$110,543",Yes,"$330,562",z_No,z_F,Masters,,48,Commercial,"$14,110",9,z_SUV,no,$0,0,No,0,$0,9,0
890091849,0,46,0,14,"$125,610",No,"$329,203",Yes,M,Masters,Lawyer,27,Private,"$18,660",3,Van,no,$0,0,Yes,2,$0,13,0
758370952,0,55,0,13,"$19,694",No,"$162,610",Yes,z_F,Masters,Lawyer,60,Private,"$8,970",4,z_SUV,no,"$1,084",2,No,6,$0,,0
747002242,1,45,2,12,"$129,261",Yes,"$325,139",z_No,z_F,Masters,Manager,52,Private,"$20,530",6,z_SUV,no,"$25,495",2,Yes,1,$0,12,0
653142988,2,45,3,7,,No,"$181,752",Yes,z_F,Bachelors,Student,38,Private,"$19,360",7,Sports Car,no,$0,0,No,0,"$4,974",,1
388360189,0,50,0,11,"$167,365",No,"$404,405",z_No,M,PhD,,48,Commercial,"$35,640",4,Panel Truck,yes,$0,0,No,1,$0,,0
296440535,0,55,0,2,"$68,204",No,"$226,828",Yes,z_F,Bachelors,z_Blue Collar,23,Commercial,"$13,820",4,Minivan,no,$0,0,No,1,$0,,0
733070656,0,26,1,12,"$35,262",Yes,$0,z_No,M,<High School,z_Blue Collar,25,Private,"$15,110",3,Minivan,yes,$0,0,No,0,"$8,697",1,1
619748463,0,57,0,0,,No,$0,Yes,M,<High School,Student,7,Private,"$21,550",3,Minivan,no,"$42,944",1,Yes,0,"$6,255",1,1
699677378,0,38,0,8,"$83,304",No,"$234,493",Yes,z_F,Bachelors,Clerical,10,Private,"$17,600",4,Pickup,no,"$8,109",2,No,1,$0,17,0
474659214,0,48,0,0,$0,No,$0,Yes,M,Bachelors,Student,45,Commercial,"$6,300",1,Pickup,no,$0,0,No,0,$0,7,0
848429245,0,55,0,11,"$133,318",No,"$398,344",Yes,M,Masters,Lawyer,20,Private,"$33,470",1,Minivan,no,$0,0,No,0,$0,13,0
382198324,0,52,0,13,"$43,393",No,"$202,835",Yes,z_F,z_High School,Clerical,23,Private,"$21,250",1,Minivan,no,"$30,910",2,Yes,1,$0,1,0
310091630,0,54,0,14,"$48,952",No,"$203,371",Yes,z_F,Bachelors,z_Blue Collar,21,Private,"$25,010",1,Minivan,no,$0,0,No,0,$0,8,0
945144015,0,44,0,12,"$84,015",No,$0,z_No,M,z_High School,Manager,45,Private,"$12,230",14,Minivan,no,"$5,571",2,No,0,$0,9,0
755684786,0,39,0,6,"$33,893",No,"$210,190",Yes,z_F,<High School,z_Blue Collar,39,Private,"$10,650",1,z_SUV,no,"$20,631",2,No,7,$0,1,0
781240853,0,40,1,13,"$12,570",No,$0,Yes,z_F,<High School,Student,20,Private,"$12,710",1,z_SUV,no,"$6,722",2,No,3,$0,7,0
652896608,0,62,0,13,"$2,861",No,"$118,797",Yes,z_F,z_High School,Home Maker,39,Private,"$23,740",11,Sports Car,no,$0,0,No,2,$0,11,0
50881055,0,50,0,10,"$68,801",No,$0,z_No,M,z_High School,Manager,27,Private,"$19,710",7,Van,no,$0,0,No,0,$0,1,0
845045346,0,55,0,8,"$117,066",No,"$316,356",Yes,M,PhD,Lawyer,48,Private,"$13,210",7,Minivan,yes,"$3,029",3,No,0,$0,15,0
291796704,0,46,0,11,"$28,063",No,"$114,907",z_No,M,z_High School,Clerical,40,Private,"$15,820",1,Minivan,no,$0,0,No,0,$0,8,0
24303338,1,40,2,11,"$27,788",Yes,"$136,672",z_No,M,z_High School,Clerical,60,Commercial,"$9,390",17,Pickup,yes,$0,0,No,0,"$5,143",1,1
8890927,1,45,2,14,"$20,637",No,$0,Yes,M,z_High School,Student,44,Commercial,"$8,060",1,Pickup,no,$0,0,Yes,0,$0,1,0
334739735,1,39,3,12,"$85,837",Yes,"$241,913",z_No,M,Bachelors,Professional,43,Private,"$14,460",7,Minivan,no,"$6,055",3,No,3,$0,11,0
951951164,0,30,2,12,"$56,253",No,"$142,627",Yes,M,Bachelors,Professional,9,Commercial,"$6,600",10,Pickup,yes,"$2,986",1,No,5,$0,13,0
953297827,0,53,0,17,"$81,478",No,$0,z_No,M,Masters,,24,Commercial,"$9,650",4,Pickup,yes,$0,0,No,0,$0,19,0
753124100,0,36,0,10,"$29,412",No,"$149,177",Yes,M,z_High School,z_Blue Collar,45,Commercial,"$23,210",4,Panel Truck,yes,"$1,247",2,No,5,"$2,899",11,1
717945707,0,49,1,12,"$98,175",No,"$321,272",Yes,z_F,Masters,Lawyer,27,Private,"$18,800",1,z_SUV,no,$0,0,No,6,$0,15,0
872721141,0,45,0,13,"$103,272",No,"$318,758",Yes,z_F,Masters,Lawyer,37,Private,"$16,330",6,Minivan,no,$633,1,No,0,$0,16,0
666239340,0,45,1,,"$17,167",No,$0,Yes,M,<High School,Student,22,Commercial,"$30,400",1,Panel Truck,yes,$0,0,No,0,$0,6,0
406043790,1,39,2,14,"$45,261",Yes,$0,z_No,M,z_High School,z_Blue Collar,13,Private,"$12,910",7,Minivan,no,$521,1,No,0,$0,1,0
423739364,0,53,0,13,"$114,746",No,"$336,124",Yes,z_F,Masters,Lawyer,13,Private,"$12,970",6,z_SUV,no,$0,0,No,1,$0,15,0
998040578,0,37,0,11,"$22,632",No,"$142,769",z_No,z_F,<High School,z_Blue Collar,56,Private,"$19,970",13,Pickup,no,$0,0,Yes,1,"$4,813",7,1
525918644,1,38,2,0,$0,Yes,$0,z_No,z_F,z_High School,Home Maker,24,Private,"$5,920",4,Sports Car,no,$0,0,No,3,"$2,827",6,1
695264867,0,45,0,12,,No,"$322,926",Yes,z_F,PhD,Manager,5,Private,"$11,160",1,Sports Car,no,$0,0,No,0,$0,16,0
491709455,0,42,3,11,"$124,375",No,"$339,138",Yes,M,Masters,,47,Commercial,"$29,920",1,Panel Truck,no,"$3,199",2,No,4,$0,8,0
517982134,0,47,0,6,"$26,295",No,"$111,145",Yes,z_F,z_High School,Home Maker,32,Private,"$22,260",1,Minivan,no,$0,0,No,0,$0,8,0
749559800,0,66,0,13,"$75,778",No,"$231,320",Yes,M,Bachelors,Professional,34,Private,"$15,680",1,Sports Car,yes,"$4,450",2,No,3,$0,,0
823230619,0,44,2,16,"$71,918",No,"$244,929",Yes,z_F,Masters,Manager,16,Private,"$11,470",4,z_SUV,no,"$37,729",3,No,4,$0,,0
487754398,2,39,3,,"$153,236",Yes,$0,z_No,z_F,Masters,Lawyer,27,Private,"$5,400",10,z_SUV,no,$0,0,Yes,1,"$2,424",15,1
934042208,0,50,0,13,"$34,101",No,$0,z_No,z_F,<High School,z_Blue Collar,15,Private,"$12,580",4,z_SUV,no,$0,0,No,0,"$15,562",4,1
203396173,0,53,0,14,"$18,635",No,"$119,212",Yes,M,<High School,z_Blue Collar,14,Private,"$14,970",6,Minivan,yes,"$1,358",3,No,5,$0,1,0
16084737,0,31,1,12,"$92,817",Yes,$0,z_No,M,Masters,Manager,26,Private,"$10,780",4,Pickup,yes,$0,0,No,0,$0,18,0
132609655,0,33,1,12,"$40,990",No,"$151,286",Yes,z_F,z_High School,z_Blue Collar,22,Commercial,"$8,900",6,Sports Car,no,$0,0,No,0,"$4,729",1,1
551296680,0,43,0,12,"$2,346",No,"$99,554",Yes,z_F,Bachelors,Student,25,Commercial,"$24,500",10,Van,no,$0,0,No,0,$0,7,0
100093408,0,35,2,12,"$4,457",Yes,$0,z_No,M,z_High School,Student,18,Private,"$1,500",4,Minivan,yes,$0,0,No,4,"$5,583",1,1
784370129,0,49,0,11,"$45,962",No,"$140,966",Yes,M,PhD,Lawyer,29,Private,"$11,000",4,Pickup,yes,$0,0,No,3,$0,22,0
194527047,0,42,0,0,$0,No,,z_No,z_F,z_High School,Home Maker,12,Private,"$4,230",1,Sports Car,no,$0,0,No,1,"$7,293",7,1
624440117,0,61,0,15,"$52,894",No,"$216,569",Yes,M,Bachelors,z_Blue Collar,37,Commercial,"$11,250",6,z_SUV,no,"$8,057",2,No,5,"$6,284",6,1
703676514,0,48,0,,"$53,628",No,"$166,295",Yes,M,z_High School,Manager,5,Commercial,"$11,660",4,Pickup,no,"$1,237",3,No,1,$0,7,0
710586000,2,43,3,16,"$99,455",No,"$268,736",Yes,M,Bachelors,Professional,45,Private,"$15,750",11,Minivan,yes,$0,0,Yes,0,"$2,524",7,1
799857899,0,49,0,12,$195,No,$0,z_No,z_F,PhD,Home Maker,54,Private,"$7,300",10,z_SUV,no,$0,0,No,1,$0,16,0
227540901,0,29,1,13,"$25,294",Yes,$0,z_No,M,Bachelors,Clerical,31,Private,"$6,930",3,Pickup,no,"$9,282",2,No,1,"$5,388",10,1
722567149,0,56,0,14,"$35,735",No,$0,z_No,z_F,<High School,Clerical,21,Private,"$13,760",6,z_SUV,no,$0,0,No,5,"$4,364",5,1
376761023,0,53,0,14,"$55,770",No,"$163,735",Yes,M,Masters,Lawyer,44,Private,"$12,380",6,Minivan,yes,$0,0,No,0,$0,12,0
410044584,0,51,0,12,"$4,431",No,$0,Yes,z_F,z_High School,Student,48,Private,"$27,390",1,Minivan,no,$0,0,No,0,$0,14,0
404639990,0,45,1,14,"$92,626",No,"$252,585",Yes,M,Masters,Manager,35,Commercial,"$31,340",17,Panel Truck,yes,$0,0,No,1,$0,16,0
746130911,0,43,2,0,$0,No,"$96,114",Yes,M,Bachelors,Home Maker,50,Private,"$5,800",1,Pickup,no,$0,0,No,0,$0,8,0
676650544,0,56,0,,"$52,044",No,$0,z_No,M,Bachelors,z_Blue Collar,22,Private,"$12,300",1,Minivan,no,$0,0,No,5,$0,8,0
414345397,0,58,2,0,$0,No,$0,Yes,z_F,z_High School,Student,40,Commercial,"$1,500",11,z_SUV,no,"$3,564",2,No,9,"$5,089",10,1
3029573,0,45,2,14,"$36,630",No,"$179,158",Yes,z_F,z_High School,Clerical,34,Private,"$24,280",10,Minivan,no,$0,0,No,0,$0,11,0
549069454,0,52,0,16,"$72,500",No,"$273,022",Yes,z_F,z_High School,z_Blue Collar,5,Private,"$7,270",6,z_SUV,no,"$6,217",1,No,7,$0,1,0
725128543,0,50,0,13,"$15,545",No,"$139,781",Yes,M,PhD,,15,Commercial,"$8,050",6,Pickup,yes,"$6,952",2,No,4,$0,15,0
877671335,2,42,2,9,"$65,079",Yes,"$227,860",z_No,z_F,Bachelors,Professional,69,Private,"$18,600",3,Minivan,no,$0,0,No,2,$0,5,0
920638735,0,44,0,9,"$34,408",No,"$169,326",Yes,z_F,z_High School,z_Blue Collar,34,Commercial,"$13,460",1,Minivan,no,"$7,250",3,No,3,"$3,262",5,1
589776136,0,48,0,11,"$61,434",No,"$197,678",Yes,z_F,z_High School,z_Blue Collar,35,Commercial,"$19,950",1,z_SUV,no,"$5,466",3,No,4,$0,1,0
249037674,0,45,0,14,"$108,309",No,$0,z_No,M,z_High School,z_Blue Collar,29,Commercial,"$17,450",12,Van,yes,$0,0,No,1,"$5,822",8,1
212373089,0,41,0,13,"$87,333",No,"$293,661",Yes,z_F,z_High School,z_Blue Collar,35,Commercial,"$18,240",1,z_SUV,no,"$6,863",1,No,1,"$4,506",1,1
171275064,0,46,0,6,"$111,916",No,"$327,623",Yes,z_F,z_High School,Manager,35,Private,"$14,060",13,z_SUV,no,$0,0,No,2,$0,,0
747049542,0,36,2,10,"$37,452",No,"$187,054",Yes,z_F,z_High School,Clerical,30,Private,"$7,840",10,z_SUV,no,"$35,720",3,Yes,0,$0,7,0
531706245,0,44,2,14,"$23,683",No,"$118,863",Yes,z_F,z_High School,Clerical,88,Private,"$8,270",4,z_SUV,no,$0,0,Yes,1,$0,1,0
111405767,0,61,0,14,"$62,378",No,"$181,874",Yes,z_F,Masters,Lawyer,70,Private,"$15,570",1,z_SUV,no,"$3,636",3,No,8,"$3,242",1,1
676912383,0,30,3,12,"$26,315",Yes,$0,z_No,M,z_High School,Clerical,56,Commercial,"$7,130",1,Pickup,yes,$0,0,No,3,"$3,246",1,1
914892550,0,48,0,12,"$57,529",No,"$202,840",Yes,z_F,Bachelors,z_Blue Collar,82,Commercial,"$14,120",3,z_SUV,no,$0,0,No,2,$0,11,0
65561698,0,41,2,13,"$11,124",No,"$91,506",Yes,z_F,z_High School,Home Maker,22,Private,"$17,570",4,Sports Car,no,"$1,951",2,No,0,$0,1,0
316206287,2,42,2,11,"$130,454",No,"$321,982",Yes,z_F,Masters,Manager,27,Private,"$28,370",7,Pickup,no,$0,0,No,0,$0,15,0
807685357,0,43,0,11,"$203,511",No,"$501,150",Yes,M,z_High School,Manager,5,Commercial,"$36,000",7,Panel Truck,no,$0,0,No,1,$0,1,0
895433187,0,50,0,12,"$109,639",No,"$317,460",Yes,z_F,Masters,Lawyer,44,Private,"$17,460",4,Sports Car,no,"$5,516",3,No,6,$0,20,0
195051458,0,34,2,11,"$13,343",Yes,"$155,171",z_No,z_F,z_High School,Home Maker,46,Private,"$1,500",1,Sports Car,no,$0,0,No,0,$0,9,0
685900195,0,40,0,8,"$74,053",No,$0,z_No,M,Bachelors,z_Blue Collar,44,Commercial,"$7,200",6,Pickup,yes,"$2,740",3,No,0,$0,14,0
411375726,0,44,1,,"$67,278",No,"$220,556",Yes,z_F,Masters,Lawyer,49,Private,"$5,330",6,z_SUV,no,$0,0,No,2,$0,16,0
490879221,0,32,3,17,"$27,585",No,"$79,871",Yes,z_F,z_High School,Clerical,33,Private,"$16,700",17,z_SUV,no,$0,0,No,0,$0,8,0
476931149,0,50,0,9,"$72,665",No,,z_No,M,Masters,,25,Commercial,"$36,440",1,Panel Truck,no,"$7,292",1,No,10,"$3,565",14,1
189803842,1,39,1,9,"$82,791",Yes,$0,z_No,z_F,Bachelors,z_Blue Collar,5,Commercial,"$20,800",1,Minivan,no,"$27,444",1,Yes,7,"$3,651",9,1
621932597,0,66,0,10,"$49,077",No,"$191,144",z_No,z_F,Masters,Lawyer,24,Private,"$18,140",1,Sports Car,no,$0,0,No,3,$0,15,0
576250522,1,44,2,8,"$42,408",Yes,,z_No,M,Bachelors,Professional,43,Private,"$10,700",3,Minivan,yes,$0,0,Yes,3,"$1,496",9,1
418019534,0,51,0,16,"$29,138",No,$0,z_No,z_F,Masters,Lawyer,16,Private,"$6,390",1,z_SUV,no,$0,0,No,0,$0,17,0
235798867,0,31,1,10,"$115,308",No,"$313,484",Yes,M,Bachelors,Professional,39,Commercial,"$26,980",1,Panel Truck,no,"$7,506",2,No,3,"$6,145",3,1
265792515,0,41,0,9,"$173,557",No,"$450,715",z_No,M,Masters,,34,Commercial,"$26,570",1,Panel Truck,yes,$0,0,No,0,"$6,571",15,1
879600393,0,44,2,14,"$69,639",No,"$209,133",Yes,M,z_High School,z_Blue Collar,14,Commercial,"$5,910",10,Pickup,yes,$0,0,No,1,$0,1,0
791411047,0,22,3,11,"$12,825",Yes,"$105,132",z_No,M,<High School,z_Blue Collar,28,Commercial,"$9,610",6,Pickup,yes,"$2,468",1,No,8,"$3,667",1,1
845499665,0,57,0,8,"$43,288",No,"$207,205",Yes,z_F,Bachelors,Professional,71,Private,"$11,530",1,Sports Car,no,"$2,333",4,No,7,"$12,072",9,1
825268721,1,58,2,15,"$50,762",Yes,$0,z_No,M,Masters,,19,Commercial,"$31,540",13,Panel Truck,no,$0,0,No,2,"$4,909",1,1
572077171,0,51,0,,$0,No,$0,Yes,z_F,<High School,Student,38,Private,"$13,070",10,z_SUV,no,"$7,999",2,No,0,"$6,581",4,1
581216860,0,53,0,14,"$28,535",No,"$145,198",Yes,M,<High School,z_Blue Collar,90,Commercial,"$9,650",9,Pickup,no,$0,0,No,0,$0,5,0
974780561,0,49,0,,"$56,116",No,"$184,489",z_No,M,z_High School,Clerical,46,Private,"$9,840",4,Minivan,yes,$0,0,No,1,$0,9,0
131421512,0,41,0,0,$0,No,"$95,757",Yes,z_F,Masters,Lawyer,56,Private,"$10,550",18,Minivan,no,"$12,609",2,No,0,$0,10,0
283577004,0,49,0,11,"$65,659",No,$0,z_No,M,Bachelors,z_Blue Collar,24,Commercial,"$23,780",1,Panel Truck,yes,"$7,367",1,No,5,"$3,930",13,1
275063923,0,49,0,10,"$45,366",No,"$237,044",Yes,M,z_High School,Clerical,32,Commercial,"$35,510",1,Panel Truck,no,$0,0,No,0,$0,10,0
528698470,1,47,0,12,"$32,992",No,"$143,769",Yes,M,z_High School,Clerical,28,Private,"$9,860",1,z_SUV,no,$0,0,No,0,$0,7,0
621871330,0,32,1,11,"$42,139",No,"$143,454",Yes,M,z_High School,z_Blue Collar,50,Commercial,"$22,000",10,Van,yes,"$5,396",2,No,2,"$6,597",7,1
76212778,1,40,2,12,"$43,489",Yes,$0,z_No,z_F,z_High School,Clerical,44,Private,"$5,850",1,Sports Car,no,$0,0,No,4,"$2,598",8,1
574107788,0,45,0,10,"$57,627",No,$0,z_No,z_F,z_High School,z_Blue Collar,24,Commercial,"$6,000",3,z_SUV,no,$0,0,No,6,"$7,407",1,1
877615287,0,56,0,13,"$59,152",No,"$236,150",z_No,M,PhD,Doctor,49,Private,"$16,150",1,Minivan,no,$0,0,No,0,$0,1,0
798981234,0,48,0,11,"$78,940",No,"$279,868",Yes,z_F,PhD,Home Maker,44,Private,"$19,510",3,z_SUV,no,"$33,315",3,No,0,$0,19,0
243123645,0,40,1,9,"$42,745",No,"$168,433",Yes,M,<High School,z_Blue Collar,25,Private,"$19,670",16,Van,yes,"$34,492",3,Yes,3,$0,6,0
782144396,1,36,2,10,"$32,666",No,"$149,170",Yes,M,z_High School,Clerical,48,Private,"$8,370",10,Minivan,yes,$0,0,No,1,$0,1,0
180789377,0,54,0,5,"$57,706",No,"$214,111",Yes,z_F,Masters,Manager,42,Private,"$13,240",1,z_SUV,no,$0,0,Yes,0,$0,15,0
135363189,0,34,1,10,"$83,792",No,"$261,803",Yes,z_F,PhD,Doctor,21,Private,"$13,280",10,z_SUV,no,$0,0,No,2,$0,14,0
28456294,2,41,2,15,"$173,572",No,"$447,608",Yes,z_F,Masters,Lawyer,34,Private,"$24,180",1,z_SUV,no,"$10,877",1,No,5,"$2,723",25,1
832576480,0,56,0,15,"$72,381",No,"$220,541",Yes,M,z_High School,Manager,24,Commercial,"$28,780",10,Panel Truck,yes,"$6,857",4,No,0,$0,1,0
980038566,1,44,3,15,"$31,728",Yes,$0,z_No,z_F,z_High School,Clerical,28,Private,"$9,070",6,z_SUV,no,"$5,897",3,No,5,"$3,136",1,1
32992474,0,30,0,13,"$67,793",No,"$221,399",Yes,z_F,Bachelors,z_Blue Collar,35,Commercial,"$10,730",6,z_SUV,no,$0,0,Yes,2,"$4,517",14,1
207425211,0,32,1,6,"$100,057",Yes,"$215,744",z_No,M,z_High School,z_Blue Collar,45,Commercial,"$11,250",6,Pickup,no,$0,0,No,2,$0,1,0
83467828,0,46,0,9,"$116,602",No,"$295,080",z_No,M,PhD,Doctor,42,Private,"$6,100",7,Pickup,yes,$0,0,No,0,$0,13,0
34434267,0,63,0,13,"$18,213",No,"$158,150",z_No,z_F,z_High School,Clerical,49,Private,"$18,540",1,Sports Car,no,"$5,139",2,No,0,$0,1,0
265513155,0,67,0,13,"$104,421",No,"$268,256",Yes,M,Masters,Lawyer,38,Private,"$18,640",1,Minivan,yes,$0,0,No,0,$0,12,0
194836773,0,43,0,8,"$25,713",No,$0,Yes,z_F,<High School,Student,31,Private,"$12,470",1,Sports Car,no,$0,0,No,0,$0,1,0
48342958,0,33,0,10,"$101,191",No,,z_No,z_F,Bachelors,z_Blue Collar,33,Commercial,"$11,620",4,z_SUV,no,$0,0,No,1,"$3,807",4,1
648825858,0,44,0,0,$0,No,$0,z_No,M,Bachelors,Student,17,Commercial,"$9,620",1,Pickup,yes,$0,0,Yes,2,$0,7,0
257833353,1,36,1,5,"$103,076",No,"$269,435",Yes,z_F,Bachelors,Professional,11,Private,"$21,980",1,Minivan,no,"$4,035",2,No,4,$0,10,0
831574245,0,46,0,11,"$27,703",No,"$178,482",z_No,z_F,Bachelors,Clerical,12,Commercial,"$20,660",1,Pickup,no,$0,0,No,4,$0,11,0
29775028,0,48,0,14,"$54,691",No,"$179,827",Yes,M,Masters,Lawyer,21,Private,"$14,520",4,Minivan,yes,$0,0,No,0,$0,13,0
673874527,1,38,1,12,"$90,596",Yes,$0,z_No,M,Bachelors,Manager,19,Private,"$10,560",1,Pickup,no,$0,0,No,0,"$4,018",,1
771801025,0,54,0,10,"$193,786",No,"$478,456",z_No,M,PhD,Manager,47,Commercial,"$46,610",14,Panel Truck,yes,$0,0,No,1,$0,15,0
685416864,0,55,0,13,"$70,093",No,"$210,623",Yes,z_F,Bachelors,z_Blue Collar,60,Private,"$8,510",1,z_SUV,no,$0,0,No,1,$0,3,0
207767897,0,32,2,10,"$40,536",No,"$96,634",Yes,M,PhD,,42,Private,"$8,750",17,Minivan,yes,"$5,267",1,No,6,$0,11,0
713884148,0,42,1,14,"$84,250",No,"$270,583",Yes,z_F,Bachelors,z_Blue Collar,30,Commercial,"$14,130",10,z_SUV,no,"$6,240",1,No,1,$0,1,0
