age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
34,7,2,1,0,2,1,0,0,15,8,153,2,-1,0,3
39,7,2,1,0,7066,1,0,0,15,8,667,3,357,3,1
42,7,1,1,0,146,1,1,0,15,8,670,4,346,1,0
60,5,0,1,0,496,1,0,0,15,8,655,2,-1,0,3
56,7,2,1,0,-40,1,0,0,15,8,311,1,368,2,0
30,7,2,1,0,140,1,0,0,15,8,760,1,-1,0,3
26,7,1,1,0,77,1,0,0,15,8,619,1,340,4,0
35,1,1,0,0,22,1,0,0,15,8,1190,2,302,2,1
22,1,2,1,0,-51,1,0,0,15,8,859,1,-1,0,3
26,1,2,1,0,26,1,1,0,15,8,899,1,-1,0,3
28,0,2,1,0,154,1,0,0,15,8,536,1,364,1,1
35,0,0,1,0,534,0,0,0,15,8,669,1,312,3,0
35,3,1,2,0,1265,1,0,0,15,8,326,5,179,4,0
55,9,1,2,0,-466,1,0,0,15,8,901,1,-1,0,3
32,7,1,1,0,38,1,0,0,15,8,744,1,-1,0,3
28,4,2,1,0,703,1,0,0,15,8,485,1,88,1,1
31,0,1,1,0,685,1,0,0,15,8,552,1,329,3,0
23,1,2,1,0,780,1,0,0,15,8,416,1,-1,0,3
26,9,2,2,0,-67,1,0,0,15,8,637,1,-1,0,3
46,1,1,0,0,1085,1,1,0,15,8,523,2,353,58,1
34,1,1,1,0,29,1,0,0,15,8,285,5,-1,0,3
60,4,2,2,0,560,0,0,0,15,8,730,5,-1,0,3
28,8,2,2,0,22,1,0,0,15,8,536,2,-1,0,3
29,7,1,1,0,6567,1,0,0,15,8,792,2,298,1,0
39,2,1,1,0,2139,1,0,0,15,8,576,4,371,1,0
54,10,1,1,0,582,1,0,0,15,8,693,5,372,2,0
34,9,2,1,0,194,1,1,0,15,8,1015,1,-1,0,3
27,7,2,1,0,353,1,0,0,15,8,663,1,-1,0,3
28,7,2,1,0,341,1,0,0,15,8,437,3,347,3,1
39,2,1,2,1,-172,1,0,0,15,8,562,2,-1,0,3
60,5,0,1,0,-639,1,0,0,15,8,585,1,-1,0,3
26,8,2,1,0,864,1,0,0,15,8,659,1,-1,0,3
32,4,1,1,0,134,1,1,0,15,8,532,3,-1,0,3
40,0,2,1,0,50,0,0,0,15,8,837,1,-1,0,3
25,0,2,1,0,507,1,0,0,15,8,832,1,367,3,0
48,1,1,1,0,480,1,0,0,15,8,830,1,352,2,0
37,2,2,1,0,-22,1,0,0,15,8,317,1,-1,0,3
39,0,0,1,0,878,1,0,0,15,8,611,5,-1,0,3
40,0,1,1,0,2574,1,0,0,15,8,432,1,176,1,0
31,4,2,2,0,2734,1,0,0,15,8,858,3,-1,0,3
42,0,0,1,0,241,1,0,0,15,8,1012,3,-1,0,3
51,1,1,0,0,129,1,0,0,15,8,611,2,-1,0,3
28,4,2,2,0,41,1,0,0,15,8,885,3,352,2,1
32,4,1,2,0,3387,1,0,0,15,8,1111,5,-1,0,3
36,0,2,1,0,148,1,0,0,15,8,1357,4,374,2,0
36,1,1,1,0,249,1,0,0,15,8,709,5,-1,0,3
38,6,2,2,0,5774,1,0,0,15,8,406,4,359,5,1
36,7,2,1,0,0,1,0,0,15,8,1002,4,-1,0,3
40,1,1,0,0,1841,1,0,0,15,8,880,4,-1,0,3
37,1,1,0,0,2120,1,0,0,15,8,655,3,175,4,0
51,4,2,2,0,297,1,0,0,15,8,415,4,375,1,0
34,7,0,1,0,89,1,0,0,15,8,1871,4,-1,0,3
56,1,1,0,0,827,1,0,1,15,8,462,4,-1,0,3
35,1,1,1,0,205,1,1,0,15,8,1313,7,312,1,0
34,9,1,2,0,3743,1,0,0,18,8,722,4,-1,0,3
39,7,1,1,0,117,1,0,0,18,8,1032,2,-1,0,3
29,1,1,1,0,-493,1,0,0,18,8,536,2,334,4,0
33,4,2,2,0,62,1,0,0,18,8,473,3,-1,0,3
40,0,2,1,0,2040,1,0,0,18,8,906,2,350,2,0
22,7,2,1,0,344,1,0,0,18,8,347,1,-1,0,3
32,9,2,1,0,230,1,0,0,18,8,442,1,266,8,0
33,0,2,1,0,1277,1,0,0,18,8,827,1,-1,0,3
29,1,1,1,0,104,1,0,0,18,8,903,4,-1,0,3
29,9,2,1,0,706,1,0,0,18,8,1340,1,-1,0,3
24,1,2,1,0,174,1,1,0,18,8,487,1,-1,0,3
31,1,2,1,0,239,1,0,0,18,8,666,1,360,1,2
27,1,2,1,0,513,1,1,0,18,8,351,1,-1,0,3
32,4,2,2,0,7290,1,0,0,18,8,357,1,-1,0,3
30,1,2,1,0,5909,1,0,0,18,8,420,2,-1,0,3
27,7,2,1,0,-195,1,0,0,18,8,391,1,-1,0,3
55,1,1,1,0,3917,1,0,0,18,8,565,1,-1,0,3
28,0,2,1,0,352,1,1,0,18,8,431,1,-1,0,3
29,9,2,2,0,615,1,0,0,18,8,373,1,-1,0,3
55,5,0,2,0,0,0,0,0,18,8,616,1,370,1,2
25,1,2,1,0,217,1,0,0,18,8,504,1,-1,0,3
36,3,2,1,0,1015,1,0,0,18,8,1008,1,347,2,2
27,1,1,3,0,409,1,0,0,18,8,525,1,-1,0,3
25,7,2,1,0,1119,1,0,0,18,8,1063,1,-1,0,3
32,1,2,0,0,12198,1,0,0,18,8,178,1,-1,0,3
33,0,2,2,0,235,1,0,0,18,8,525,1,-1,0,3
38,2,1,2,0,170,1,0,0,18,8,442,1,-1,0,3
45,9,0,1,0,-357,1,1,0,18,8,618,1,355,2,0
30,1,2,1,0,2145,1,0,0,18,8,727,2,-1,0,3
32,1,1,0,0,-454,1,1,0,18,8,801,5,355,2,0
26,1,2,0,0,-887,1,0,0,18,8,827,2,-1,0,3
25,1,2,0,0,292,1,1,0,18,8,1027,2,-1,0,3
33,1,1,1,0,139,1,1,0,18,8,732,2,291,5,0
32,9,2,2,0,2684,1,0,0,18,8,542,2,-1,0,3
34,1,1,0,0,-1,1,0,0,18,8,1057,6,355,1,1
29,4,1,2,0,1387,1,0,0,18,8,256,2,-1,0,3
28,6,1,1,0,-522,1,1,0,18,8,638,2,-1,0,3
38,9,2,1,0,-242,1,0,0,18,8,1173,3,278,6,2
35,7,2,1,0,719,1,0,0,18,8,1359,3,368,3,0
28,0,2,1,0,0,1,1,0,18,8,390,5,-1,0,3
29,10,2,2,0,497,1,0,0,18,8,642,3,298,6,2
20,1,2,1,0,76,1,0,0,18,8,639,2,-1,0,3
45,0,0,1,0,397,1,1,0,22,8,582,1,95,2,2
37,4,1,2,0,3723,0,0,0,22,8,354,1,-1,0,3
32,9,2,2,0,1625,0,0,0,22,8,796,1,109,1,0
59,0,1,1,0,106,0,0,0,22,8,186,1,-1,0,3
37,7,1,1,0,1543,1,0,0,22,8,298,1,10,6,0
59,4,1,2,0,2239,0,0,0,22,8,431,1,-1,0,3
27,9,0,1,0,1977,1,0,0,22,8,449,1,-1,0,3
39,4,2,2,0,0,1,0,0,22,8,271,1,93,3,2
43,7,1,1,0,2145,0,0,0,22,8,271,1,183,3,0
39,9,1,1,0,116,0,0,0,22,8,554,2,-1,0,3
26,8,2,1,0,620,0,0,0,22,8,223,1,94,1,2
39,4,2,2,0,307,0,0,0,22,8,182,2,-1,0,3
43,4,0,3,0,7702,0,0,0,22,8,460,1,95,2,2
27,8,2,2,0,3733,1,0,0,22,8,198,1,98,6,2
32,7,2,1,0,3993,0,0,0,22,8,148,2,-1,0,3
29,4,2,2,0,428,0,0,0,22,8,293,2,-1,0,3
42,4,1,0,0,5310,1,0,0,22,8,545,2,186,1,2
53,1,1,3,0,2509,0,0,1,22,8,231,2,-1,0,3
36,4,1,2,0,255,0,0,0,22,8,970,2,92,2,1
27,4,2,2,0,616,1,0,0,22,8,685,1,101,1,1
43,0,2,1,0,733,1,0,0,25,8,282,1,187,3,2
60,5,0,2,0,439,0,1,0,25,8,464,1,321,1,0
29,9,2,1,0,590,0,0,0,25,8,124,1,-1,0,3
26,1,2,2,0,567,0,0,0,25,8,421,1,-1,0,3
26,8,2,3,0,689,0,0,0,25,8,678,2,-1,0,3
28,9,2,2,0,386,0,0,0,25,8,867,1,-1,0,3
28,9,2,2,0,0,1,0,0,25,8,269,1,40,2,0
28,4,2,2,0,957,0,0,0,25,8,915,2,-1,0,3
40,9,1,1,0,312,0,0,0,25,8,612,7,-1,0,3
24,1,2,1,0,167,0,1,0,25,8,288,1,96,2,2
56,5,0,2,0,13094,0,0,0,25,8,1064,1,-1,0,3
34,4,2,2,0,5086,0,0,0,25,8,213,4,-1,0,3
28,0,2,1,0,707,1,0,0,25,8,226,1,-1,0,3
37,7,1,1,0,466,1,1,0,25,8,377,1,-1,0,3
32,7,2,1,0,152,1,0,0,25,8,158,2,-1,0,3
43,9,0,1,0,1612,0,0,0,25,8,262,2,353,1,1
36,9,1,2,0,911,1,1,0,25,8,117,2,21,3,0
35,9,2,1,0,27,1,0,0,25,8,214,1,305,1,1
29,9,2,1,0,6,0,0,0,25,8,315,1,-1,0,3
27,8,2,1,0,253,0,0,0,25,8,242,2,-1,0,3
32,9,2,2,0,705,1,0,0,25,8,414,2,35,4,0
33,9,2,2,0,109,1,1,0,25,8,601,2,10,7,0
24,8,2,1,0,23878,0,0,0,26,8,133,1,97,1,2
58,9,1,1,0,3399,0,0,0,26,8,1078,1,97,7,1
43,4,1,2,0,79,0,0,0,26,8,640,1,-1,0,3
26,4,1,2,0,243,0,0,0,26,8,482,1,-1,0,3
31,9,2,1,0,138,0,0,0,26,8,91,1,285,2,1
25,4,2,2,0,1317,0,0,0,26,8,176,1,-1,0,3
58,5,1,1,0,2714,0,0,0,26,8,165,1,287,2,0
48,4,0,2,0,17964,1,0,0,26,8,208,2,96,3,1
60,5,1,2,0,846,0,0,1,26,8,1346,1,-1,0,3
25,8,2,2,0,326,0,0,0,26,8,390,1,-1,0,3
26,8,2,1,0,100,0,0,0,26,8,445,1,-1,0,3
25,8,2,1,0,304,0,0,0,26,8,226,2,-1,0,3
26,8,2,2,0,39,0,0,0,26,8,396,3,-1,0,3
32,4,2,2,0,312,0,0,0,26,8,208,2,98,2,2
25,0,1,2,0,906,0,0,0,26,8,253,1,-1,0,3
21,0,2,1,0,524,0,0,0,26,8,185,1,-1,0,3
41,6,2,2,0,1081,0,0,0,27,8,229,3,-1,0,3
30,0,2,1,0,983,1,0,0,27,8,189,2,-1,0,3
47,0,0,1,0,2232,0,0,0,27,8,439,1,103,1,2
37,0,1,1,0,1967,0,0,0,27,8,242,1,212,1,2
34,0,1,1,0,1406,1,0,0,27,8,145,1,-1,0,3
28,0,2,1,0,157,0,0,0,27,8,155,3,-1,0,3
24,0,2,2,0,0,1,0,0,27,8,122,2,-1,0,3
26,0,2,1,0,2509,0,0,0,27,8,776,3,97,3,2
35,9,1,1,0,1368,0,0,0,27,8,329,1,41,2,1
54,5,0,2,0,3076,0,0,0,27,8,367,2,-1,0,3
44,4,1,2,0,7818,0,0,0,27,8,412,1,-1,0,3
56,0,2,1,0,4118,0,0,1,27,8,165,1,-1,0,3
25,0,2,2,0,760,1,0,0,27,8,223,3,89,2,0
25,8,2,3,0,277,0,0,0,27,8,311,2,-1,0,3
50,4,1,2,0,253,0,0,0,28,8,513,9,-1,0,3
55,0,1,1,0,602,0,0,0,1,6,324,3,90,2,2
57,4,1,2,0,473,0,0,0,1,6,295,1,-1,0,3
48,4,1,2,0,1167,1,1,0,1,6,264,1,-1,0,3
25,10,2,2,0,343,0,0,0,1,6,377,1,-1,0,3
49,4,1,2,0,1808,1,0,0,1,6,205,1,95,1,2
25,9,2,1,0,1199,0,0,0,1,6,287,1,-1,0,3
38,3,0,1,0,70,0,0,0,1,6,263,1,-1,0,3
45,1,1,1,0,1723,0,0,0,1,6,166,2,-1,0,3
33,4,1,2,0,1323,0,0,0,1,6,327,1,-1,0,3
45,0,1,2,0,2552,0,0,0,1,6,69,1,293,7,0
26,4,2,1,0,2613,0,0,0,1,6,326,1,-1,0,3
49,0,1,1,0,0,0,0,0,1,6,1460,1,-1,0,3
25,9,2,1,0,938,0,0,0,1,6,1048,1,-1,0,3
53,9,1,1,0,284,0,0,0,1,6,781,1,-1,0,3
43,4,1,2,0,1059,0,1,0,1,6,335,2,-1,0,3
49,9,1,1,0,1684,0,1,0,1,6,412,2,-1,0,3
54,4,1,2,0,534,0,0,0,1,6,177,2,-1,0,3
47,9,1,1,0,293,0,0,0,1,6,251,1,90,1,2
34,1,1,1,0,262,0,0,0,1,6,339,1,-1,0,3
54,7,0,1,0,0,0,0,0,1,6,174,1,81,2,2
43,4,0,2,0,2367,0,0,0,1,6,114,1,38,2,1
23,7,2,1,0,31,0,0,0,1,6,192,1,-1,0,3
48,4,1,2,0,3842,0,0,0,1,6,215,2,-1,0,3
30,6,2,2,0,3343,0,0,0,1,6,235,1,-1,0,3
38,10,2,1,0,804,0,0,0,1,6,1087,1,-1,0,3
34,8,2,3,0,1011,0,0,0,1,6,253,1,-1,0,3
52,0,2,1,0,-528,1,1,0,1,6,1144,2,-1,0,3
27,4,2,2,0,1840,0,0,0,1,6,220,1,28,8,1
40,1,1,1,0,1451,0,0,0,1,6,314,1,-1,0,3
47,4,1,2,0,2351,0,0,0,2,6,163,2,84,1,2
26,4,2,2,0,1623,0,0,0,2,6,479,1,-1,0,3
37,0,1,1,0,597,0,0,0,2,6,395,1,-1,0,3
34,4,1,2,0,611,0,0,0,2,6,350,1,-1,0,3
26,0,2,2,0,313,0,1,0,2,6,199,1,96,2,2
44,4,1,2,0,1954,0,0,0,2,6,294,1,-1,0,3
29,4,2,2,0,307,1,0,0,2,6,690,1,-1,0,3
40,10,2,2,0,7968,0,0,0,2,6,596,1,-1,0,3
43,1,1,1,0,2160,0,0,0,2,6,169,1,-1,0,3
52,9,0,1,0,1005,1,0,0,2,6,195,1,-1,0,3
38,0,1,2,0,1988,0,0,0,2,6,103,1,67,4,2
33,7,0,1,0,1117,0,0,0,2,6,417,1,-1,0,3
50,9,1,1,0,3370,0,0,0,2,6,160,2,-1,0,3
53,0,1,1,0,109,0,0,1,2,6,270,1,-1,0,3
42,7,1,1,0,1376,1,0,0,2,6,271,2,92,4,2
49,9,1,2,0,523,1,0,0,2,6,712,1,60,3,0
27,9,2,2,0,15161,0,0,0,2,6,74,1,120,1,2
32,0,1,2,0,653,0,0,0,2,6,84,1,-1,0,3
31,8,2,2,0,64,0,0,0,2,6,261,2,-1,0,3
29,9,2,1,0,1165,0,0,0,2,6,245,1,-1,0,3
49,7,1,1,0,7019,1,0,0,2,6,263,1,368,3,0
46,1,1,1,0,1568,1,0,0,2,6,310,1,55,6,1
57,1,1,0,0,3109,0,0,0,2,6,482,2,-1,0,3
28,9,2,2,0,4987,0,0,0,2,6,924,2,113,21,2
37,2,1,2,0,189,0,0,0,2,6,253,2,-1,0,3
38,1,1,1,0,2467,0,0,0,2,6,192,1,-1,0,3
49,4,1,2,0,5887,0,0,0,2,6,181,3,293,2,0
35,9,1,2,0,1354,0,0,0,2,6,250,2,-1,0,3
29,9,1,1,0,23,1,0,0,2,6,163,1,55,2,0
52,9,1,1,0,0,0,0,0,2,6,541,3,-1,0,3
34,10,1,1,0,978,0,0,0,3,6,262,2,71,1,2
60,9,1,1,0,294,0,0,1,3,6,206,4,-1,0,3
32,6,1,1,0,409,0,0,0,3,6,115,2,86,2,2
27,0,2,1,0,261,1,1,0,3,6,592,4,-1,0,3
55,2,1,1,0,27624,0,0,1,3,6,437,1,-1,0,3
29,4,2,2,0,3846,0,0,0,3,6,313,2,-1,0,3
42,1,1,1,0,2913,0,0,0,3,6,705,1,195,1,0
33,4,0,2,0,2240,0,0,0,3,6,198,1,-1,0,3
29,1,1,0,0,5,0,0,0,3,6,321,1,-1,0,3
39,0,1,1,0,150,0,0,0,3,6,296,4,-1,0,3
31,9,2,2,0,882,0,0,0,3,6,411,1,-1,0,3
60,4,0,2,0,366,0,0,0,3,6,593,1,-1,0,3
25,8,2,2,0,1189,0,0,0,3,6,165,1,-1,0,3
45,0,1,1,0,204,1,0,0,3,6,224,2,-1,0,3
29,4,2,2,0,637,1,0,0,3,6,340,1,119,1,0
55,4,0,2,0,2383,0,0,0,3,6,591,2,-1,0,3
26,9,2,1,0,1231,1,0,0,3,6,385,2,96,5,2
30,4,2,2,0,3340,0,0,0,3,6,238,3,-1,0,3
54,0,0,1,0,200,0,0,0,3,6,170,1,-1,0,3
39,1,2,2,0,48,0,0,0,3,6,539,1,-1,0,3
26,4,2,2,0,2786,0,0,0,3,6,300,2,72,1,2
57,5,1,1,0,5313,0,0,0,3,6,200,1,-1,0,3
39,10,1,2,0,201,0,0,0,3,6,699,1,119,1,0
25,1,2,1,0,389,0,0,0,3,6,837,1,-1,0,3
43,1,1,0,0,3917,0,0,0,3,6,725,2,93,1,2
32,1,1,1,0,889,1,0,0,3,6,1076,2,85,3,1
43,4,0,2,0,481,1,0,0,3,6,187,1,20,1,1
50,4,0,2,0,810,0,0,0,4,6,510,3,-1,0,3
35,7,1,1,0,52,1,0,0,4,6,328,2,94,4,2
37,4,1,2,0,108,1,1,0,4,6,262,2,-1,0,3
42,0,2,1,0,684,0,0,0,4,6,207,1,-1,0,3
27,4,1,1,0,2071,0,0,0,4,6,449,1,-1,0,3
27,7,2,1,0,339,0,0,0,4,6,182,1,-1,0,3
29,4,2,2,0,572,0,0,0,4,6,224,1,-1,0,3
29,8,2,1,0,1779,0,0,0,4,6,400,1,-1,0,3
26,8,2,1,0,132,0,0,0,4,6,217,1,-1,0,3
39,0,2,2,0,22086,0,0,0,4,6,160,1,-1,0,3
41,7,1,1,0,0,1,1,0,4,6,352,2,122,2,0
29,4,1,2,0,205,0,0,0,4,6,787,1,-1,0,3
33,9,2,2,0,317,1,0,0,4,6,323,1,80,14,1
32,4,1,2,0,4945,0,0,0,4,6,160,1,119,2,1
30,4,1,2,0,419,1,0,0,4,6,194,1,-1,0,3
38,9,2,1,0,1130,0,0,0,4,6,96,2,98,1,2
55,0,1,1,0,1662,0,0,0,4,6,94,2,-1,0,3
25,0,2,1,0,1871,0,0,0,4,6,136,1,-1,0,3
38,2,0,1,0,1190,1,0,0,4,6,81,2,391,3,0
35,1,1,1,0,563,0,1,0,4,6,147,1,119,3,0
31,10,1,1,0,6,0,0,0,4,6,121,4,-1,0,3
25,7,2,1,0,594,0,0,0,4,6,89,2,-1,0,3
31,4,2,2,0,617,0,0,0,4,6,1161,1,97,2,2
27,8,2,1,0,538,0,0,0,4,6,124,2,-1,0,3
34,0,2,1,0,303,0,0,0,4,6,282,3,126,3,0
40,0,2,1,0,985,1,0,0,4,6,592,3,50,8,0
27,0,1,1,0,897,0,0,0,5,6,397,1,-1,0,3
28,4,2,1,0,171,0,0,0,5,6,324,1,87,1,2
28,4,2,1,0,1633,0,0,0,5,6,275,1,-1,0,3
35,0,0,1,0,1085,0,0,0,5,6,199,1,86,7,2
58,5,1,0,0,1980,0,0,0,5,6,255,1,-1,0,3
44,9,1,2,0,1933,0,0,0,5,6,462,1,-1,0,3
57,5,1,1,0,1841,0,0,1,5,6,302,1,-1,0,3
25,6,2,2,0,42,1,0,0,5,6,149,1,94,1,2
21,8,2,1,0,794,0,0,0,5,6,191,1,-1,0,3
49,9,1,1,0,905,0,0,0,5,6,1543,1,-1,0,3
54,4,1,2,0,8295,0,0,0,5,6,207,1,-1,0,3
59,5,1,0,0,0,0,0,0,5,6,493,2,-1,0,3
28,4,2,2,0,874,1,0,0,5,6,509,1,-1,0,3
37,1,1,1,0,4321,0,0,0,5,6,657,1,-1,0,3
30,9,2,2,0,0,1,0,0,5,6,159,2,-1,0,3
35,3,2,0,0,745,0,0,1,5,6,522,3,-1,0,3
31,4,2,2,0,924,0,0,0,5,6,207,2,98,1,2
41,10,2,0,0,216,0,0,0,5,6,577,3,-1,0,3
30,10,2,2,0,1159,0,0,1,5,6,366,1,-1,0,3
28,6,2,2,0,3290,0,0,0,5,6,201,2,-1,0,3
31,10,2,1,0,582,1,0,0,5,6,548,2,-1,0,3
53,4,0,2,0,380,0,1,0,5,6,438,2,-1,0,3
22,1,2,1,0,682,0,0,0,5,6,126,2,91,1,2
36,7,1,0,0,92,1,0,0,5,6,244,7,-1,0,3
33,9,2,1,0,66,0,0,0,5,6,157,2,-1,0,3
31,9,2,2,0,252,0,0,0,8,6,107,3,-1,0,3
49,0,1,2,0,6574,0,0,0,8,6,138,3,-1,0,3
51,6,1,3,0,2094,0,0,0,8,6,458,6,-1,0,3
34,9,1,1,0,294,1,0,0,8,6,301,3,-1,0,3
35,1,1,0,0,1177,0,0,0,8,6,243,4,-1,0,3
32,0,2,2,0,8866,0,0,0,9,6,234,2,83,2,2
36,2,0,2,0,3407,0,0,0,9,6,993,4,85,4,2
31,4,2,2,0,5205,0,0,0,9,6,529,2,-1,0,3
25,9,2,2,0,3630,0,0,1,9,6,221,7,-1,0,3
25,7,2,2,0,12,0,0,0,12,6,126,6,-1,0,3
60,4,1,1,0,544,0,0,0,12,6,95,7,357,2,0
40,6,2,2,0,10346,0,0,0,15,6,491,2,207,1,1
50,4,1,2,0,1612,0,0,0,15,6,532,2,98,2,1
32,4,2,2,0,718,1,0,0,15,6,95,1,-1,0,3
60,0,1,1,0,3547,0,0,1,15,6,351,6,-1,0,3
32,7,1,1,0,914,0,0,0,15,6,372,1,-1,0,3
52,2,1,1,0,1306,0,0,0,15,6,288,1,-1,0,3
59,9,1,1,0,259,0,0,0,15,6,415,1,89,1,2
56,5,1,1,0,-1206,1,0,0,15,6,382,2,-1,0,3
47,4,2,2,0,372,0,0,0,15,6,257,1,-1,0,3
43,4,1,2,0,3518,0,0,0,15,6,181,2,-1,0,3
25,7,2,1,0,505,0,0,0,15,6,284,1,-1,0,3
31,8,2,1,0,1776,0,0,0,15,6,220,1,207,1,1
27,4,2,2,0,20585,0,0,0,15,6,188,1,-1,0,3
26,0,1,1,0,1595,0,0,0,15,6,155,1,105,1,0
37,0,2,2,0,1000,1,0,0,15,6,322,1,90,1,2
27,0,2,2,0,138,0,0,0,15,6,89,2,-1,0,3
49,4,1,2,0,561,0,0,0,15,6,173,1,-1,0,3
26,4,2,2,0,170,0,0,0,15,6,129,1,-1,0,3
28,4,2,2,0,502,0,0,0,16,6,136,2,-1,0,3
33,1,1,1,0,379,1,1,0,16,6,263,2,-1,0,3
31,9,1,3,0,14533,0,0,0,16,6,245,2,-1,0,3
32,7,1,1,0,689,1,1,0,16,6,162,3,-1,0,3
30,9,2,1,0,2567,0,0,0,18,6,813,4,-1,0,3
34,4,1,2,0,443,0,0,0,18,6,235,3,-1,0,3
58,5,1,0,0,2074,0,0,0,18,6,259,2,-1,0,3
34,4,1,2,0,2374,1,1,0,18,6,270,2,314,2,0
26,7,2,1,0,1347,0,0,1,18,6,280,6,92,5,1
49,4,2,2,0,7443,0,0,1,19,6,293,5,211,2,0
57,4,1,2,0,10583,0,0,0,22,6,295,3,-1,0,3
83,5,1,0,0,425,0,0,1,22,6,883,1,140,1,0
61,4,1,2,0,997,0,0,0,22,6,269,1,104,1,2
64,5,1,1,0,5966,1,0,0,22,6,983,1,-1,0,3
37,0,1,1,0,2061,1,1,0,22,6,459,1,109,3,0
68,5,1,1,0,0,0,0,0,22,6,586,1,-1,0,3
71,5,1,2,0,2887,0,0,0,30,6,128,1,-1,0,3
54,4,1,2,0,1464,0,0,0,30,6,157,1,-1,0,3
37,4,1,2,0,1315,0,0,0,30,6,224,1,-1,0,3
22,8,2,3,0,466,0,0,0,30,6,377,1,-1,0,3
44,4,1,2,0,2383,0,0,0,1,5,571,2,-1,0,3
37,2,1,2,0,1649,0,1,0,1,5,140,3,-1,0,3
72,6,1,2,0,132,0,0,0,1,5,260,2,65,1,2
69,5,0,0,0,482,0,0,0,2,5,260,2,-1,0,3
41,1,1,1,0,203,0,0,0,2,5,342,2,-1,0,3
44,1,1,1,0,88,1,0,0,2,5,275,1,-1,0,3
32,7,2,1,0,2881,0,0,0,2,5,356,1,-1,0,3
79,5,1,1,0,668,0,0,1,2,5,363,1,-1,0,3
33,9,1,1,0,73,1,0,0,2,5,218,1,-1,0,3
45,4,1,2,0,1309,0,0,0,2,5,367,1,-1,0,3
40,4,1,2,0,2763,1,0,0,2,5,566,1,395,2,2
42,2,1,1,0,2959,1,0,1,2,5,711,1,342,1,0
30,9,2,1,0,930,0,0,0,2,5,396,1,-1,0,3
28,4,2,2,0,12956,1,0,0,2,5,940,1,399,3,2
58,3,0,1,0,0,0,0,0,2,5,478,2,-1,0,3
39,0,0,1,0,19,1,0,0,2,5,503,2,147,5,2
31,1,1,1,0,625,1,0,0,2,5,135,2,49,3,0
45,0,1,3,0,5511,0,0,0,2,5,272,1,-1,0,3
56,1,1,0,0,1137,0,0,1,2,5,176,1,-1,0,3
46,4,0,2,0,1329,0,0,0,3,5,247,2,-1,0,3
56,5,1,1,0,1044,0,0,1,3,5,353,2,-1,0,3
27,7,2,1,0,302,0,0,0,3,5,203,1,-1,0,3
30,10,1,2,0,330,0,0,0,3,5,264,1,80,1,2
26,6,2,2,0,2857,0,0,0,3,5,446,1,-1,0,3
35,10,2,0,0,68,0,0,0,3,5,175,1,-1,0,3
52,1,1,0,0,1524,0,0,0,3,5,1007,6,-1,0,3
54,0,1,1,0,1633,0,0,0,3,5,409,2,-1,0,3
41,2,1,0,0,0,0,0,0,3,5,438,2,389,1,1
24,4,2,2,0,507,0,0,0,3,5,257,1,-1,0,3
28,1,2,1,0,643,0,0,0,3,5,308,2,-1,0,3
62,4,1,2,0,2785,0,0,0,6,5,270,3,-1,0,3
52,9,1,1,0,137,0,0,0,6,5,227,2,-1,0,3
23,7,2,1,0,870,0,0,0,6,5,316,4,-1,0,3
82,5,1,0,0,8603,0,0,0,7,5,429,1,-1,0,3
63,5,1,1,0,18016,0,0,0,7,5,371,1,-1,0,3
32,0,1,1,0,51,1,1,0,7,5,297,1,-1,0,3
31,4,1,2,0,1032,0,0,0,7,5,284,1,-1,0,3
37,7,1,1,0,981,0,0,0,7,5,682,2,386,1,2
40,9,2,2,0,431,0,0,0,7,5,180,2,-1,0,3
66,5,1,1,0,203,0,0,0,7,5,376,1,-1,0,3
37,4,1,2,0,3737,0,0,0,7,5,224,1,-1,0,3
38,10,1,0,0,7005,1,0,0,7,5,370,1,412,1,0
27,8,2,1,0,111,0,0,0,7,5,495,2,-1,0,3
58,5,1,0,0,565,0,0,1,7,5,876,1,-1,0,3
49,3,1,0,0,889,0,0,1,7,5,388,1,-1,0,3
31,4,2,1,0,202,1,0,0,8,5,167,1,62,1,0
31,4,2,2,0,307,0,0,0,8,5,361,1,229,2,0
38,8,1,3,0,0,0,0,0,8,5,341,1,385,1,0
79,5,1,0,0,429,0,0,1,8,5,1006,2,-1,0,3
71,5,1,2,0,4388,0,0,0,8,5,896,2,-1,0,3
52,9,1,2,0,2557,0,0,0,8,5,340,1,156,1,1
55,4,1,3,0,3122,0,0,0,8,5,349,1,-1,0,3
46,1,1,1,0,922,1,0,1,8,5,576,1,-1,0,3
28,4,2,2,0,3796,0,0,0,8,5,315,2,-1,0,3
22,8,2,1,0,185,0,0,0,8,5,153,1,-1,0,3
49,4,2,2,0,151,1,0,0,8,5,97,3,-1,0,3
20,8,2,3,0,829,0,0,0,9,5,253,2,-1,0,3
19,8,2,0,0,103,0,0,0,10,5,104,2,-1,0,3
34,1,2,0,0,79,0,0,1,10,5,336,4,-1,0,3
73,4,1,2,0,1609,0,0,0,14,5,169,2,-1,0,3
27,4,2,2,0,2489,0,0,0,15,5,323,2,163,2,1
59,1,0,0,0,989,0,0,0,20,5,125,2,-1,0,3
25,8,2,2,0,58,0,0,0,24,5,139,5,-1,0,3
44,2,2,3,0,323,0,0,0,28,5,332,2,181,2,0
28,4,2,2,0,5474,0,0,0,28,5,486,5,-1,0,3
