age,balance,duration,campaign,pdays,housing_cat,poutcome_success,deposit_cat
28,5474,486,5,10000,0,0,1
25,219,576,1,96,0,1,1
28,1240,849,1,10000,0,0,1
52,1228,218,1,10000,1,0,1
57,1660,642,1,10000,0,0,1
49,914,185,1,10000,0,0,1
33,1699,600,1,10000,0,0,1
47,1167,505,1,96,1,1,1
68,19317,249,1,10000,1,0,1
40,1646,173,1,92,1,1,1
46,242,120,2,96,0,1,1
29,382,409,4,10000,0,0,1
55,2383,1019,2,63,0,1,1
30,2666,475,2,93,0,1,1
49,1718,211,1,10000,0,0,1
48,1147,389,1,64,0,1,1
21,216,414,1,10000,0,0,1
45,153,277,1,10000,0,0,1
43,1791,254,1,10000,0,0,1
47,86,253,1,97,0,1,1
27,6791,179,2,69,0,0,1
20,292,385,2,93,0,0,1
37,1291,150,1,97,0,1,1
61,175,270,2,10000,0,0,1
57,0,355,1,10000,0,0,1
40,0,131,2,98,0,1,1
53,0,1452,1,98,1,0,1
65,4717,256,1,10000,0,0,1
67,701,254,2,10000,0,0,1
66,3,550,1,10000,0,0,1
67,405,345,2,10000,0,0,1
57,168,342,1,10000,0,0,1
38,4297,206,2,10000,0,0,1
56,10532,324,1,10000,0,0,1
46,4693,79,1,394,0,0,1
69,9064,714,1,10000,0,0,1
32,6983,255,1,10000,0,0,1
72,2,147,2,10000,0,0,1
41,1536,273,1,95,0,0,1
72,1612,530,2,10000,0,0,1
33,1211,456,1,10000,0,0,1
37,96,155,1,99,0,1,1
34,0,262,1,99,1,1,1
44,1534,166,1,99,0,0,1
42,3403,215,1,99,1,0,1
58,687,221,1,99,1,1,1
34,7050,130,1,10000,0,0,1
55,538,353,2,10000,1,0,1
71,2600,212,1,10000,0,0,1
23,0,217,1,99,0,1,1
60,1034,231,3,10000,1,0,1
18,108,167,1,10000,0,0,1
54,10185,559,1,70,0,0,1
59,3444,252,1,185,0,1,1
32,1815,235,1,102,0,0,1
61,52587,290,1,10000,0,0,1
31,10884,294,3,98,0,1,1
42,201,265,1,103,1,1,1
42,190,704,2,10000,0,0,1
42,94,176,2,90,1,0,1
70,1311,651,1,10000,0,0,1
57,589,167,1,190,1,0,1
60,1853,408,1,10000,0,0,1
53,4401,254,1,10000,0,0,1
48,201,140,1,10000,0,0,1
30,533,229,2,99,0,1,1
39,3840,315,2,10000,1,0,1
42,994,149,1,78,1,0,1
26,96,349,1,70,0,0,1
46,1600,1244,1,10000,1,0,1
40,100,221,1,461,1,1,1
39,260,175,2,116,1,0,1
58,1013,206,1,461,1,0,1
42,413,589,2,10000,1,0,1
31,181,182,1,104,0,1,1
21,123,449,1,10000,0,0,1
35,353,582,1,10000,0,0,1
50,2794,1336,2,10000,0,0,1
36,3850,239,2,100,1,0,1
75,2970,641,1,10000,0,0,1
20,6991,178,2,10000,0,0,1
57,2223,1064,1,10000,0,0,1
41,27696,147,2,104,0,0,1
59,116,398,4,422,0,0,1
36,2987,307,1,10000,1,0,1
18,608,267,1,10000,0,0,1
34,48,810,3,93,1,0,1
55,113,306,1,457,0,0,1
33,498,338,2,104,0,1,1
43,2643,188,3,100,0,1,1
34,1337,255,2,104,0,1,1
35,618,293,1,104,0,1,1
43,451,289,2,10000,0,0,1
74,0,562,2,10000,0,0,1
45,11,489,5,10000,0,0,1
38,1165,784,3,94,1,0,1
32,2465,414,1,10000,0,0,1
29,41,148,2,10000,1,0,1
31,35,315,2,105,0,1,1
50,3169,399,1,430,0,0,1
44,14,234,1,10000,0,0,1
23,431,496,2,10000,0,0,1
56,616,293,2,105,0,1,1
76,3324,227,2,192,0,0,1
28,113,204,3,105,0,0,1
34,13014,738,1,10000,0,0,1
56,9367,320,2,101,0,1,1
45,2067,393,2,462,1,1,1
36,376,479,1,10000,0,0,1
57,842,284,3,10000,0,0,1
49,1235,354,3,10000,0,0,1
49,1,640,2,101,0,1,1
37,1276,156,2,10000,0,0,1
46,44,225,1,10000,0,0,1
26,255,209,2,106,0,1,1
47,926,436,1,403,0,1,1
36,1506,326,3,10000,0,0,1
37,444,137,1,102,0,1,1
62,557,185,1,10000,0,0,1
26,535,125,1,10000,0,0,1
45,2671,94,4,10000,0,0,1
63,896,276,2,10000,1,0,1
25,528,201,1,10000,0,0,1
60,209,391,3,106,0,0,1
44,226,190,3,270,1,0,1
33,1974,498,2,191,0,0,1
39,942,880,3,267,1,0,1
46,336,260,3,457,1,0,1
42,-306,308,1,459,1,1,1
56,4623,348,1,10000,0,0,1
82,276,199,1,10000,0,0,1
77,0,286,1,10000,0,0,1
36,1189,220,1,10000,0,0,1
35,431,343,2,397,0,0,1
50,2218,711,1,10000,1,0,1
62,1495,606,1,196,0,1,1
26,828,156,1,199,1,0,1
55,12972,205,1,10000,0,0,1
22,948,215,1,197,0,0,1
30,48,161,1,173,0,0,1
34,0,148,1,84,0,0,1
31,537,216,1,10000,1,0,1
55,1938,193,1,386,0,1,1
49,9131,532,1,461,1,0,1
67,443,441,1,10000,0,0,1
43,132,574,1,84,0,1,1
25,3411,225,2,10000,0,0,1
59,1,335,1,10000,0,0,1
44,10905,240,2,271,0,0,1
42,976,164,1,10000,0,0,1
29,2531,634,1,10000,0,0,1
32,1270,232,3,10000,0,0,1
30,5359,145,1,84,0,1,1
38,10596,195,1,197,0,0,1
22,691,338,1,10000,0,0,1
25,347,267,1,10000,0,0,1
34,9962,474,1,10000,0,0,1
27,11862,217,1,87,0,0,1
35,1756,195,1,10000,0,0,1
45,4068,184,1,10000,0,0,1
42,5310,273,1,90,1,1,1
20,215,228,4,183,0,0,1
60,106,216,3,91,0,1,1
47,0,374,1,10000,0,0,1
25,469,273,1,86,0,0,1
65,2326,276,1,10000,0,0,1
50,3370,531,2,80,0,1,1
22,144,116,1,10000,0,0,1
43,733,126,1,88,1,1,1
53,-309,343,2,428,1,1,1
71,5584,534,3,10000,0,0,1
28,61,744,1,109,1,1,1
59,1047,438,1,184,0,1,1
29,265,130,2,94,0,1,1
51,117,467,2,88,0,0,1
48,5473,232,2,10000,0,0,1
37,106,511,1,392,1,0,1
37,127,192,1,193,1,1,1
64,380,479,1,10000,0,0,1
69,0,412,2,10000,0,0,1
36,255,242,6,95,0,1,1
43,2145,291,2,95,0,1,1
63,91,128,3,10000,0,0,1
70,1853,314,1,10000,0,0,1
60,11262,323,1,10000,0,0,1
86,0,189,1,10000,0,0,1
72,1129,186,1,10000,0,0,1
60,108,624,1,10000,0,0,1
43,1696,257,1,474,1,0,1
57,854,700,4,92,0,0,1
28,223,157,2,119,1,0,1
36,40,259,3,475,1,1,1
66,2048,212,1,10000,0,0,1
33,3689,445,3,10000,0,0,1
36,539,398,2,477,1,0,1
29,590,81,1,94,0,1,1
62,780,162,2,10000,0,0,1
34,1464,207,3,130,1,0,1
29,1311,622,1,10000,0,0,1
30,7,173,1,164,1,0,1
32,636,370,1,116,1,1,1
39,24277,261,1,10000,0,0,1
55,1872,155,2,93,0,0,1
36,490,207,8,98,0,0,1
27,118,160,3,98,0,0,1
45,4119,473,2,283,1,1,1
55,1504,186,3,101,1,1,1
52,2087,267,1,474,1,0,1
49,5689,470,1,97,0,0,1
30,201,219,1,157,1,0,1
39,119,265,2,476,1,1,1
48,17964,120,1,98,1,1,1
36,1113,212,1,10000,0,0,1
27,1596,82,1,10000,0,0,1
51,2635,181,1,98,0,0,1
48,568,378,2,386,1,1,1
70,2626,140,2,10000,0,0,1
63,4752,233,2,10000,0,0,1
34,528,121,3,100,1,0,1
46,2552,260,1,94,0,1,1
31,3343,365,1,94,0,1,1
32,995,331,1,99,0,0,1
40,7968,733,1,93,0,1,1
30,0,316,3,10000,0,0,1
55,2587,328,2,94,0,1,1
57,6468,730,1,157,1,0,1
59,4744,879,1,10000,0,0,1
26,1231,230,1,93,1,1,1
73,3443,770,3,10000,0,0,1
30,2568,563,1,100,0,0,1
64,1644,569,4,10000,0,0,1
36,1354,281,3,97,0,1,1
55,602,350,1,98,0,1,1
63,1795,219,1,10000,0,0,1
52,0,211,1,294,1,0,1
34,268,587,1,10000,0,0,1
36,52,351,1,95,1,1,1
31,924,231,1,94,0,1,1
47,3033,293,1,10000,0,0,1
50,6574,495,1,92,0,1,1
70,0,206,1,10000,0,0,1
18,108,169,1,10000,0,0,1
33,409,165,1,97,0,1,1
24,726,445,2,10000,0,0,1
25,1871,260,1,96,0,1,1
26,1094,137,1,10000,1,0,1
32,2915,519,1,131,0,0,1
25,480,140,1,10000,0,0,1
58,1227,400,2,95,0,1,1
42,1205,376,2,10000,0,0,1
30,161,298,3,10000,0,0,1
76,802,475,5,10000,0,0,1
79,723,276,1,79,0,0,1
70,6538,394,1,10000,0,0,1
30,147,234,1,100,0,0,1
60,0,408,1,10000,0,0,1
51,1416,345,1,10000,0,0,1
71,14220,397,1,10000,1,0,1
31,12569,344,1,295,0,0,1
32,555,344,1,10000,1,0,1
34,158,278,2,132,0,0,1
28,261,259,2,98,1,1,1
45,786,84,3,10000,0,0,1
53,27,230,3,10000,1,0,1
38,0,260,3,95,0,1,1
56,2815,212,1,10000,1,0,1
42,3082,285,1,10000,0,0,1
47,1233,91,1,100,1,0,1
73,739,210,1,10000,0,0,1
46,640,108,2,129,1,0,1
73,1843,106,2,10000,0,0,1
28,322,240,2,95,0,0,1
46,7331,658,4,95,0,0,1
74,1765,290,2,10000,0,0,1
71,1236,335,4,10000,1,0,1
41,6046,185,2,10000,1,0,1
73,934,961,5,10000,0,0,1
47,1013,170,1,92,0,0,1
49,596,722,1,10000,1,0,1
40,4775,215,1,10000,0,0,1
57,3109,107,2,105,0,1,1
50,388,173,2,99,0,0,1
34,262,89,2,106,0,1,1
56,654,875,1,10000,0,0,1
32,1855,126,2,134,0,0,1
50,810,91,1,103,0,1,1
54,1664,106,1,105,0,1,1
26,362,925,1,104,0,1,1
40,1293,1702,3,105,0,1,1
29,874,152,1,103,1,1,1
52,10943,292,1,10000,0,0,1
38,4539,387,1,10000,0,0,1
46,2817,543,1,10000,0,0,1
26,1646,890,5,10000,0,0,1
25,808,267,2,114,0,0,1
70,44,1104,2,88,0,0,1
83,425,773,1,92,0,1,1
43,2367,83,1,113,0,1,1
45,10252,173,1,141,0,1,1
37,1000,239,1,99,1,1,1
71,4380,369,1,10000,0,0,1
27,20585,299,1,100,0,1,1
47,2601,261,1,10000,0,0,1
42,238,692,1,10000,0,0,1
77,0,210,1,10000,0,0,1
61,3371,299,2,10000,0,0,1
57,10583,341,3,98,0,1,1
34,16,316,1,119,1,0,1
40,1451,117,1,121,0,1,1
84,0,992,2,10000,0,0,1
26,132,194,1,119,0,1,1
37,189,238,1,107,0,1,1
47,288,101,1,10000,0,0,1
37,1027,137,1,119,1,0,1
28,6784,502,1,115,0,0,1
54,1464,194,2,94,0,1,1
54,8295,849,2,119,0,1,1
61,2917,215,1,10000,0,0,1
30,158,144,1,10000,0,0,1
60,1588,728,1,10000,0,0,1
44,282,296,3,10000,0,0,1
33,5437,201,1,58,0,0,1
25,1185,290,1,114,0,0,1
54,895,335,1,10000,0,0,1
24,1857,147,1,92,1,0,1
36,4596,234,2,175,1,1,1
58,565,153,1,93,0,1,1
33,1781,611,2,183,0,1,1
27,3415,266,3,184,0,1,1
60,12039,261,1,187,0,1,1
56,12,511,3,187,0,0,1
25,139,138,1,10000,0,0,1
21,2488,180,1,10000,0,0,1
73,7111,146,1,10000,1,0,1
67,361,411,2,10000,0,0,1
51,2109,79,2,10000,0,0,1
48,1093,1226,2,10000,1,0,1
35,2646,221,1,182,0,1,1
61,6,210,1,182,1,1,1
35,670,301,2,10000,0,0,1
36,592,204,2,99,0,0,1
83,1965,1003,3,10000,0,0,1
50,313,958,1,10000,0,0,1
66,40,290,2,10000,0,0,1
58,4198,441,5,246,0,0,1
30,536,244,1,105,0,1,1
54,1311,485,3,184,0,0,1
26,766,457,2,10000,0,0,1
43,2557,166,3,183,1,1,1
40,79,570,1,135,0,0,1
57,1318,115,1,185,0,0,1
75,3771,186,1,183,0,0,1
77,0,847,1,60,0,1,1
31,6138,154,2,119,0,0,1
22,129,258,1,10000,0,0,1
50,469,170,1,183,0,1,1
27,893,154,2,10000,0,0,1
73,519,434,1,57,0,0,1
37,4017,156,1,10000,0,0,1
44,643,324,1,143,0,0,1
40,2338,717,2,10000,0,0,1
61,0,136,2,10000,0,0,1
61,6481,131,1,10000,0,0,1
47,820,98,1,10000,0,0,1
47,1784,385,2,10000,0,0,1
76,1411,233,2,187,0,1,1
30,7529,328,1,10000,0,0,1
39,206,148,2,195,0,1,1
72,1388,513,1,10000,0,0,1
77,1807,373,1,10000,0,0,1
36,480,213,1,10000,0,0,1
65,571,349,1,183,1,1,1
54,3994,595,2,187,0,1,1
46,1693,427,1,10000,1,0,1
28,80,676,2,146,0,0,1
61,267,192,3,184,0,1,1
53,2581,828,1,189,0,0,1
27,1134,825,1,183,0,1,1
55,309,467,2,184,0,1,1
33,6807,512,2,184,0,1,1
87,6746,749,1,10000,0,0,1
57,375,135,1,10000,0,0,1
33,658,307,1,208,1,1,1
51,371,287,1,10000,1,0,1
76,2693,107,2,10000,0,0,1
19,329,252,2,10000,0,0,1
33,79,249,2,335,1,0,1
55,0,360,5,10000,0,0,1
31,6281,257,1,128,0,0,1
92,775,313,3,10000,0,0,1
30,411,127,3,149,0,0,1
68,2144,277,1,184,0,1,1
41,431,133,1,107,0,1,1
29,123,247,1,184,0,1,1
27,3792,504,1,183,0,1,1
78,4807,1002,4,10000,0,0,1
82,8603,306,3,107,0,1,1
29,2178,260,2,139,0,0,1
76,2991,344,1,183,0,1,1
38,4174,336,2,184,0,0,1
60,10925,270,3,185,0,1,1
33,2411,130,1,161,1,0,1
43,14646,210,1,10000,0,0,1
61,86,149,1,10000,0,0,1
43,11115,476,1,74,0,1,1
57,6900,255,4,185,0,0,1
33,5878,438,1,430,0,0,1
77,1780,221,2,183,1,1,1
35,183,281,1,52,0,0,1
59,3648,257,2,126,0,1,1
76,4112,282,2,10000,0,0,1
73,542,355,1,180,0,0,1
81,243,131,1,10000,0,0,1
41,942,143,1,188,0,1,1
57,254,207,1,10000,0,0,1
28,0,96,1,267,1,0,1
38,0,297,1,75,0,0,1
52,992,424,1,515,1,0,1
22,23,137,1,10000,0,0,1
53,732,759,2,10000,0,0,1
60,4629,624,1,10000,1,0,1
56,0,298,1,111,0,0,1
38,70,255,3,148,0,1,1
44,5063,418,2,10000,0,0,1
69,4572,146,2,56,0,0,1
36,129,149,1,10000,0,0,1
75,4984,509,1,10000,0,0,1
65,1004,371,1,10000,0,0,1
64,4787,501,1,10000,0,0,1
30,914,524,3,272,1,0,1
57,2326,207,1,194,0,1,1
31,81,164,2,10000,1,0,1
36,203,139,1,10000,0,0,1
64,3951,164,1,10000,0,0,1
54,240,142,1,10000,1,0,1
26,338,209,1,188,0,0,1
51,0,1707,2,10000,0,0,1
72,0,189,3,10000,0,0,1
30,944,251,2,10000,0,0,1
60,5,401,1,10000,0,0,1
30,697,215,3,80,0,1,1
66,1948,106,2,269,0,0,1
50,3654,215,2,78,0,0,1
47,551,124,1,10000,0,0,1
80,997,746,2,86,0,0,1
61,477,377,1,520,1,0,1
47,3663,424,2,213,0,1,1
30,853,279,1,148,0,0,1
21,8278,445,1,10000,0,0,1
62,7458,212,2,10000,0,0,1
26,44,217,1,10000,0,0,1
36,1193,640,1,10000,0,0,1
87,230,144,1,10000,0,0,1
61,8729,480,1,10000,0,0,1
70,2384,196,2,10000,0,0,1
60,3401,294,1,270,0,0,1
41,881,257,3,10000,0,0,1
22,1522,368,2,10000,0,0,1
60,4243,416,2,10000,0,0,1
54,473,182,1,81,0,0,1
35,5462,188,1,186,0,1,1
59,4412,162,2,10000,0,0,1
29,10332,46,3,10000,0,0,1
48,0,1233,1,351,1,0,1
37,238,149,1,10000,0,0,1
36,62,566,1,182,1,0,1
52,2398,412,1,10000,1,0,1
67,704,537,1,10000,0,0,1
36,506,217,1,70,0,0,1
64,2352,181,4,183,0,1,1
29,938,358,1,10000,0,0,1
27,1720,284,2,273,0,0,1
76,1492,383,1,10000,0,0,1
34,1778,358,1,162,0,0,1
54,0,464,5,192,0,0,1
67,942,455,2,84,0,0,1
24,556,368,2,80,1,1,1
53,10541,178,1,10000,0,0,1
33,1536,262,1,94,0,1,1
24,235,118,1,10000,0,0,1
32,935,165,1,91,0,1,1
60,10861,98,1,91,0,0,1
64,2331,201,1,10000,0,0,1
35,1228,696,2,88,0,0,1
24,125,263,1,90,0,0,1
42,2816,193,2,10000,0,0,1
40,0,147,1,96,0,1,1
33,22867,266,2,92,1,0,1
71,1311,301,2,91,0,1,1
52,94,293,3,190,0,0,1
47,0,213,1,190,0,0,1
49,3371,269,2,10000,0,0,1
26,943,166,1,195,0,1,1
40,9366,69,3,10000,0,0,1
32,6746,199,1,10000,0,0,1
33,1076,131,1,96,0,0,1
35,0,229,2,96,1,1,1
53,1624,166,3,97,0,1,1
20,801,244,2,10000,0,0,1
44,1070,172,1,91,1,1,1
21,123,513,1,91,0,1,1
36,3623,71,1,378,0,1,1
31,533,90,3,93,0,1,1
42,994,227,3,93,1,1,1
33,386,253,1,92,0,0,1
29,1026,226,1,92,0,0,1
30,2424,110,1,279,0,0,1
32,1331,126,1,92,0,0,1
54,2206,104,1,99,0,0,1
82,0,226,1,10000,0,0,1
47,4693,89,1,97,0,1,1
48,1230,169,1,196,1,1,1
77,3417,134,1,10000,0,0,1
38,1767,893,7,10000,1,0,1
27,5291,192,2,92,0,0,1
43,3403,707,2,97,1,1,1
33,133,627,2,192,0,1,1
27,4745,411,4,192,0,0,1
76,3324,122,1,92,0,1,1
81,5220,135,1,94,0,0,1
71,2600,186,2,98,0,1,1
39,260,226,1,94,1,1,1
18,608,210,1,93,0,1,1
58,462,495,1,93,0,1,1
44,14,167,1,92,0,1,1
67,1146,259,1,92,0,0,1
31,181,239,2,93,0,1,1
61,3114,381,1,10000,0,0,1
36,376,193,1,92,0,1,1
56,9367,271,2,92,0,1,1
24,382,256,2,92,0,0,1
33,920,130,1,95,0,0,1
34,129,295,1,200,1,1,1
58,169,301,1,94,0,0,1
64,679,167,1,10000,0,0,1
27,535,183,1,94,0,1,1
63,3115,432,5,10000,0,0,1
23,1234,250,1,10000,0,0,1
37,197,175,1,200,0,1,1
43,3186,380,1,88,0,0,1
35,3160,445,2,95,1,0,1
33,195,984,5,10000,0,0,1
75,6027,1248,2,94,0,0,1
40,764,85,1,10000,1,0,1
52,583,209,1,91,0,0,1
55,0,134,2,91,0,1,1
71,5715,747,2,10000,0,0,1
78,1204,135,1,10000,0,0,1
35,4922,393,4,201,1,0,1
52,234,255,1,10000,0,0,1
31,9421,372,1,10000,0,0,1
31,4198,234,1,10000,0,0,1
38,3576,349,2,183,0,1,1
28,1925,487,1,97,0,0,1
72,1129,208,1,91,0,1,1
29,265,414,1,184,1,0,1
46,38,541,1,10000,0,0,1
53,1982,160,1,10000,1,0,1
58,3399,1628,2,188,0,1,1
22,691,260,5,103,0,1,1
28,330,357,1,188,0,0,1
31,318,310,1,10000,0,0,1
26,644,346,1,10000,0,0,1
60,4,415,1,190,1,0,1
29,1165,244,2,184,0,1,1
36,4708,284,1,171,0,0,1
68,2820,154,1,97,0,0,1
48,1147,155,1,120,0,1,1
53,980,352,1,10000,1,0,1
39,2983,472,1,10000,0,0,1
28,339,350,1,182,0,1,1
72,1940,705,2,10000,0,0,1
29,1445,271,2,10000,0,0,1
26,294,208,2,10000,0,0,1
49,5887,439,3,185,0,1,1
43,11891,821,5,242,0,1,1
28,78,232,3,310,0,0,1
44,733,360,2,105,1,1,1
73,5028,696,10,10000,0,0,1
39,481,929,5,189,0,0,1
29,314,415,2,116,0,0,1
31,684,620,3,10000,1,0,1
30,1681,329,2,10000,0,0,1
50,10250,254,3,385,1,0,1
42,254,288,7,183,0,1,1
37,0,179,1,190,1,1,1
49,307,854,1,10000,0,0,1
59,957,479,2,10000,0,0,1
80,155,343,2,10000,0,0,1
86,614,595,1,10000,0,0,1
69,426,395,1,10000,0,0,1
79,8304,456,2,275,0,1,1
36,4721,149,3,10000,0,0,1
49,395,336,5,10000,0,0,1
69,3588,429,1,10000,1,0,1
66,2540,441,2,156,0,0,1
32,883,798,1,185,1,0,1
47,4402,805,1,190,0,0,1
58,256,422,1,188,0,1,1
64,43,232,1,10000,0,0,1
72,3856,582,4,115,0,0,1
79,3025,166,3,126,0,0,1
30,2326,420,1,175,0,0,1
36,925,321,3,189,0,1,1
53,1961,351,1,10000,0,0,1
34,2037,324,2,10000,0,0,1
29,459,279,3,189,0,0,1
29,572,314,1,195,0,1,1
81,452,443,1,10000,0,0,1
57,5313,283,2,196,0,1,1
72,1533,546,2,10000,0,0,1
34,1337,330,2,127,0,1,1
57,2986,222,2,231,0,0,1
66,1230,726,3,10000,0,0,1
27,538,170,4,197,0,1,1
50,5108,406,1,182,1,0,1
75,1341,415,7,10000,0,0,1
50,320,294,3,315,0,1,1
32,131,322,1,189,1,1,1
59,2074,467,1,186,0,1,1
68,1443,2062,2,257,0,1,1
31,3338,264,2,10000,1,0,1
64,661,367,2,294,0,0,1
30,7105,321,2,10000,0,0,1
60,3735,190,1,188,0,1,1
35,538,410,3,165,0,0,1
72,4657,305,3,309,0,1,1
30,5,282,1,203,0,1,1
52,230,422,2,10000,0,0,1
33,1808,250,3,10000,0,0,1
84,81204,679,1,313,0,0,1
43,3518,206,2,196,0,1,1
39,25,315,1,210,1,1,1
25,2551,400,3,10000,0,0,1
38,11303,473,2,216,0,0,1
44,2724,893,1,10000,0,0,1
20,755,284,1,10000,0,0,1
32,718,155,1,197,1,1,1
23,870,296,1,176,0,1,1
35,978,1370,3,209,0,1,1
61,544,63,3,200,0,1,1
46,461,369,2,10000,0,0,1
70,2795,301,2,10000,0,0,1
25,139,202,1,91,0,1,1
57,1044,585,1,192,0,1,1
55,1633,210,1,192,0,1,1
33,6513,170,1,343,1,0,1
73,1388,767,2,83,0,1,1
34,15,377,1,10000,0,0,1
31,2544,229,1,279,0,1,1
25,2007,265,2,10000,0,0,1
30,2166,316,2,10000,0,0,1
28,4579,409,2,10000,0,0,1
21,2488,661,2,92,0,1,1
87,2190,512,2,10000,0,0,1
22,254,143,2,10000,0,0,1
28,1579,163,1,91,0,0,1
31,330,260,1,194,0,1,1
60,938,380,3,10000,0,0,1
41,5372,248,3,10000,1,0,1
24,3176,108,2,10000,0,0,1
54,496,452,3,10000,0,0,1
35,0,187,7,10000,0,0,1
70,482,372,1,196,0,1,1
62,180,183,1,90,0,0,1
59,4198,309,1,91,0,1,1
48,817,517,1,282,0,1,1
45,5021,233,1,10000,0,0,1
36,991,589,2,10000,0,0,1
33,133,305,2,274,0,1,1
32,366,366,2,10000,0,0,1
60,979,295,3,347,1,0,1
39,2939,348,2,10000,0,0,1
37,4803,396,2,10000,0,0,1
85,1255,233,3,10000,0,0,1
79,8556,326,2,272,0,1,1
64,588,366,1,91,0,0,1
42,994,453,1,67,1,1,1
47,820,262,1,91,0,1,1
66,203,353,1,195,0,1,1
61,86,639,1,94,0,1,1
27,2855,240,1,301,0,0,1
63,474,423,1,10000,0,0,1
36,203,255,1,88,0,1,1
38,7005,696,1,202,1,1,1
92,775,164,4,96,0,1,1
77,4112,1616,1,95,0,1,1
30,255,143,1,10000,0,0,1
81,243,340,1,92,0,1,1
42,942,245,1,92,0,1,1
48,1180,142,1,238,0,0,1
52,992,342,1,92,1,1,1
38,70,164,4,92,0,1,1
61,4629,181,1,92,1,1,1
20,829,196,3,202,0,1,1
39,0,366,1,436,0,0,1
44,2776,701,1,10000,1,0,1
73,279,399,3,10000,0,0,1
36,129,918,1,93,0,1,1
48,157,417,4,10000,0,0,1
52,659,390,4,93,0,1,1
30,2493,293,2,10000,0,0,1
36,3949,130,2,10000,0,0,1
80,997,151,1,91,0,1,1
33,1699,202,1,83,0,1,1
56,1181,186,1,433,0,0,1
54,0,161,1,98,0,0,1
34,0,155,2,10000,0,0,1
66,1948,216,1,91,0,1,1
52,306,223,1,10000,0,0,1
60,18967,177,2,10000,1,0,1
28,261,254,3,142,1,1,1
56,694,144,1,102,0,0,1
36,202,313,1,120,0,0,1
45,4831,479,11,10000,0,0,1
60,264,265,1,10000,0,0,1
33,278,563,5,10000,0,0,1
77,7802,483,2,10000,0,0,1
66,3629,474,1,172,0,0,1
45,547,577,1,10000,0,0,1
30,4468,204,1,10000,0,0,1
56,1989,336,2,281,0,0,1
64,2645,219,2,10000,0,0,1
30,4060,179,1,93,0,0,1
33,303,355,1,301,1,1,1
72,2600,443,2,82,0,1,1
44,1818,508,1,92,1,0,1
37,728,129,1,174,0,0,1
52,955,153,1,48,0,1,1
37,265,140,1,366,1,0,1
34,123,301,3,10000,0,0,1
78,4807,892,2,104,0,1,1
45,205,373,1,92,0,1,1
68,2812,279,2,181,0,0,1
53,6571,208,1,10000,0,0,1
39,2758,658,3,10000,0,0,1
55,2037,305,2,94,0,1,1
32,0,233,3,276,0,0,1
76,2223,429,1,10000,0,0,1
35,1085,195,6,97,0,0,1
55,602,390,2,150,0,1,1
41,1646,261,1,184,1,1,1
35,415,649,1,176,0,0,1
80,2354,739,1,181,0,0,1
38,318,383,1,181,0,0,1
48,1730,489,1,178,1,0,1
25,448,151,1,297,0,1,1
36,994,195,1,176,0,0,1
29,19,110,2,64,0,1,1
58,1625,286,2,10000,0,0,1
46,1144,376,2,129,1,0,1
23,897,190,2,280,1,0,1
67,704,186,2,97,0,1,1
30,1996,1133,3,101,0,0,1
22,216,363,1,187,0,1,1
45,1206,309,1,446,0,0,1
40,1855,78,6,10000,0,0,1
35,62,469,2,185,0,0,1
33,1536,359,1,92,0,1,1
60,824,127,1,558,1,0,1
24,235,98,1,92,0,1,1
18,108,92,1,183,0,1,1
65,2331,290,1,92,0,1,1
27,390,120,2,104,0,0,1
35,-32,63,4,182,0,0,1
39,172,125,2,183,1,0,1
53,10541,164,2,92,0,1,1
23,480,742,2,182,0,0,1
34,2374,243,2,92,1,1,1
36,479,629,2,10000,0,0,1
52,94,153,1,92,0,1,1
36,417,151,1,10000,0,0,1
61,2557,158,2,92,1,1,1
58,589,511,3,183,1,1,1
48,201,406,2,92,0,1,1
34,2885,314,2,156,0,0,1
58,2155,135,2,92,0,1,1
39,902,691,2,180,1,0,1
44,1791,71,1,190,0,1,1
54,2206,449,1,91,0,1,1
27,5291,293,1,91,0,1,1
77,638,288,1,188,0,1,1
30,4448,112,8,10000,0,0,1
61,5267,226,3,10000,0,0,1
76,3324,309,1,90,0,1,1
28,61,253,1,174,1,1,1
35,0,391,2,92,1,1,1
59,116,268,1,183,0,1,1
42,413,456,2,184,1,1,1
35,353,352,1,183,0,1,1
71,1712,660,1,10000,0,0,1
60,523,467,1,182,0,1,1
34,1454,231,2,297,1,0,1
57,9367,981,1,90,0,1,1
75,291,515,1,183,0,0,1
64,846,671,1,181,0,0,1
36,341,419,2,183,0,1,1
29,113,328,2,183,0,1,1
34,13014,637,1,183,0,1,1
26,632,218,1,10000,0,0,1
41,27696,138,2,184,0,1,1
47,3715,171,2,182,0,0,1
52,4675,181,3,10000,0,0,1
32,3271,375,1,374,0,0,1
21,123,379,5,93,0,1,1
54,10185,251,1,186,0,1,1
29,1026,138,2,92,0,1,1
32,905,666,4,10000,0,0,1
38,775,1835,3,182,0,1,1
48,926,382,4,185,0,1,1
46,349,295,2,616,0,0,1
32,484,83,6,187,1,1,1
49,1830,136,1,10000,1,0,1
37,2987,93,1,91,1,0,1
37,197,531,1,91,0,1,1
23,431,201,3,186,0,1,1
58,169,216,1,91,0,1,1
45,226,91,4,185,1,1,1
30,2424,337,1,95,0,1,1
23,1234,379,1,91,0,1,1
34,271,308,1,94,1,1,1
27,-69,205,3,10000,1,0,1
28,1562,659,4,10000,0,0,1
61,52587,394,3,189,0,1,1
