age,education-num,race,sex,capital-gain,capital-loss,hours-per-week,income
33,9,4,1,0,0,40,0
24,10,4,0,0,0,15,0
21,6,4,1,0,0,40,0
17,7,4,1,0,0,28,0
39,10,4,1,0,0,50,1
29,13,4,1,0,0,40,0
44,13,4,1,0,0,40,1
24,10,4,1,0,0,50,0
71,14,4,1,10605,0,40,1
51,13,1,1,0,2415,40,1
55,3,2,1,0,0,25,0
41,13,4,1,0,0,60,1
23,9,2,0,0,0,7,0
38,11,4,0,0,0,40,0
39,9,4,1,0,0,40,1
19,9,4,0,0,0,30,0
49,5,4,0,0,0,40,0
32,13,4,1,0,0,40,1
27,9,4,1,0,0,70,0
38,13,4,1,0,0,50,1
33,10,4,0,0,0,60,0
63,10,4,1,0,0,15,0
23,13,4,1,0,0,28,0
33,10,4,1,0,0,60,0
54,9,2,1,0,0,40,0
29,11,4,0,2174,0,45,0
48,10,2,0,0,0,30,0
35,13,4,1,0,0,40,0
28,11,1,0,0,0,40,0
37,13,4,1,7688,0,50,1
42,15,4,1,0,0,65,1
40,14,4,1,0,0,40,0
47,10,4,1,0,0,55,0
22,13,4,0,0,0,50,0
30,13,4,1,0,0,45,1
28,9,4,1,0,0,40,0
63,4,4,1,0,0,55,0
51,5,4,1,0,0,20,0
22,9,4,0,0,0,40,0
27,12,0,1,0,0,40,0
35,9,4,1,0,0,45,0
46,9,4,0,0,0,38,0
37,10,4,1,0,0,52,0
24,13,2,1,0,0,15,0
37,9,4,1,0,0,10,0
53,10,4,1,0,0,40,0
27,9,4,1,0,0,30,0
38,10,4,1,0,0,44,0
53,6,4,1,0,0,60,0
34,10,4,1,0,0,40,0
23,9,2,1,0,0,40,0
39,13,4,1,15024,0,45,1
43,14,1,0,0,0,50,0
67,9,1,1,0,0,40,1
81,9,4,1,0,0,30,0
21,10,4,1,0,0,20,0
23,10,4,1,0,0,25,0
25,10,4,1,0,0,40,0
42,3,4,0,0,0,38,0
38,10,2,0,0,0,40,0
64,9,4,1,0,0,5,0
32,9,4,1,0,0,40,0
37,9,4,1,0,0,40,0
51,14,4,1,0,0,60,1
22,10,4,0,0,0,42,0
33,2,4,0,0,0,40,0
42,9,4,1,0,0,55,0
19,10,4,0,0,0,10,0
51,1,4,1,0,0,40,0
23,9,4,0,0,0,40,0
37,7,4,1,3103,0,44,1
37,9,4,1,0,0,99,1
47,14,4,0,0,0,25,0
41,15,4,1,0,2415,40,1
33,9,4,1,0,0,30,0
31,13,4,1,0,0,40,1
31,12,0,0,0,0,40,0
35,9,2,1,0,0,40,0
38,9,4,1,0,0,40,1
18,9,4,0,0,0,45,0
20,9,4,1,0,0,40,0
54,10,2,0,0,0,35,0
40,10,4,0,0,0,40,0
36,13,4,0,0,1977,45,1
43,10,4,1,0,0,35,0
44,10,4,1,0,0,40,0
44,9,4,0,0,0,40,1
43,14,4,1,0,0,43,1
51,4,2,0,0,0,40,0
18,9,4,0,0,0,20,0
51,10,4,1,0,0,40,0
41,6,4,1,0,0,30,0
44,10,4,1,0,0,70,1
33,6,4,1,0,0,40,0
33,13,4,1,0,0,40,1
42,12,4,1,0,0,40,1
25,10,4,1,0,0,45,0
32,9,4,0,0,0,38,0
32,13,4,1,0,0,70,0
36,6,4,0,0,0,40,0
28,9,4,1,0,0,40,0
20,9,4,0,0,0,20,0
35,10,4,1,0,0,60,1
55,9,4,1,0,0,20,0
48,13,1,1,0,0,40,1
36,11,4,0,0,0,20,0
34,9,4,1,0,0,35,1
28,13,4,0,0,0,35,0
67,13,4,1,0,2392,40,1
37,9,4,1,0,0,40,0
44,9,4,1,0,0,70,0
25,10,4,0,0,0,40,0
21,10,4,0,4101,0,40,0
40,14,4,1,0,0,35,1
78,9,2,0,2964,0,40,0
34,9,4,1,0,0,40,0
49,9,4,0,0,0,44,0
22,12,4,0,0,0,40,0
23,9,2,0,0,0,40,0
60,9,4,1,0,0,42,0
45,9,4,1,0,0,40,1
63,11,4,0,0,0,20,0
41,9,2,0,0,0,35,0
47,9,4,0,0,0,40,0
44,9,4,1,0,0,40,0
51,10,4,0,3325,0,40,0
46,13,4,1,0,1504,40,0
41,11,4,1,0,0,40,0
50,9,4,1,0,0,30,0
47,9,4,1,0,0,50,1
35,9,4,1,0,0,45,0
56,9,4,1,0,0,55,1
45,14,4,1,0,0,45,0
48,13,4,1,0,0,58,1
40,10,4,1,2580,0,40,0
39,13,4,1,15024,0,50,1
