age,education-num,race,sex,capital-gain,capital-loss,hours-per-week,income
65,11,4,1,0,0,20,0
50,9,4,1,0,0,15,0
29,13,4,1,6849,0,48,0
25,9,4,1,0,0,40,0
54,10,4,0,0,0,40,0
49,9,4,1,0,0,40,1
44,10,4,1,0,0,40,0
24,5,4,0,0,0,40,0
25,13,4,1,0,0,38,0
65,9,4,1,0,0,20,0
56,9,2,1,0,0,45,0
39,15,4,1,15024,0,60,1
23,13,4,0,0,0,40,0
20,10,4,0,0,0,20,0
24,3,4,1,0,0,40,0
41,10,4,1,0,1887,50,1
40,10,4,1,0,0,50,0
55,9,4,1,0,0,50,1
38,9,4,0,0,0,48,0
23,9,2,0,0,0,40,0
44,13,4,1,0,0,50,0
45,10,4,1,0,1887,40,1
20,10,4,0,0,0,12,0
29,9,4,1,0,0,40,0
43,9,4,1,0,0,40,0
30,8,4,1,0,0,40,0
28,10,4,0,0,0,38,0
31,9,4,1,0,0,40,1
52,9,4,0,0,0,40,0
36,13,4,0,0,0,50,1
38,9,4,1,0,0,45,0
66,10,4,1,0,0,40,0
63,11,4,1,0,0,40,0
21,10,4,1,0,0,35,0
33,9,4,1,0,0,40,0
46,10,4,0,1506,0,50,0
20,10,4,1,0,0,20,0
47,13,4,1,3325,0,60,0
33,16,4,1,0,0,55,1
66,4,2,1,0,0,30,0
20,10,4,0,0,0,30,0
28,9,4,1,0,0,40,0
46,9,4,0,0,0,28,0
25,10,2,1,0,0,45,0
37,9,4,1,3137,0,40,0
31,5,4,1,0,0,60,0
49,9,4,1,0,0,40,0
22,10,4,1,0,0,20,0
52,11,4,0,0,0,20,1
29,12,4,0,0,0,50,0
18,7,4,0,0,0,20,0
31,10,4,1,0,0,35,0
23,10,1,0,0,0,35,0
27,11,0,0,0,0,40,1
54,6,4,1,0,0,65,0
50,9,4,0,0,0,49,0
46,14,4,1,0,1902,40,1
24,13,4,0,0,0,40,0
17,7,4,0,0,0,18,0
49,9,4,1,0,0,45,0
54,9,4,1,0,0,40,1
41,13,4,1,0,1902,60,1
49,9,4,1,0,0,40,0
36,13,4,0,0,0,35,0
23,9,2,1,0,0,40,0
63,10,4,0,0,0,40,0
67,9,4,1,0,0,40,1
23,9,4,1,0,0,40,0
22,13,4,1,0,0,40,0
66,11,4,1,0,0,30,0
25,7,4,1,0,0,50,0
30,10,4,0,0,0,20,0
35,9,4,1,2885,0,40,0
67,4,4,1,0,0,40,0
30,8,2,1,0,0,40,0
26,10,2,0,0,0,38,0
34,9,4,1,0,0,40,0
21,10,4,1,0,0,40,0
18,8,4,1,0,0,10,0
21,9,4,1,0,0,40,0
76,5,4,1,0,0,40,0
51,10,1,1,0,0,70,0
26,9,4,0,0,0,56,0
18,8,4,0,0,0,25,0
18,7,4,1,0,0,40,0
34,11,4,1,0,1672,50,0
59,9,4,0,0,0,40,0
55,13,4,1,14084,0,45,1
33,10,4,1,0,0,72,0
25,9,4,0,0,0,10,0
48,9,4,0,0,0,10,0
64,13,4,0,0,0,5,0
47,14,4,0,0,0,45,1
26,10,4,0,0,0,40,0
36,12,4,1,0,0,48,1
21,9,4,1,0,0,40,0
54,4,4,0,0,0,25,0
30,9,4,1,0,0,44,0
41,9,4,1,0,0,40,0
53,14,4,0,8614,0,35,1
34,10,2,1,0,0,30,0
20,10,4,0,0,0,35,0
24,6,4,1,0,0,49,0
26,13,4,0,0,0,20,0
25,9,4,0,0,0,48,0
35,10,4,0,0,0,36,0
41,10,4,1,0,0,40,1
33,7,4,1,0,0,40,0
18,10,4,0,0,0,25,0
27,9,4,1,0,0,38,0
32,9,4,0,0,0,35,0
51,9,2,1,0,0,40,0
38,11,2,0,0,0,40,0
41,10,4,0,0,0,25,0
26,10,4,1,2829,0,40,0
38,11,4,1,0,0,35,0
54,5,4,1,0,0,45,1
30,13,4,0,0,0,60,0
31,10,4,0,0,0,30,0
26,13,4,1,0,0,40,0
75,16,4,1,4931,0,3,0
29,14,2,1,0,0,40,0
61,9,4,1,0,0,50,1
24,10,4,0,0,0,45,0
22,8,4,1,0,0,30,0
34,12,4,1,0,0,40,0
42,10,4,1,0,0,40,0
24,7,4,1,0,0,40,0
42,12,4,1,0,0,40,0
27,9,2,1,0,1980,40,0
39,13,4,0,0,0,50,1
20,9,4,1,0,0,40,0
51,7,2,0,0,0,40,0
68,13,4,1,0,0,30,0
28,9,4,1,0,0,48,0
43,9,4,0,0,0,40,0
35,10,4,1,0,0,40,0
44,9,2,0,0,0,40,0
41,13,4,1,0,0,40,0
44,9,4,1,0,0,45,1
20,9,4,0,0,0,40,0
46,9,4,1,0,0,75,1
27,12,4,1,7688,0,70,1
32,10,4,1,0,0,50,0
46,10,4,1,0,0,50,0
26,9,4,1,0,0,24,0
20,10,1,0,0,0,40,0
36,9,4,0,0,0,40,0
49,13,4,1,0,0,40,1
32,9,4,1,3103,0,55,1
32,13,4,1,15024,0,50,1
49,13,4,1,0,1902,40,1
36,9,4,1,0,0,45,0
22,10,4,1,0,0,25,0
52,9,4,0,0,0,40,0
42,9,4,1,0,0,50,1
22,10,4,1,0,0,40,0
72,9,4,0,0,0,16,0
30,13,4,0,0,0,40,0
44,10,4,1,0,0,40,0
23,13,4,0,0,0,45,0
22,10,4,1,0,0,20,0
59,13,4,1,0,0,60,0
46,9,4,0,0,0,40,0
30,11,4,1,0,0,40,0
64,4,4,0,0,0,30,0
31,10,2,0,0,0,40,0
64,9,4,1,0,0,20,0
45,9,4,0,0,0,40,0
59,9,4,1,0,1887,40,1
32,9,2,0,0,0,40,0
43,13,0,1,0,0,40,0
66,6,4,0,1086,0,20,0
23,10,4,1,0,0,45,0
49,9,4,1,0,0,40,0
32,8,4,1,0,0,40,0
49,11,4,0,0,0,40,0
33,10,4,1,0,0,40,0
28,15,4,0,0,0,85,0
47,9,2,1,0,0,40,0
41,9,4,1,0,0,40,0
34,14,4,1,0,0,40,1
25,9,4,0,0,0,35,0
20,10,4,0,0,0,40,0
21,10,4,0,0,0,15,0
25,9,4,1,0,0,30,0
46,5,4,1,0,0,40,0
37,2,1,1,0,0,40,0
41,10,4,1,0,0,56,1
44,9,4,1,0,1504,50,0
30,9,4,1,0,0,40,1
54,10,4,1,0,0,40,0
35,9,4,1,0,0,99,0
58,9,4,0,0,0,12,0
21,10,4,0,0,0,25,0
35,14,4,1,0,0,40,1
35,15,4,1,0,0,80,1
19,10,4,1,0,0,20,0
48,9,4,0,0,0,40,0
56,10,4,1,0,0,40,0
65,10,4,0,0,0,35,0
40,13,2,1,0,0,35,0
26,9,4,0,0,0,40,0
45,10,4,1,0,0,40,0
26,10,4,1,0,0,40,0
32,9,4,1,0,0,40,0
35,13,4,1,27828,0,50,1
22,10,4,1,0,0,48,0
37,11,4,0,0,0,38,0
25,13,4,1,0,0,40,0
64,2,4,1,0,0,53,0
46,11,4,1,0,0,48,1
30,9,4,1,0,0,27,0
63,12,4,1,0,0,40,1
51,9,4,1,0,0,40,1
68,4,4,1,0,0,16,0
36,16,4,1,0,0,50,0
28,10,4,1,0,0,50,0
41,10,4,1,0,0,40,0
47,10,4,1,0,0,40,0
22,10,2,0,0,0,30,0
33,13,1,1,0,0,80,0
34,15,4,1,15024,0,40,1
46,13,4,1,0,0,40,1
28,10,4,0,0,0,40,0
36,9,4,1,0,0,52,1
18,10,4,0,0,0,20,0
33,14,4,1,7688,0,50,1
51,9,4,1,7298,0,60,1
56,9,4,1,0,0,35,0
54,9,4,0,0,0,40,0
29,9,2,0,0,0,40,0
40,10,0,0,0,0,84,0
53,14,4,1,15024,0,65,1
22,9,4,1,0,0,35,0
33,9,4,1,0,0,40,1
28,9,4,1,0,0,50,0
63,10,4,0,0,0,12,0
53,16,4,1,15024,0,60,1
37,6,4,1,0,0,50,0
50,10,4,1,0,0,40,0
22,9,4,1,0,0,40,0
40,12,4,0,0,0,40,0
22,13,4,0,8614,0,40,1
21,10,4,1,0,0,40,0
25,12,2,1,0,0,40,0
20,10,4,0,0,0,40,0
43,9,4,1,0,0,40,0
29,11,4,0,0,0,50,0
32,13,4,1,0,0,40,1
42,14,4,1,0,0,50,1
33,9,1,1,0,0,40,0
27,10,4,0,0,0,40,1
22,10,4,0,0,0,40,0
29,10,4,1,0,0,38,0
29,9,4,1,0,0,40,0
20,10,4,0,0,0,20,0
35,6,4,1,0,0,40,0
31,13,4,1,0,1902,50,1
33,9,4,1,0,0,50,0
67,10,4,1,0,1539,40,0
46,10,4,1,0,0,10,0
45,5,4,0,0,0,40,1
17,7,4,1,0,0,20,0
35,13,4,1,0,1848,70,1
48,13,2,1,0,0,40,1
49,9,2,0,0,0,40,0
20,10,4,0,0,0,40,0
27,9,4,1,5013,0,46,0
64,10,4,1,0,0,20,0
53,10,2,1,0,0,40,0
52,9,4,0,0,0,40,0
29,9,4,1,0,0,55,0
32,9,4,1,99999,0,40,1
48,13,4,0,0,0,20,1
30,10,4,1,0,0,40,0
34,9,4,1,0,0,20,0
19,10,4,1,0,0,50,0
39,9,4,1,0,0,50,0
28,7,4,1,0,0,40,0
17,8,4,0,0,0,10,0
54,13,4,0,0,0,50,0
24,10,4,1,0,1762,40,0
25,9,4,0,0,0,40,0
25,7,4,0,0,0,12,0
48,10,4,0,5178,0,40,1
24,13,4,0,0,0,40,0
31,10,1,1,0,0,50,0
47,10,4,1,0,0,40,1
45,13,4,1,0,0,40,1
19,10,4,0,0,0,25,0
52,10,4,1,15024,0,50,1
52,9,4,1,0,0,40,0
19,9,1,0,0,0,12,0
60,9,4,1,0,0,28,0
43,14,4,1,0,0,50,1
24,12,4,0,0,0,30,0
20,10,4,0,0,0,40,0
51,9,4,0,0,0,40,0
38,5,4,1,0,0,40,0
21,10,4,0,0,0,10,0
40,9,4,1,0,0,50,1
54,10,4,0,0,0,40,0
35,13,4,1,0,0,50,0
52,7,2,1,0,0,40,0
53,9,4,1,99999,0,40,1
56,10,2,0,0,0,40,0
35,9,2,1,0,0,40,0
43,10,4,0,0,880,42,0
29,13,4,1,0,0,40,0
29,9,0,1,0,0,65,0
27,9,4,0,0,0,40,0
58,13,4,1,0,0,40,0
64,9,4,1,0,0,18,0
53,9,2,0,0,0,32,0
21,9,4,0,0,0,30,0
40,12,4,1,0,0,30,0
52,16,4,1,0,0,40,1
38,11,4,1,0,0,50,0
40,10,4,0,0,0,30,0
39,9,4,1,0,0,40,0
56,14,4,0,0,0,50,1
68,16,4,1,0,0,55,1
24,9,4,1,0,0,38,0
40,15,4,1,0,0,50,1
43,15,2,1,0,0,99,1
38,13,4,0,0,0,70,0
45,9,4,1,0,0,40,1
18,7,4,1,0,0,55,0
57,14,4,1,0,0,50,1
49,9,2,0,0,0,35,0
25,10,4,0,0,0,40,0
52,10,4,1,0,0,40,0
56,6,4,1,0,0,56,0
26,10,4,1,0,0,48,0
19,9,4,0,0,0,40,0
25,13,1,0,0,0,40,0
25,9,4,0,0,0,30,0
21,9,4,1,0,0,45,0
48,4,4,1,0,0,40,0
33,14,4,1,0,0,60,0
31,9,3,1,0,0,40,0
26,9,4,1,0,0,65,0
37,13,4,1,0,0,38,0
29,10,4,0,0,0,30,0
20,10,4,1,0,0,20,0
28,10,3,1,0,0,60,0
49,9,4,0,0,0,20,0
73,6,4,1,0,0,4,0
49,14,4,1,0,1977,40,1
51,10,4,0,0,0,40,1
40,10,4,1,0,0,40,0
24,11,4,0,0,0,40,0
18,8,4,1,0,0,24,0
41,6,2,1,0,0,40,1
46,9,4,1,0,1485,40,1
46,9,4,0,0,0,40,0
64,6,4,1,0,0,40,1
50,15,4,1,0,0,40,1
53,14,4,1,0,0,36,1
21,9,4,1,0,0,40,0
22,10,4,1,0,0,25,0
37,13,4,0,7430,0,45,1
39,15,4,1,0,0,55,1
30,13,1,1,0,0,40,0
25,13,4,1,0,1741,40,0
26,10,2,0,0,0,40,0
43,13,4,1,0,0,50,0
59,9,4,0,0,0,60,0
27,9,4,0,0,0,40,0
55,6,2,1,0,0,40,1
20,10,4,1,0,0,12,0
25,11,4,0,0,0,36,0
28,12,4,1,0,0,40,0
29,13,4,1,0,0,50,0
60,7,4,1,0,0,40,1
37,13,4,0,15024,0,50,1
25,7,4,0,0,0,40,0
27,10,4,1,0,0,60,0
50,13,4,1,0,0,40,1
41,10,4,1,5013,0,70,0
46,4,4,1,0,0,47,0
35,11,2,0,0,0,40,0
21,10,4,1,0,0,40,0
35,7,4,0,6849,0,60,0
40,9,2,1,0,0,40,0
49,13,4,1,0,0,40,1
29,13,4,0,0,0,50,0
43,13,4,0,0,625,40,0
39,12,2,1,0,0,60,0
35,9,4,1,0,0,60,0
52,10,4,1,0,0,40,0
25,10,2,1,0,0,40,0
20,9,4,0,0,0,30,0
46,10,4,0,0,0,10,0
24,13,4,1,0,0,40,0
29,13,1,1,0,0,30,0
21,10,4,1,0,0,40,0
37,13,4,0,0,0,50,0
43,9,4,1,0,0,40,0
19,9,4,0,0,0,26,0
47,9,4,1,0,0,45,0
61,9,4,1,0,0,45,1
21,12,4,1,0,0,55,0
35,9,4,1,0,0,60,0
60,6,2,1,0,0,40,0
27,10,4,0,0,0,40,0
57,13,1,1,0,0,35,0
56,2,4,1,0,0,40,0
27,9,4,0,0,0,40,0
47,4,2,0,0,0,35,0
19,9,4,1,0,0,30,0
28,8,4,0,0,0,30,0
43,6,4,1,0,0,40,0
63,10,4,0,0,0,35,0
22,10,4,1,0,0,40,0
25,9,1,0,0,0,40,0
35,9,4,1,8614,0,40,1
20,9,4,0,0,0,40,0
48,6,4,1,0,0,70,0
30,13,2,0,0,0,40,0
31,13,4,1,0,0,40,1
20,9,1,0,0,0,24,0
57,14,4,1,0,0,50,1
41,11,4,0,7688,0,44,1
33,9,4,0,0,0,40,0
27,11,4,1,0,0,40,0
34,9,4,1,0,0,60,1
22,6,4,1,0,0,30,0
50,12,2,0,0,0,40,1
40,13,4,1,0,0,45,1
37,9,4,1,0,0,51,0
40,12,4,1,0,0,40,0
53,14,4,1,15024,0,55,1
38,10,4,1,7688,0,40,1
25,9,4,1,0,0,40,0
51,9,2,1,0,0,40,0
22,8,2,1,0,0,40,0
18,10,4,1,0,0,16,0
41,7,4,1,7688,0,40,1
33,9,4,0,0,0,40,0
33,13,4,0,0,0,40,0
67,10,4,1,0,0,40,0
47,9,4,1,0,2415,50,1
24,10,4,1,0,0,40,0
32,4,4,1,0,0,40,0
29,9,4,0,0,0,40,0
25,11,4,1,0,0,45,0
33,10,4,0,0,0,40,0
55,13,4,1,0,0,40,0
31,10,4,1,0,0,40,1
32,14,4,1,0,0,50,0
18,9,4,1,34095,0,3,0
36,9,4,0,0,0,50,0
58,9,4,0,0,0,27,0
34,14,4,1,0,1902,50,1
19,7,4,1,0,0,40,0
21,9,2,0,0,0,40,0
36,9,4,1,0,0,50,0
37,13,2,0,15024,0,40,1
43,9,2,0,0,0,21,0
52,13,4,1,0,0,40,0
48,11,4,0,0,0,40,0
43,10,4,0,0,0,38,0
22,9,4,1,0,0,40,0
57,3,4,1,6497,0,40,0
37,12,4,0,0,0,40,0
39,10,1,0,0,0,38,0
54,10,4,1,0,0,40,1
27,12,4,1,0,0,40,0
21,9,4,0,0,0,35,0
65,10,4,0,0,0,38,0
30,10,4,0,0,0,40,0
22,5,4,0,0,0,40,0
26,13,4,1,4064,0,50,0
25,7,4,1,0,0,40,0
35,11,4,0,0,0,40,1
47,11,4,1,15024,0,50,1
23,12,4,1,0,0,60,0
42,9,2,1,0,0,40,1
39,10,1,1,0,0,30,0
55,16,4,1,0,0,60,1
24,14,1,0,0,0,10,0
46,13,4,1,7298,0,40,1
53,9,4,1,0,0,40,1
44,7,2,0,0,0,60,0
40,9,2,0,0,0,40,0
48,10,4,1,7688,0,40,1
26,11,4,0,0,0,35,0
22,9,4,0,0,0,40,0
35,9,4,0,0,0,12,0
20,10,4,0,0,0,20,0
43,9,4,0,0,0,40,0
37,9,4,0,0,0,25,0
30,9,1,1,0,0,40,0
41,9,0,1,0,0,50,0
38,15,4,1,0,0,60,1
77,5,2,1,0,0,40,0
42,9,4,1,0,0,50,0
20,9,2,1,0,0,40,0
36,13,4,0,3674,0,40,0
32,11,1,1,0,0,40,0
27,13,4,1,0,0,40,1
25,10,4,1,0,0,45,0
40,14,4,1,0,0,40,0
18,7,4,1,0,0,25,0
49,13,4,1,0,0,45,1
17,7,4,0,0,0,16,0
29,9,4,0,0,0,40,0
47,15,1,1,99999,0,55,1
24,10,4,1,0,0,45,0
58,4,4,1,0,0,24,0
29,9,4,1,0,0,40,0
45,10,4,0,0,0,24,1
30,8,4,1,0,0,50,0
19,10,4,1,0,0,20,0
59,6,4,1,0,1485,40,1
47,4,4,0,0,0,30,0
41,10,2,1,3137,0,40,0
28,12,4,1,0,0,40,0
46,12,4,1,0,0,40,1
40,10,4,1,0,0,60,0
66,6,2,0,0,0,40,0
30,13,2,1,14084,0,45,1
44,10,4,1,0,0,12,0
58,9,4,1,15024,0,60,1
21,4,4,1,0,0,48,0
59,5,2,0,0,0,40,0
35,10,4,1,0,0,40,0
45,5,2,1,5178,0,40,1
30,9,4,1,0,0,40,0
33,9,2,1,0,0,40,0
26,10,4,0,0,0,15,0
48,10,2,0,0,0,35,0
31,9,1,0,0,0,40,0
36,9,4,1,0,0,45,0
48,9,4,0,0,0,38,0
30,9,4,1,5013,0,40,0
33,9,4,1,0,0,50,1
19,5,4,0,0,0,25,0
37,12,2,0,99999,0,40,1
53,13,4,1,0,0,45,1
18,10,4,0,0,0,40,0
38,10,4,1,7298,0,50,1
34,10,4,1,0,0,50,0
45,13,4,1,0,0,52,1
33,11,4,1,0,0,60,0
35,11,4,0,0,0,44,0
22,9,2,1,0,0,40,0
35,9,4,0,0,0,30,0
45,9,0,1,0,0,8,0
17,7,4,1,0,0,45,0
50,9,4,1,0,0,45,0
38,13,4,1,0,0,50,1
33,10,4,1,7298,0,50,1
46,9,4,1,0,0,35,0
25,13,4,0,6849,0,50,0
64,9,4,1,0,0,40,0
62,10,4,1,0,0,10,0
32,9,4,1,0,0,60,1
17,7,4,1,0,0,20,0
61,9,4,1,0,0,55,0
40,16,2,0,0,0,40,0
21,9,4,0,0,0,40,0
39,13,4,1,15024,0,50,1
35,10,4,1,0,0,45,0
29,11,4,1,0,0,40,0
27,12,2,1,0,0,40,0
20,12,4,0,0,0,40,0
34,10,4,0,0,0,20,1
51,14,4,1,0,0,40,0
45,9,2,0,0,0,15,0
20,10,4,0,0,0,40,0
31,10,4,1,0,0,40,0
29,9,2,1,0,0,40,0
56,13,4,1,0,0,30,0
55,10,4,0,0,0,12,1
26,10,4,1,0,0,20,0
46,10,4,1,15024,0,45,1
32,9,4,1,0,0,40,0
28,9,4,1,0,0,40,0
27,4,4,1,0,0,35,0
23,5,4,1,0,0,40,0
59,6,4,1,0,0,40,0
26,8,3,1,0,0,48,0
36,6,4,1,0,0,40,0
18,9,4,0,0,0,15,0
33,5,4,1,0,0,70,0
60,11,4,0,0,0,15,1
40,9,4,0,0,0,48,0
48,9,4,1,0,0,43,0
27,6,4,1,0,0,48,0
19,10,4,1,0,0,20,0
38,13,4,1,0,0,50,1
26,10,4,1,0,0,43,0
45,11,4,1,3908,0,40,0
20,10,4,0,0,0,20,0
32,9,4,1,0,0,40,0
22,10,4,0,0,0,13,0
22,9,4,1,0,0,40,0
38,9,2,0,114,0,38,0
34,9,4,1,0,1848,50,1
46,2,3,0,0,0,30,0
39,13,4,0,0,0,25,0
79,9,4,0,0,0,24,0
60,13,4,1,0,0,8,1
24,9,4,1,0,0,40,0
31,10,4,1,2407,0,65,0
37,13,1,1,3137,0,77,0
23,9,4,1,0,0,40,0
31,10,4,1,0,1579,45,0
29,13,4,1,0,0,40,1
22,13,4,0,0,0,43,0
69,10,4,0,0,0,20,0
55,9,4,0,0,0,38,0
43,9,4,1,0,0,40,0
23,4,3,1,0,0,36,0
29,9,4,1,0,0,35,0
22,11,4,0,0,0,40,0
22,10,4,1,0,0,42,0
25,9,4,1,7298,0,84,1
29,10,4,1,0,0,45,0
25,10,2,1,0,0,40,0
33,9,4,0,0,0,40,0
33,13,4,1,0,0,40,1
31,16,4,0,0,0,28,0
30,14,4,1,0,1887,45,1
55,13,4,1,0,0,40,0
36,8,4,1,4650,0,50,0
47,9,4,0,0,0,40,0
28,13,4,1,8614,0,40,1
42,14,4,1,0,0,40,1
51,12,4,1,0,0,55,0
62,13,2,0,0,0,40,0
65,10,4,1,0,0,35,1
23,13,4,1,0,0,40,0
60,9,4,1,0,0,32,0
47,4,2,1,0,0,60,1
50,9,4,0,0,0,40,0
70,13,4,1,0,0,6,0
32,13,4,1,0,0,40,0
37,10,4,1,0,0,40,0
31,9,4,1,14344,0,40,1
76,6,2,0,0,0,12,0
54,13,2,0,0,0,60,0
32,13,4,1,0,0,40,1
31,10,4,0,0,0,52,0
31,13,4,1,0,0,50,1
65,15,4,1,0,1668,40,0
30,9,4,1,0,0,60,1
63,9,4,1,0,0,40,0
21,10,4,0,0,0,10,0
40,14,1,1,0,1902,40,1
26,10,4,0,0,0,40,0
18,7,4,0,0,0,8,0
34,9,4,1,0,0,50,0
66,10,4,0,7896,0,40,1
44,10,4,1,0,0,60,0
30,12,4,0,0,0,40,0
36,13,4,1,0,0,40,0
31,10,4,1,0,0,50,1
22,10,4,1,0,0,20,0
28,4,4,1,0,0,84,0
23,9,1,1,0,0,40,0
49,14,4,1,15024,0,50,1
39,13,4,1,0,0,35,0
67,13,4,1,9386,0,60,1
19,10,4,1,0,0,16,0
30,12,4,1,0,1848,50,1
25,10,1,0,0,0,40,0
24,9,1,1,0,0,30,0
46,9,4,1,0,0,40,0
37,14,4,1,0,0,45,0
41,9,4,1,0,0,40,0
40,10,4,1,0,0,20,0
44,9,4,0,0,0,40,0
32,9,4,1,0,0,40,0
58,9,2,1,0,0,20,1
48,9,4,1,0,0,48,0
34,13,4,1,0,0,40,0
29,11,2,0,0,0,40,0
46,13,4,1,0,0,50,1
36,9,1,1,0,0,40,0
59,13,4,1,0,0,38,0
29,8,4,1,0,0,40,0
50,14,4,1,0,0,40,0
25,9,4,1,0,0,40,0
27,12,1,0,0,0,35,0
48,9,4,1,0,0,70,0
51,16,4,0,0,1564,70,1
36,9,4,1,8614,0,45,1
42,7,4,1,7430,0,50,1
49,13,4,1,0,0,40,1
33,10,4,1,0,0,20,0
40,13,4,1,0,1564,60,1
26,13,4,0,0,0,40,0
69,9,4,0,0,0,40,1
59,9,4,1,0,0,30,0
30,9,4,0,0,0,40,0
31,12,4,0,0,0,35,0
30,13,4,1,0,0,50,1
27,13,4,0,0,0,40,0
20,10,4,0,0,0,16,0
56,12,4,0,4101,0,40,0
24,9,4,1,0,0,40,0
47,13,4,0,0,0,50,0
51,13,2,1,0,0,35,0
34,9,4,1,0,0,45,0
47,9,2,1,0,0,9,0
47,10,4,1,0,0,44,1
20,10,1,0,0,0,40,0
34,9,4,1,0,0,54,1
31,7,4,0,0,0,40,0
42,11,4,0,0,0,32,0
52,3,4,1,0,0,40,0
56,9,4,0,0,0,40,0
53,9,4,1,0,0,40,1
26,10,4,1,0,0,50,1
81,10,4,0,0,0,20,0
28,6,2,0,0,0,40,0
57,10,4,1,0,0,48,1
34,9,4,0,0,0,40,0
31,6,4,1,0,0,40,0
24,11,2,0,0,0,40,0
20,9,4,1,0,2001,40,0
68,10,2,0,2346,0,40,0
60,9,4,0,0,0,32,0
37,10,4,1,0,0,40,0
25,4,4,1,0,0,40,0
36,9,4,1,0,0,40,0
45,12,4,1,0,0,40,0
34,10,4,1,0,0,60,1
31,13,4,0,0,0,70,0
47,13,4,1,0,0,60,0
60,9,4,1,0,0,42,1
75,13,4,1,0,0,24,0
43,10,4,1,0,0,40,0
18,9,4,1,0,0,40,0
25,13,1,0,0,1092,40,0
20,9,4,0,0,0,40,0
32,9,4,0,0,0,50,0
57,13,4,1,0,0,20,0
43,10,4,1,0,0,60,1
18,9,4,1,0,0,40,0
41,13,2,0,0,0,40,0
48,9,4,1,0,0,40,0
35,9,4,1,5178,0,90,1
41,11,4,1,0,0,40,0
23,9,2,0,0,1594,20,0
32,13,4,1,0,1887,45,1
33,9,4,1,0,0,40,0
58,9,4,1,0,0,40,0
22,10,4,1,0,0,65,0
33,10,4,0,0,0,50,0
42,15,4,1,0,0,38,1
25,9,4,0,0,0,40,0
39,9,4,1,0,0,50,1
35,13,4,1,0,0,45,1
50,10,4,0,0,1902,38,1
49,14,4,1,0,0,50,1
25,13,4,1,0,0,40,0
47,10,2,0,0,0,40,0
46,10,4,0,0,0,40,1
42,12,2,1,0,0,40,0
37,7,4,1,0,0,60,1
29,6,4,1,5013,0,40,0
26,10,4,1,0,0,45,0
26,10,4,0,0,0,40,0
45,13,4,1,0,0,40,1
34,9,4,0,0,0,30,0
33,12,2,0,0,0,40,0
43,13,4,1,0,0,40,1
28,9,4,1,0,0,45,0
51,10,4,1,0,0,75,0
21,10,4,0,0,0,35,0
23,12,4,0,0,0,35,0
30,9,4,0,0,0,40,0
46,14,4,1,0,0,45,1
38,9,4,1,0,0,50,0
20,9,4,1,0,0,40,0
36,13,4,1,0,1485,50,1
37,15,4,1,99999,0,50,1
44,14,4,1,0,1876,42,0
33,9,4,1,0,0,40,1
45,13,4,1,0,0,40,0
47,10,4,1,0,0,40,0
54,9,1,1,0,1902,40,1
17,6,4,1,0,0,30,0
43,9,4,0,0,0,36,1
45,13,4,0,10520,0,50,1
37,10,4,0,0,0,40,0
44,11,4,1,0,0,40,1
55,14,4,0,914,0,50,0
41,9,4,1,0,0,48,0
23,13,4,0,2174,0,40,0
38,10,2,0,0,0,40,0
23,13,4,0,0,0,40,0
35,9,4,1,7298,0,40,1
18,7,4,1,0,0,20,0
47,11,4,1,0,0,40,0
25,10,4,0,0,0,8,0
41,9,4,1,0,0,50,0
23,10,1,0,0,0,24,0
41,9,4,0,0,0,40,0
26,10,4,1,2407,0,50,0
30,10,4,1,0,0,40,0
42,10,4,1,0,0,40,1
35,9,4,0,0,0,40,0
28,13,4,1,0,0,18,0
29,10,4,0,0,0,40,0
21,10,4,0,0,0,15,0
48,14,4,1,0,0,40,1
44,9,4,1,0,0,60,0
34,5,4,1,0,0,40,0
19,9,4,0,0,0,25,0
32,10,4,1,0,0,40,1
31,12,2,0,0,0,40,0
25,9,4,1,2407,0,40,0
47,9,2,1,0,0,40,1
46,7,4,0,0,0,40,0
18,8,4,1,0,0,40,0
31,10,4,0,0,1740,20,0
28,9,4,0,0,0,40,0
38,9,4,1,0,0,48,1
33,9,4,1,0,0,40,1
17,6,4,0,0,0,15,0
41,11,4,1,0,0,40,1
46,10,4,1,15024,0,40,1
38,10,4,1,0,0,44,0
24,13,4,1,0,0,60,0
49,9,4,1,0,0,40,1
60,10,0,0,0,0,40,0
44,13,4,1,0,0,60,1
63,11,4,1,0,0,40,1
40,9,4,1,0,0,60,1
45,10,4,1,0,0,50,1
49,10,4,1,0,1902,50,1
36,9,4,0,0,0,40,0
65,9,4,1,0,0,8,0
41,13,4,1,0,0,20,0
25,14,4,0,0,0,40,0
20,10,4,0,0,0,35,0
60,11,4,1,0,0,40,0
17,7,4,0,0,0,20,0
28,12,4,0,0,0,16,1
31,12,3,1,0,0,50,0
47,14,4,0,0,0,35,0
45,10,4,1,0,0,45,0
51,13,4,1,0,0,40,0
23,9,2,1,0,0,40,0
44,14,4,0,0,1902,60,1
34,9,4,1,0,0,50,0
19,10,4,1,0,0,10,0
51,9,4,1,0,0,40,1
46,9,4,1,0,0,40,0
30,16,1,1,0,1977,40,1
37,6,4,1,0,0,35,0
56,15,4,1,0,0,45,1
29,9,4,1,0,0,45,0
46,14,4,1,0,0,50,1
55,9,4,1,0,0,40,0
45,13,4,1,8614,0,48,1
34,9,4,1,0,0,40,0
45,5,2,1,0,0,40,0
41,13,4,1,0,0,40,0
