#,Name,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
455,Rampardos,Rock,,97,165,60,65,50,58,4,False
456,Shieldon,Rock,Steel,30,42,118,42,88,30,4,False
457,Bastiodon,Rock,Steel,60,52,168,47,138,30,4,False
458,Burmy,Bug,,40,29,45,29,45,36,4,False
459,Wormadam Plant Cloak,Bug,Grass,60,59,85,79,105,36,4,False
460,Wormadam Sandy Cloak,Bug,Ground,60,79,105,59,85,36,4,False
461,Wormadam Trash Cloak,Bug,Steel,60,69,95,69,95,36,4,False
462,Mothim,Bug,Flying,70,94,50,94,50,66,4,False
463,Combee,Bug,Flying,30,30,42,30,42,70,4,False
464,Vespiquen,Bug,Flying,70,80,102,80,102,40,4,False
465,Pachirisu,Electric,,60,45,70,45,90,95,4,False
466,Buizel,Water,,55,65,35,60,30,85,4,False
467,Floatzel,Water,,85,105,55,85,50,115,4,False
468,Cherubi,Grass,,45,35,45,62,53,35,4,False
469,Cherrim,Grass,,70,60,70,87,78,85,4,False
470,Shellos,Water,,76,48,48,57,62,34,4,False
471,Gastrodon,Water,Ground,111,83,68,92,82,39,4,False
472,Ambipom,Normal,,75,100,66,60,66,115,4,False
473,Drifloon,Ghost,Flying,90,50,34,60,44,70,4,False
474,Drifblim,Ghost,Flying,150,80,44,90,54,80,4,False
475,Buneary,Normal,,55,66,44,44,56,85,4,False
476,Lopunny,Normal,,65,76,84,54,96,105,4,False
477,Mega Lopunny,Normal,Fighting,65,136,94,54,96,135,4,False
478,Mismagius,Ghost,,60,60,60,105,105,105,4,False
479,Honchkrow,Dark,Flying,100,125,52,105,52,71,4,False
480,Glameow,Normal,,49,55,42,42,37,85,4,False
481,Purugly,Normal,,71,82,64,64,59,112,4,False
482,Chingling,Psychic,,45,30,50,65,50,45,4,False
483,Stunky,Poison,Dark,63,63,47,41,41,74,4,False
484,Skuntank,Poison,Dark,103,93,67,71,61,84,4,False
485,Bronzor,Steel,Psychic,57,24,86,24,86,23,4,False
486,Bronzong,Steel,Psychic,67,89,116,79,116,33,4,False
487,Bonsly,Rock,,50,80,95,10,45,10,4,False
488,Mime Jr.,Psychic,Fairy,20,25,45,70,90,60,4,False
489,Happiny,Normal,,100,5,5,15,65,30,4,False
490,Chatot,Normal,Flying,76,65,45,92,42,91,4,False
491,Spiritomb,Ghost,Dark,50,92,108,92,108,35,4,False
492,Gible,Dragon,Ground,58,70,45,40,45,42,4,False
493,Gabite,Dragon,Ground,68,90,65,50,55,82,4,False
494,Garchomp,Dragon,Ground,108,130,95,80,85,102,4,False
495,Mega Garchomp,Dragon,Ground,108,170,115,120,95,92,4,False
496,Munchlax,Normal,,135,85,40,40,85,5,4,False
497,Riolu,Fighting,,40,70,40,35,40,60,4,False
498,Lucario,Fighting,Steel,70,110,70,115,70,90,4,False
499,Mega Lucario,Fighting,Steel,70,145,88,140,70,112,4,False
500,Hippopotas,Ground,,68,72,78,38,42,32,4,False
501,Hippowdon,Ground,,108,112,118,68,72,47,4,False
502,Skorupi,Poison,Bug,40,50,90,30,55,65,4,False
503,Drapion,Poison,Dark,70,90,110,60,75,95,4,False
504,Croagunk,Poison,Fighting,48,61,40,61,40,50,4,False
505,Toxicroak,Poison,Fighting,83,106,65,86,65,85,4,False
506,Carnivine,Grass,,74,100,72,90,72,46,4,False
507,Finneon,Water,,49,49,56,49,61,66,4,False
508,Lumineon,Water,,69,69,76,69,86,91,4,False
509,Mantyke,Water,Flying,45,20,50,60,120,50,4,False
510,Snover,Grass,Ice,60,62,50,62,60,40,4,False
511,Abomasnow,Grass,Ice,90,92,75,92,85,60,4,False
512,Mega Abomasnow,Grass,Ice,90,132,105,132,105,30,4,False
513,Weavile,Dark,Ice,70,120,65,45,85,125,4,False
514,Magnezone,Electric,Steel,70,70,115,130,90,60,4,False
515,Lickilicky,Normal,,110,85,95,80,95,50,4,False
516,Rhyperior,Ground,Rock,115,140,130,55,55,40,4,False
517,Tangrowth,Grass,,100,100,125,110,50,50,4,False
518,Electivire,Electric,,75,123,67,95,85,95,4,False
519,Magmortar,Fire,,75,95,67,125,95,83,4,False
520,Togekiss,Fairy,Flying,85,50,95,120,115,80,4,False
521,Yanmega,Bug,Flying,86,76,86,116,56,95,4,False
522,Leafeon,Grass,,65,110,130,60,65,95,4,False
523,Glaceon,Ice,,65,60,110,130,95,65,4,False
524,Gliscor,Ground,Flying,75,95,125,45,75,95,4,False
525,Mamoswine,Ice,Ground,110,130,80,70,60,80,4,False
526,Porygon-Z,Normal,,85,80,70,135,75,90,4,False
527,Gallade,Psychic,Fighting,68,125,65,65,115,80,4,False
528,Mega Gallade,Psychic,Fighting,68,165,95,65,115,110,4,False
529,Probopass,Rock,Steel,60,55,145,75,150,40,4,False
530,Dusknoir,Ghost,,45,100,135,65,135,45,4,False
531,Froslass,Ice,Ghost,70,80,70,80,70,110,4,False
532,Rotom,Electric,Ghost,50,50,77,95,77,91,4,False
533,Heat Rotom,Electric,Fire,50,65,107,105,107,86,4,False
534,Wash Rotom,Electric,Water,50,65,107,105,107,86,4,False
535,Frost Rotom,Electric,Ice,50,65,107,105,107,86,4,False
536,Fan Rotom,Electric,Flying,50,65,107,105,107,86,4,False
537,Mow Rotom,Electric,Grass,50,65,107,105,107,86,4,False
538,Uxie,Psychic,,75,75,130,75,130,95,4,True
539,Mesprit,Psychic,,80,105,105,105,105,80,4,True
540,Azelf,Psychic,,75,125,70,125,70,115,4,True
541,Dialga,Steel,Dragon,100,120,120,150,100,90,4,True
542,Palkia,Water,Dragon,90,120,100,150,120,100,4,True
543,Heatran,Fire,Steel,91,90,106,130,106,77,4,True
544,Regigigas,Normal,,110,160,110,80,110,100,4,True
545,Giratina Altered Forme,Ghost,Dragon,150,100,120,100,120,90,4,True
546,Giratina Origin Forme,Ghost,Dragon,150,120,100,120,100,90,4,True
547,Cresselia,Psychic,,120,70,120,75,130,85,4,False
548,Phione,Water,,80,80,80,80,80,80,4,False
549,Manaphy,Water,,100,100,100,100,100,100,4,False
550,Darkrai,Dark,,70,90,90,135,90,125,4,True
551,Shaymin Land Forme,Grass,,100,100,100,100,100,100,4,True
552,Shaymin Sky Forme,Grass,Flying,100,103,75,120,75,127,4,True
553,Arceus,Normal,,120,120,120,120,120,120,4,True
554,Victini,Psychic,Fire,100,100,100,100,100,100,5,True
555,Snivy,Grass,,45,45,55,45,55,63,5,False
556,Servine,Grass,,60,60,75,60,75,83,5,False
557,Serperior,Grass,,75,75,95,75,95,113,5,False
558,Tepig,Fire,,65,63,45,45,45,45,5,False
559,Pignite,Fire,Fighting,90,93,55,70,55,55,5,False
560,Emboar,Fire,Fighting,110,123,65,100,65,65,5,False
561,Oshawott,Water,,55,55,45,63,45,45,5,False
562,Dewott,Water,,75,75,60,83,60,60,5,False
563,Samurott,Water,,95,100,85,108,70,70,5,False
564,Patrat,Normal,,45,55,39,35,39,42,5,False
565,Watchog,Normal,,60,85,69,60,69,77,5,False
566,Lillipup,Normal,,45,60,45,25,45,55,5,False
567,Herdier,Normal,,65,80,65,35,65,60,5,False
568,Stoutland,Normal,,85,110,90,45,90,80,5,False
569,Purrloin,Dark,,41,50,37,50,37,66,5,False
570,Liepard,Dark,,64,88,50,88,50,106,5,False
571,Pansage,Grass,,50,53,48,53,48,64,5,False
572,Simisage,Grass,,75,98,63,98,63,101,5,False
573,Pansear,Fire,,50,53,48,53,48,64,5,False
574,Simisear,Fire,,75,98,63,98,63,101,5,False
575,Panpour,Water,,50,53,48,53,48,64,5,False
576,Simipour,Water,,75,98,63,98,63,101,5,False
577,Munna,Psychic,,76,25,45,67,55,24,5,False
578,Musharna,Psychic,,116,55,85,107,95,29,5,False
579,Pidove,Normal,Flying,50,55,50,36,30,43,5,False
580,Tranquill,Normal,Flying,62,77,62,50,42,65,5,False
581,Unfezant,Normal,Flying,80,115,80,65,55,93,5,False
582,Blitzle,Electric,,45,60,32,50,32,76,5,False
583,Zebstrika,Electric,,75,100,63,80,63,116,5,False
584,Roggenrola,Rock,,55,75,85,25,25,15,5,False
585,Boldore,Rock,,70,105,105,50,40,20,5,False
586,Gigalith,Rock,,85,135,130,60,80,25,5,False
587,Woobat,Psychic,Flying,55,45,43,55,43,72,5,False
588,Swoobat,Psychic,Flying,67,57,55,77,55,114,5,False
589,Drilbur,Ground,,60,85,40,30,45,68,5,False
590,Excadrill,Ground,Steel,110,135,60,50,65,88,5,False
591,Audino,Normal,,103,60,86,60,86,50,5,False
592,Mega Audino,Normal,Fairy,103,60,126,80,126,50,5,False
593,Timburr,Fighting,,75,80,55,25,35,35,5,False
594,Gurdurr,Fighting,,85,105,85,40,50,40,5,False
595,Conkeldurr,Fighting,,105,140,95,55,65,45,5,False
596,Tympole,Water,,50,50,40,50,40,64,5,False
597,Palpitoad,Water,Ground,75,65,55,65,55,69,5,False
598,Seismitoad,Water,Ground,105,95,75,85,75,74,5,False
599,Throh,Fighting,,120,100,85,30,85,45,5,False
600,Sawk,Fighting,,75,125,75,30,75,85,5,False
601,Sewaddle,Bug,Grass,45,53,70,40,60,42,5,False
602,Swadloon,Bug,Grass,55,63,90,50,80,42,5,False
603,Leavanny,Bug,Grass,75,103,80,70,80,92,5,False
604,Venipede,Bug,Poison,30,45,59,30,39,57,5,False
605,Whirlipede,Bug,Poison,40,55,99,40,79,47,5,False
606,Scolipede,Bug,Poison,60,100,89,55,69,112,5,False
607,Cottonee,Grass,Fairy,40,27,60,37,50,66,5,False
608,Whimsicott,Grass,Fairy,60,67,85,77,75,116,5,False
609,Petilil,Grass,,45,35,50,70,50,30,5,False
610,Lilligant,Grass,,70,60,75,110,75,90,5,False
611,Basculin,Water,,70,92,65,80,55,98,5,False
612,Sandile,Ground,Dark,50,72,35,35,35,65,5,False
613,Krokorok,Ground,Dark,60,82,45,45,45,74,5,False
614,Krookodile,Ground,Dark,95,117,80,65,70,92,5,False
615,Darumaka,Fire,,70,90,45,15,45,50,5,False
616,Darmanitan Standard Mode,Fire,,105,140,55,30,55,95,5,False
617,Darmanitan Zen Mode,Fire,Psychic,105,30,105,140,105,55,5,False
618,Maractus,Grass,,75,86,67,106,67,60,5,False
619,Dwebble,Bug,Rock,50,65,85,35,35,55,5,False
620,Crustle,Bug,Rock,70,95,125,65,75,45,5,False
621,Scraggy,Dark,Fighting,50,75,70,35,70,48,5,False
622,Scrafty,Dark,Fighting,65,90,115,45,115,58,5,False
623,Sigilyph,Psychic,Flying,72,58,80,103,80,97,5,False
624,Yamask,Ghost,,38,30,85,55,65,30,5,False
625,Cofagrigus,Ghost,,58,50,145,95,105,30,5,False
626,Tirtouga,Water,Rock,54,78,103,53,45,22,5,False
627,Carracosta,Water,Rock,74,108,133,83,65,32,5,False
628,Archen,Rock,Flying,55,112,45,74,45,70,5,False
629,Archeops,Rock,Flying,75,140,65,112,65,110,5,False
630,Trubbish,Poison,,50,50,62,40,62,65,5,False
631,Garbodor,Poison,,80,95,82,60,82,75,5,False
632,Zorua,Dark,,40,65,40,80,40,65,5,False
633,Zoroark,Dark,,60,105,60,120,60,105,5,False
634,Minccino,Normal,,55,50,40,40,40,75,5,False
635,Cinccino,Normal,,75,95,60,65,60,115,5,False
636,Gothita,Psychic,,45,30,50,55,65,45,5,False
637,Gothorita,Psychic,,60,45,70,75,85,55,5,False
638,Gothitelle,Psychic,,70,55,95,95,110,65,5,False
639,Solosis,Psychic,,45,30,40,105,50,20,5,False
640,Duosion,Psychic,,65,40,50,125,60,30,5,False
641,Reuniclus,Psychic,,110,65,75,125,85,30,5,False
642,Ducklett,Water,Flying,62,44,50,44,50,55,5,False
643,Swanna,Water,Flying,75,87,63,87,63,98,5,False
644,Vanillite,Ice,,36,50,50,65,60,44,5,False
645,Vanillish,Ice,,51,65,65,80,75,59,5,False
646,Vanilluxe,Ice,,71,95,85,110,95,79,5,False
647,Deerling,Normal,Grass,60,60,50,40,50,75,5,False
648,Sawsbuck,Normal,Grass,80,100,70,60,70,95,5,False
649,Emolga,Electric,Flying,55,75,60,75,60,103,5,False
650,Karrablast,Bug,,50,75,45,40,45,60,5,False
651,Escavalier,Bug,Steel,70,135,105,60,105,20,5,False
652,Foongus,Grass,Poison,69,55,45,55,55,15,5,False
653,Amoonguss,Grass,Poison,114,85,70,85,80,30,5,False
654,Frillish,Water,Ghost,55,40,50,65,85,40,5,False
655,Jellicent,Water,Ghost,100,60,70,85,105,60,5,False
656,Alomomola,Water,,165,75,80,40,45,65,5,False
657,Joltik,Bug,Electric,50,47,50,57,50,65,5,False
658,Galvantula,Bug,Electric,70,77,60,97,60,108,5,False
659,Ferroseed,Grass,Steel,44,50,91,24,86,10,5,False
660,Ferrothorn,Grass,Steel,74,94,131,54,116,20,5,False
661,Klink,Steel,,40,55,70,45,60,30,5,False
662,Klang,Steel,,60,80,95,70,85,50,5,False
663,Klinklang,Steel,,60,100,115,70,85,90,5,False
664,Tynamo,Electric,,35,55,40,45,40,60,5,False
665,Eelektrik,Electric,,65,85,70,75,70,40,5,False
666,Eelektross,Electric,,85,115,80,105,80,50,5,False
667,Elgyem,Psychic,,55,55,55,85,55,30,5,False
668,Beheeyem,Psychic,,75,75,75,125,95,40,5,False
669,Litwick,Ghost,Fire,50,30,55,65,55,20,5,False
670,Lampent,Ghost,Fire,60,40,60,95,60,55,5,False
671,Chandelure,Ghost,Fire,60,55,90,145,90,80,5,False
672,Axew,Dragon,,46,87,60,30,40,57,5,False
673,Fraxure,Dragon,,66,117,70,40,50,67,5,False
674,Haxorus,Dragon,,76,147,90,60,70,97,5,False
675,Cubchoo,Ice,,55,70,40,60,40,40,5,False
676,Beartic,Ice,,95,110,80,70,80,50,5,False
677,Cryogonal,Ice,,70,50,30,95,135,105,5,False
678,Shelmet,Bug,,50,40,85,40,65,25,5,False
679,Accelgor,Bug,,80,70,40,100,60,145,5,False
680,Stunfisk,Ground,Electric,109,66,84,81,99,32,5,False
681,Mienfoo,Fighting,,45,85,50,55,50,65,5,False
682,Mienshao,Fighting,,65,125,60,95,60,105,5,False
683,Druddigon,Dragon,,77,120,90,60,90,48,5,False
684,Golett,Ground,Ghost,59,74,50,35,50,35,5,False
685,Golurk,Ground,Ghost,89,124,80,55,80,55,5,False
686,Pawniard,Dark,Steel,45,85,70,40,40,60,5,False
687,Bisharp,Dark,Steel,65,125,100,60,70,70,5,False
688,Bouffalant,Normal,,95,110,95,40,95,55,5,False
689,Rufflet,Normal,Flying,70,83,50,37,50,60,5,False
690,Braviary,Normal,Flying,100,123,75,57,75,80,5,False
691,Vullaby,Dark,Flying,70,55,75,45,65,60,5,False
692,Mandibuzz,Dark,Flying,110,65,105,55,95,80,5,False
693,Heatmor,Fire,,85,97,66,105,66,65,5,False
694,Durant,Bug,Steel,58,109,112,48,48,109,5,False
695,Deino,Dark,Dragon,52,65,50,45,50,38,5,False
696,Zweilous,Dark,Dragon,72,85,70,65,70,58,5,False
697,Hydreigon,Dark,Dragon,92,105,90,125,90,98,5,False
698,Larvesta,Bug,Fire,55,85,55,50,55,60,5,False
699,Volcarona,Bug,Fire,85,60,65,135,105,100,5,False
700,Cobalion,Steel,Fighting,91,90,129,90,72,108,5,True
701,Terrakion,Rock,Fighting,91,129,90,72,90,108,5,True
702,Virizion,Grass,Fighting,91,90,72,90,129,108,5,True
703,Tornadus Incarnate Forme,Flying,,79,115,70,125,80,111,5,True
704,Tornadus Therian Forme,Flying,,79,100,80,110,90,121,5,True
705,Thundurus Incarnate Forme,Electric,Flying,79,115,70,125,80,111,5,True
706,Thundurus Therian Forme,Electric,Flying,79,105,70,145,80,101,5,True
707,Reshiram,Dragon,Fire,100,120,100,150,120,90,5,True
708,Zekrom,Dragon,Electric,100,150,120,120,100,90,5,True
709,Landorus Incarnate Forme,Ground,Flying,89,125,90,115,80,101,5,True
710,Landorus Therian Forme,Ground,Flying,89,145,90,105,80,91,5,True
711,Kyurem,Dragon,Ice,125,130,90,130,90,95,5,True
712,Kyurem Black Kyurem,Dragon,Ice,125,170,100,120,90,95,5,True
713,Kyurem White Kyurem,Dragon,Ice,125,120,90,170,100,95,5,True
714,Keldeo Ordinary Forme,Water,Fighting,91,72,90,129,90,108,5,False
715,Keldeo Resolute Forme,Water,Fighting,91,72,90,129,90,108,5,False
716,Meloetta Aria Forme,Normal,Psychic,100,77,77,128,128,90,5,False
717,Meloetta Pirouette Forme,Normal,Fighting,100,128,90,77,77,128,5,False
718,Genesect,Bug,Steel,71,120,95,120,95,99,5,False
719,Chespin,Grass,,56,61,65,48,45,38,6,False
720,Quilladin,Grass,,61,78,95,56,58,57,6,False
721,Chesnaught,Grass,Fighting,88,107,122,74,75,64,6,False
722,Fennekin,Fire,,40,45,40,62,60,60,6,False
723,Braixen,Fire,,59,59,58,90,70,73,6,False
724,Delphox,Fire,Psychic,75,69,72,114,100,104,6,False
725,Froakie,Water,,41,56,40,62,44,71,6,False
726,Frogadier,Water,,54,63,52,83,56,97,6,False
727,Greninja,Water,Dark,72,95,67,103,71,122,6,False
728,Bunnelby,Normal,,38,36,38,32,36,57,6,False
729,Diggersby,Normal,Ground,85,56,77,50,77,78,6,False
730,Fletchling,Normal,Flying,45,50,43,40,38,62,6,False
731,Fletchinder,Fire,Flying,62,73,55,56,52,84,6,False
732,Talonflame,Fire,Flying,78,81,71,74,69,126,6,False
733,Scatterbug,Bug,,38,35,40,27,25,35,6,False
734,Spewpa,Bug,,45,22,60,27,30,29,6,False
735,Vivillon,Bug,Flying,80,52,50,90,50,89,6,False
736,Litleo,Fire,Normal,62,50,58,73,54,72,6,False
737,Pyroar,Fire,Normal,86,68,72,109,66,106,6,False
738,Flabébé,Fairy,,44,38,39,61,79,42,6,False
739,Floette,Fairy,,54,45,47,75,98,52,6,False
740,Florges,Fairy,,78,65,68,112,154,75,6,False
741,Skiddo,Grass,,66,65,48,62,57,52,6,False
742,Gogoat,Grass,,123,100,62,97,81,68,6,False
743,Pancham,Fighting,,67,82,62,46,48,43,6,False
744,Pangoro,Fighting,Dark,95,124,78,69,71,58,6,False
745,Furfrou,Normal,,75,80,60,65,90,102,6,False
746,Espurr,Psychic,,62,48,54,63,60,68,6,False
747,Meowstic Male,Psychic,,74,48,76,83,81,104,6,False
748,Meowstic Female,Psychic,,74,48,76,83,81,104,6,False
749,Honedge,Steel,Ghost,45,80,100,35,37,28,6,False
750,Doublade,Steel,Ghost,59,110,150,45,49,35,6,False
751,Aegislash Blade Forme,Steel,Ghost,60,150,50,150,50,60,6,False
752,Aegislash Shield Forme,Steel,Ghost,60,50,150,50,150,60,6,False
753,Spritzee,Fairy,,78,52,60,63,65,23,6,False
754,Aromatisse,Fairy,,101,72,72,99,89,29,6,False
755,Swirlix,Fairy,,62,48,66,59,57,49,6,False
756,Slurpuff,Fairy,,82,80,86,85,75,72,6,False
757,Inkay,Dark,Psychic,53,54,53,37,46,45,6,False
758,Malamar,Dark,Psychic,86,92,88,68,75,73,6,False
759,Binacle,Rock,Water,42,52,67,39,56,50,6,False
760,Barbaracle,Rock,Water,72,105,115,54,86,68,6,False
761,Skrelp,Poison,Water,50,60,60,60,60,30,6,False
762,Dragalge,Poison,Dragon,65,75,90,97,123,44,6,False
763,Clauncher,Water,,50,53,62,58,63,44,6,False
764,Clawitzer,Water,,71,73,88,120,89,59,6,False
765,Helioptile,Electric,Normal,44,38,33,61,43,70,6,False
766,Heliolisk,Electric,Normal,62,55,52,109,94,109,6,False
767,Tyrunt,Rock,Dragon,58,89,77,45,45,48,6,False
768,Tyrantrum,Rock,Dragon,82,121,119,69,59,71,6,False
769,Amaura,Rock,Ice,77,59,50,67,63,46,6,False
770,Aurorus,Rock,Ice,123,77,72,99,92,58,6,False
771,Sylveon,Fairy,,95,65,65,110,130,60,6,False
772,Hawlucha,Fighting,Flying,78,92,75,74,63,118,6,False
773,Dedenne,Electric,Fairy,67,58,57,81,67,101,6,False
774,Carbink,Rock,Fairy,50,50,150,50,150,50,6,False
775,Goomy,Dragon,,45,50,35,55,75,40,6,False
776,Sliggoo,Dragon,,68,75,53,83,113,60,6,False
777,Goodra,Dragon,,90,100,70,110,150,80,6,False
778,Klefki,Steel,Fairy,57,80,91,80,87,75,6,False
779,Phantump,Ghost,Grass,43,70,48,50,60,38,6,False
780,Trevenant,Ghost,Grass,85,110,76,65,82,56,6,False
781,Pumpkaboo Average Size,Ghost,Grass,49,66,70,44,55,51,6,False
782,Pumpkaboo Small Size,Ghost,Grass,44,66,70,44,55,56,6,False
783,Pumpkaboo Large Size,Ghost,Grass,54,66,70,44,55,46,6,False
784,Pumpkaboo Super Size,Ghost,Grass,59,66,70,44,55,41,6,False
785,Gourgeist Average Size,Ghost,Grass,65,90,122,58,75,84,6,False
786,Gourgeist Small Size,Ghost,Grass,55,85,122,58,75,99,6,False
787,Gourgeist Large Size,Ghost,Grass,75,95,122,58,75,69,6,False
788,Gourgeist Super Size,Ghost,Grass,85,100,122,58,75,54,6,False
789,Bergmite,Ice,,55,69,85,32,35,28,6,False
790,Avalugg,Ice,,95,117,184,44,46,28,6,False
791,Noibat,Flying,Dragon,40,30,35,45,40,55,6,False
792,Noivern,Flying,Dragon,85,70,80,97,80,123,6,False
793,Xerneas,Fairy,,126,131,95,131,98,99,6,True
794,Yveltal,Dark,Flying,126,131,95,131,98,99,6,True
795,Zygarde Half Forme,Dragon,Ground,108,100,121,81,95,95,6,True
796,Diancie,Rock,Fairy,50,100,150,100,150,50,6,True
797,Mega Diancie,Rock,Fairy,50,160,110,160,110,110,6,True
798,Hoopa Confined,Psychic,Ghost,80,110,60,150,130,70,6,True
799,Hoopa Unbound,Psychic,Dark,80,160,60,170,130,80,6,True
800,Volcanion,Fire,Water,80,110,120,130,90,70,6,True
